code_name,decoder_name,p,num_repeats,shots_per_repeat,num_shots,num_failures,num_failures_total,logical_error_rate,ler_mean,ler_std,ler_ci_low,ler_ci_high,avg_latency_ms_per_shot,avg_latency_mean,avg_latency_std,p50_latency_ms_per_shot,p50_latency_mean,p50_latency_std,p95_latency_ms_per_shot,p95_latency_mean,p95_latency_std,p99_latency_ms_per_shot,p99_latency_mean,p99_latency_std,avg_bp_iterations_mean,avg_bp_iterations_std,p95_bp_iterations_mean,p95_bp_iterations_std,bp_converged_fraction_mean,bp_converged_fraction_std,syndrome_avg_weight_mean,syndrome_avg_weight_std,syndrome_p95_weight_mean,syndrome_p95_weight_std,syndrome_avg_relative_weight_mean,syndrome_avg_relative_weight_std,syndrome_p95_relative_weight_mean,syndrome_p95_relative_weight_std,noise_model,n,k,d,mx_rows,mx_cols,mz_rows,mz_cols,mx_density,mz_density,mx_row_weight_mean,mz_row_weight_mean,seed_base,code_file,ci_method
bb_n64_k10,BP-LSD,0.03,5,1000,5000,177,177,0.0354,0.0354,0.003781534080237806,0.030624246822118124,0.04088910182522896,0.03510876280051889,0.03510876280051889,0.011342829657761188,0.016870000217750203,0.016870000217750203,0.0033759440815210925,0.14864501012198145,0.14864501012198145,0.06804659042620817,0.332563199695869,0.332563199695869,0.09724149594102434,3.7754,0.2185447322632142,26.6,7.602631123499286,0.9480000000000001,0.007905694150420957,6.176,0.13349157276772178,12.0,0.0,0.193,0.0041716116489913056,0.375,0.0,independent_z_only,64,10,,32,64,32,64,0.125,0.125,8.0,8.0,302007,bbcode_n64_k10.npz,wilson_95
bb_n64_k10,BP-OSD,0.05,5,1000,5000,839,839,0.1678,0.1678,0.012194260945215168,0.15769793803341903,0.178412123138877,0.06251099918663386,0.06251099918663386,0.013191757113639698,0.022470000112662092,0.022470000112662092,0.003187985275440526,0.2209690001654962,0.2209690001654962,0.03548127194839839,0.3846129997218667,0.3846129997218667,0.25193340614484067,9.7324,0.46211989786201607,30.0,0.0,0.7874000000000001,0.01867618804788602,9.118400000000001,0.16606866049920438,16.0,0.0,0.28495000000000004,0.005189645640600137,0.5,0.0,independent_z_only,64,10,,32,64,32,64,0.125,0.125,8.0,8.0,303007,bbcode_n64_k10.npz,wilson_95
bb_n64_k10,BP-LSD,0.05,5,1000,5000,840,840,0.16799999999999998,0.16799999999999998,0.011979148550710937,0.15789286617041443,0.17861688792110358,0.0735591844029841,0.0735591844029841,0.013620713285584013,0.022169999829202425,0.022169999829202425,0.0034838195361703763,0.2880540096884942,0.2880540096884942,0.04956361143460825,0.4460663982172262,0.4460663982172262,0.14965960795988387,9.368599999999999,0.50315484694078,30.0,0.0,0.7874000000000001,0.01867618804788602,9.118400000000001,0.16606866049920438,16.0,0.0,0.28495000000000004,0.005189645640600137,0.5,0.0,independent_z_only,64,10,,32,64,32,64,0.125,0.125,8.0,8.0,303007,bbcode_n64_k10.npz,wilson_95
bb_n80_k6,BP-OSD,0.01,5,1000,5000,1,1,0.0002,0.0002,0.00044721359549995795,3.530578343936526e-05,0.0011320890808397363,0.013221428608085261,0.013221428608085261,0.0014994396578507285,0.011819999781437218,0.011819999781437218,0.0004549718530778109,0.026067000126204214,0.026067000126204214,0.00154772627959167,0.04368659972897149,0.04368659972897149,0.00784155785109811,1.3332,0.051591665993646674,2.4,0.5477225575051661,0.999,0.0007071067811865482,2.9432,0.05066754385205573,8.0,0.0,0.07358,0.0012666885963013947,0.2,0.0,independent_z_only,80,6,,40,80,40,80,0.1,0.1,8.0,8.0,400007,bbcode_n80_k6.npz,wilson_95
bb_n80_k6,BP-LSD,0.01,5,1000,5000,1,1,0.0002,0.0002,0.00044721359549995795,3.530578343936526e-05,0.0011320890808397363,0.017434508595397347,0.017434508595397347,0.0008671139365831077,0.01280999949813122,0.01280999949813122,0.0003435108780997068,0.026428000692249036,0.026428000692249036,0.0006809237011638162,0.05821780017140545,0.05821780017140545,0.015483004330733404,1.1896,0.020803845798313368,2.0,0.0,0.999,0.0007071067811865482,2.9432,0.05066754385205573,8.0,0.0,0.07358,0.0012666885963013947,0.2,0.0,independent_z_only,80,6,,40,80,40,80,0.1,0.1,8.0,8.0,400007,bbcode_n80_k6.npz,wilson_95
bb_n80_k6,BP-OSD,0.02,5,1000,5000,11,11,0.0022,0.0022,0.0008366600265340755,0.001228915407138813,0.003935408649360061,0.01736289121072332,0.01736289121072332,0.0015593499130578457,0.01311999985773582,0.01311999985773582,0.0013179526425139106,0.030995999804872543,0.030995999804872543,0.002829936976178878,0.09219300034601471,0.09219300034601471,0.033512828369634616,2.0306,0.10296261457441724,5.0,0.7071067811865476,0.994,0.0014142135623730963,5.5804,0.10591883685161975,12.0,0.0,0.13951,0.0026479709212904935,0.3,0.0,independent_z_only,80,6,,40,80,40,80,0.1,0.1,8.0,8.0,401007,bbcode_n80_k6.npz,wilson_95
bb_n80_k6,BP-LSD,0.02,5,1000,5000,11,11,0.0022,0.0022,0.0008366600265340755,0.001228915407138813,0.003935408649360061,0.019337372612426407,0.019337372612426407,0.001631011296557224,0.013760000001639128,0.013760000001639128,0.0009044333116632923,0.03118699985861894,0.03118699985861894,0.002449981702192941,0.08111360010298066,0.08111360010298066,0.027578249959394445,1.8308,0.07111750839280015,4.2,0.44721359549995787,0.994,0.0014142135623730963,5.5804,0.10591883685161975,12.0,0.0,0.13951,0.0026479709212904935,0.3,0.0,independent_z_only,80,6,,40,80,40,80,0.1,0.1,8.0,8.0,401007,bbcode_n80_k6.npz,wilson_95
bb_n80_k6,BP-OSD,0.03,5,1000,5000,86,86,0.0172,0.0172,0.00454972526643093,0.013949219247445802,0.021192073750701364,0.02828177699484513,0.02828177699484513,0.004348243317282339,0.01759999995556427,0.01759999995556427,0.0028833576363125283,0.06593638019694473,0.06593638019694473,0.02462271907111631,0.2814143973700993,0.2814143973700993,0.04365537913496862,3.5775999999999994,0.19592549604377688,15.229999999999972,5.9633882986100835,0.9654,0.008532291603080625,7.773599999999999,0.07506530490179847,14.8,1.0954451150103324,0.19433999999999998,0.0018766326225449594,0.37,0.02738612787525833,independent_z_only,80,6,,40,80,40,80,0.1,0.1,8.0,8.0,402007,bbcode_n80_k6.npz,wilson_95
bb_n80_k6,BP-LSD,0.03,5,1000,5000,86,86,0.0172,0.0172,0.00454972526643093,0.013949219247445802,0.021192073750701364,0.03175835681504395,0.03175835681504395,0.004803046618759195,0.017300000035902485,0.017300000035902485,0.0035112314190839412,0.0633051905242609,0.0633051905242609,0.027299170155966376,0.392955999712285,0.392955999712285,0.0492844273109417,3.3622,0.18882187373289155,11.249999999999954,2.4957463813456626,0.9654,0.008532291603080625,7.773599999999999,0.07506530490179847,14.8,1.0954451150103324,0.19433999999999998,0.0018766326225449594,0.37,0.02738612787525833,independent_z_only,80,6,,40,80,40,80,0.1,0.1,8.0,8.0,402007,bbcode_n80_k6.npz,wilson_95
bb_n80_k6,BP-OSD,0.05,5,1000,5000,634,634,0.1268,0.1268,0.007085195833567347,0.11786244021208622,0.13631057251970444,0.0698854021866282,0.0698854021866282,0.0026801431838776348,0.023359999977401458,0.023359999977401458,0.0014660316806270747,0.2749061996655654,0.2749061996655654,0.010727596486234675,0.3682157999901391,0.3682157999901391,0.025941990734507578,9.4498,0.37690277260853383,30.0,0.0,0.7942,0.012457929201917918,11.363600000000002,0.03793151723830745,18.0,0.0,0.28409,0.0009482879309576914,0.45,0.0,independent_z_only,80,6,,40,80,40,80,0.1,0.1,8.0,8.0,403007,bbcode_n80_k6.npz,wilson_95
bb_n80_k6,BP-LSD,0.05,5,1000,5000,634,634,0.1268,0.1268,0.007085195833567347,0.11786244021208622,0.13631057251970444,0.09111215418997745,0.09111215418997745,0.0044182746799171614,0.023579999833600596,0.023579999833600596,0.001768332864190952,0.4005631898144202,0.4005631898144202,0.02958695703903131,0.5462893938893103,0.5462893938893103,0.037701263778346955,9.2934,0.33901740368305583,30.0,0.0,0.7942,0.012457929201917918,11.363600000000002,0.03793151723830745,18.0,0.0,0.28409,0.0009482879309576914,0.45,0.0,independent_z_only,80,6,,40,80,40,80,0.1,0.1,8.0,8.0,403007,bbcode_n80_k6.npz,wilson_95
bb_n108_k4,BP-OSD,0.01,5,1000,5000,7,7,0.0014,0.0014,0.001140175425099138,0.0006783326019524562,0.0028872197776585087,0.018844483613793272,0.018844483613793272,0.004198623871587283,0.015840000196476467,0.015840000196476467,0.0018822860776698295,0.03538500051945448,0.03538500051945448,0.006532307697553824,0.0769865995753207,0.0769865995753207,0.03718055634080725,1.2576,0.040333608814486145,2.0,0.0,0.9997999999999999,0.00044721359549995833,4.0684,0.16838883573443922,10.819999999999983,1.0779610382569644,0.07534074074074074,0.003118311772859985,0.20037037037037,0.01996224144920304,independent_z_only,108,4,,54,108,54,108,0.07407407407407407,0.07407407407407407,8.0,8.0,500007,bbcode_n108_k4.npz,wilson_95
bb_n108_k4,BP-LSD,0.01,5,1000,5000,7,7,0.0014,0.0014,0.001140175425099138,0.0006783326019524562,0.0028872197776585087,0.02441536380938487,0.02441536380938487,0.0057430582414085074,0.02046999943559058,0.02046999943559058,0.00690575833887866,0.03794200003540027,0.03794200003540027,0.008759556536503172,0.07684960001643042,0.07684960001643042,0.026700340740916255,1.1844000000000001,0.03620497203423862,2.0,0.0,0.9997999999999999,0.00044721359549995833,4.0684,0.16838883573443922,10.819999999999983,1.0779610382569644,0.07534074074074074,0.003118311772859985,0.20037037037037,0.01996224144920304,independent_z_only,108,4,,54,108,54,108,0.07407407407407407,0.07407407407407407,8.0,8.0,500007,bbcode_n108_k4.npz,wilson_95
bb_n108_k4,BP-OSD,0.02,5,1000,5000,18,18,0.0036000000000000003,0.0036000000000000003,0.001140175425099138,0.002278440754413015,0.005683733736639698,0.024363721594272646,0.024363721594272646,0.004382616772296028,0.020570000378938857,0.020570000378938857,0.0054602654294991625,0.04236599987052613,0.04236599987052613,0.006469824662709414,0.0730350007543165,0.0730350007543165,0.017718828107173904,1.7643999999999997,0.041343681500321215,4.0,0.0,0.9984,0.0008944271909999166,7.445599999999999,0.058024132910367496,16.0,0.0,0.1378814814814815,0.0010745209798216232,0.2962962962962963,0.0,independent_z_only,108,4,,54,108,54,108,0.07407407407407407,0.07407407407407407,8.0,8.0,501007,bbcode_n108_k4.npz,wilson_95
bb_n108_k4,BP-LSD,0.02,5,1000,5000,18,18,0.0036000000000000003,0.0036000000000000003,0.001140175425099138,0.002278440754413015,0.005683733736639698,0.02454234200376959,0.02454234200376959,0.0017777367027303746,0.018869999985327013,0.018869999985327013,0.0021724409606559743,0.04097200046089709,0.04097200046089709,0.0042670616710451395,0.09861179939616702,0.09861179939616702,0.031383890963873534,1.6648,0.031180121872757326,3.8099999999999907,0.42485291572498046,0.9984,0.0008944271909999166,7.445599999999999,0.058024132910367496,16.0,0.0,0.1378814814814815,0.0010745209798216232,0.2962962962962963,0.0,independent_z_only,108,4,,54,108,54,108,0.07407407407407407,0.07407407407407407,8.0,8.0,501007,bbcode_n108_k4.npz,wilson_95
bb_n108_k4,BP-OSD,0.03,5,1000,5000,109,109,0.021800000000000003,0.021800000000000003,0.00712039324756716,0.018104377913406702,0.026229852226845936,0.03403192201985803,0.03403192201985803,0.006339650178642125,0.022300000455288682,0.022300000455288682,0.004267757264994238,0.0617920002514438,0.0617920002514438,0.013093502806453718,0.35888920243814926,0.35888920243814926,0.08392922463304243,3.2038,0.18468270086827296,9.019999999999982,1.0003749297138542,0.9794,0.004037325847637273,10.6232,0.11219269138406453,18.439999999999962,0.873498712076916,0.19672592592592592,0.0020776424330382266,0.3414814814814807,0.016175902075498443,independent_z_only,108,4,,54,108,54,108,0.07407407407407407,0.07407407407407407,8.0,8.0,502007,bbcode_n108_k4.npz,wilson_95
bb_n108_k4,BP-LSD,0.03,5,1000,5000,109,109,0.021800000000000003,0.021800000000000003,0.00712039324756716,0.018104377913406702,0.026229852226845936,0.039946581793628866,0.039946581793628866,0.004348877184049101,0.023230000260809902,0.023230000260809902,0.0019266555209675163,0.06446200028221935,0.06446200028221935,0.004699716239326132,0.5586142008214662,0.5586142008214662,0.08221563729737265,3.1256,0.1867037760732224,8.8,1.0954451150103324,0.9794,0.004037325847637273,10.6232,0.11219269138406453,18.439999999999962,0.873498712076916,0.19672592592592592,0.0020776424330382266,0.3414814814814807,0.016175902075498443,independent_z_only,108,4,,54,108,54,108,0.07407407407407407,0.07407407407407407,8.0,8.0,502007,bbcode_n108_k4.npz,wilson_95
bb_n108_k4,BP-OSD,0.05,5,1000,5000,577,577,0.11539999999999999,0.11539999999999999,0.013885243966167827,0.10683769799549511,0.12455281834064283,0.08106444660843408,0.08106444660843408,0.006077306908946163,0.03026000013051089,0.03026000013051089,0.002246219549339476,0.3803501904440053,0.3803501904440053,0.025219298857988712,0.5290582017914858,0.5290582017914858,0.05703880582291485,8.469800000000001,0.39014702356932107,30.0,0.0,0.8493999999999999,0.01342758355028932,15.316400000000002,0.1588168756776181,23.6,0.8944271909999159,0.283637037037037,0.002941053253289227,0.437037037037037,0.01656346649999844,independent_z_only,108,4,,54,108,54,108,0.07407407407407407,0.07407407407407407,8.0,8.0,503007,bbcode_n108_k4.npz,wilson_95
bb_n108_k4,BP-LSD,0.05,5,1000,5000,577,577,0.11539999999999999,0.11539999999999999,0.013885243966167827,0.10683769799549511,0.12455281834064283,0.12651020920202427,0.12651020920202427,0.02597619462199027,0.03514000036375364,0.03514000036375364,0.0059322633765649235,0.6726031899597726,0.6726031899597726,0.12619733217855392,0.9852984003664457,0.9852984003664457,0.26193800115165655,8.4346,0.3788479906242078,30.0,0.0,0.8493999999999999,0.01342758355028932,15.316400000000002,0.1588168756776181,23.6,0.8944271909999159,0.283637037037037,0.002941053253289227,0.437037037037037,0.01656346649999844,independent_z_only,108,4,,54,108,54,108,0.07407407407407407,0.07407407407407407,8.0,8.0,503007,bbcode_n108_k4.npz,wilson_95
