epoch,train_loss_total,train_loss_rho,train_loss_spectral,train_loss_energy,train_loss_leakage,train_loss_residual,train_loss_selection_entropy,train_loss_selection_coverage,val_loss_total,val_loss_rho,val_loss_spectral,val_loss_energy,val_loss_leakage,val_loss_residual,val_loss_selection_entropy,val_loss_selection_coverage,val_density_rel_l2,val_lowfreq_spectral_rel_l2,val_lowpass_energy_rel_l2,val_commutator_leakage,val_leakage_error_correlation,val_latent_step_norm,val_selection_entropy,val_selection_coverage_deficit,val_residual_lowfreq_norm,val_runtime_seconds,val_parameter_count
0,2.8070945895227563e-08,1.5455612041654677e-08,6.254039625356487e-08,1.1480134114543417e-05,0.543555432244351,2.14509795891017e-09,0.0,0.0,2.043278213292865e-08,1.128876836453685e-08,4.532176234306462e-08,1.1690654446283588e-05,0.40094058215618134,1.593199405736101e-09,0.0,0.0,0.09706806764006615,0.09145258665084838,0.0033921743743121624,0.40094058215618134,0.36504638010480195,nan,nan,nan,1.593199405736101e-09,1.5319145190296695,706531
1,2.700224754903502e-08,1.4911734537218093e-08,6.010875652188923e-08,1.1480134306015985e-05,0.5435554353814376,1.3752321386935985e-09,0.0,0.0,2.0128996247592568e-08,1.1154917656241992e-08,4.471305281583682e-08,1.1690654446283588e-05,0.40094058215618134,6.293727899953083e-10,0.0,0.0,0.09606057927012443,0.09039185605943204,0.0033921743743121624,0.40094058215618134,0.3715423852089861,nan,nan,nan,6.293727899953083e-10,0.009683398006018251,706531
2,2.712217028744135e-08,1.4986576424291798e-08,6.040033166019193e-08,1.1480134258147844e-05,0.5435554432241541,1.1105448315337628e-09,0.0,0.0,2.0263714262114263e-08,1.121584491947658e-08,4.4986345315578546e-08,1.1690654446283588e-05,0.40094058215618134,1.0120116133993662e-09,0.0,0.0,0.09655968695878983,0.09092278368771076,0.0033921743743121624,0.40094058215618134,0.3722169969858452,nan,nan,nan,1.0120116133993662e-09,0.006873759964946657,706531
3,2.72287103273895e-08,1.5035390663492284e-08,6.06522547741406e-08,1.148013416241156e-05,0.5435554353814376,1.2573710727574388e-09,0.0,0.0,2.034819690521772e-08,1.1265335775334506e-08,4.521487806385949e-08,1.1690654446283588e-05,0.40094058215618134,7.977242200141177e-10,0.0,0.0,0.09651473760604859,0.09087277501821518,0.0033921743743121624,0.40094058215618134,0.35336973809955535,nan,nan,nan,7.977242200141177e-10,0.01506338402396068,706531
4,2.7377514243946616e-08,1.512161371558226e-08,6.103031446295852e-08,1.148013416241156e-05,0.5435554338128943,9.967327460467713e-10,0.0,0.0,2.043251967620563e-08,1.130800342252769e-08,4.5408288684711806e-08,1.1690654446283588e-05,0.40094058215618134,8.571760801157069e-10,0.0,0.0,0.0966817431151867,0.09104974158108234,0.0033921743743121624,0.40094058215618134,0.3587626024446771,nan,nan,nan,8.571760801157069e-10,0.0107468799687922,706531
5,2.7551033454642493e-08,1.5212417197275093e-08,6.143679960090547e-08,1.1480134449620413e-05,0.543555432244351,1.0251148935561848e-09,0.0,0.0,2.0470530603944326e-08,1.1331338090059262e-08,4.55071820226749e-08,1.1690654446283588e-05,0.40094058215618134,7.55121382089996e-10,0.0,0.0,0.09684391021728515,0.09121786989271641,0.0033921743743121624,0.40094058215618134,0.37214264231764144,nan,nan,nan,7.55121382089996e-10,0.005736313993111253,706531
6,2.7590924445737646e-08,1.5235714070477594e-08,6.154679311228058e-08,1.148013416241156e-05,0.5435554259701779,9.170303493174901e-10,0.0,0.0,2.0523526877980203e-08,1.135749627678706e-08,4.563183786387981e-08,1.1690654446283588e-05,0.40094058215618134,7.932431655977012e-10,0.0,0.0,0.09680267050862312,0.09117072224617004,0.0033921743743121624,0.40094058215618134,0.3497667618334852,nan,nan,nan,7.932431655977012e-10,0.038371069997083396,706531
7,2.767343528600314e-08,1.52807766907795e-08,6.174865643366071e-08,1.148013440175227e-05,0.543555432244351,8.585488168353245e-10,0.0,0.0,2.0636750530655945e-08,1.141602101739636e-08,4.589517299535828e-08,1.1690654446283588e-05,0.40094058215618134,8.338974788468789e-10,0.0,0.0,0.09714980870485306,0.09154635779559613,0.0033921743743121624,0.40094058215618134,0.3702264248062894,nan,nan,nan,8.338974788468789e-10,0.0070094799739308655,706531
8,2.7819408531190435e-08,1.5355236146924174e-08,6.208085965765445e-08,1.1480134353884128e-05,0.543555432244351,9.600084061034408e-10,0.0,0.0,2.0551991664063962e-08,1.1371957375772013e-08,4.569512412899712e-08,1.1690654446283588e-05,0.40094058215618134,8.201899437398907e-10,0.0,0.0,0.09689550697803498,0.09126556962728499,0.0033921743743121624,0.40094058215618134,0.35791859244818736,nan,nan,nan,8.201899437398907e-10,0.005105221993289888,706531
9,2.7727624547268485e-08,1.5309161423939904e-08,6.187830542695625e-08,1.148013373159828e-05,0.5435554291072645,8.560252799003515e-10,0.0,0.0,2.0658518007365956e-08,1.142893690797564e-08,4.5954071659082274e-08,1.1690654446283588e-05,0.40094058215618134,7.753473141303147e-10,0.0,0.0,0.09716277718544006,0.09155791178345679,0.0033921743743121624,0.40094058215618134,0.3675481038879622,nan,nan,nan,7.753473141303147e-10,0.008075783029198647,706531
10,2.7819444432297084e-08,1.535878245636911e-08,6.209711145288566e-08,1.1480134497488556e-05,0.5435554291072645,8.247944082104128e-10,0.0,0.0,2.067882531875398e-08,1.1438245461903307e-08,4.5994204000976424e-08,1.1690654446283588e-05,0.40094058215618134,8.347707802780491e-10,0.0,0.0,0.0971281424164772,0.09151802025735378,0.0033921743743121624,0.40094058215618134,0.34915986063957233,nan,nan,nan,8.347707802780491e-10,0.006968909990973771,706531
11,2.7795461932100807e-08,1.534241664707655e-08,6.202121445659558e-08,1.1480134353884128e-05,0.5435554291072645,9.760549210973952e-10,0.0,0.0,2.0721195426176564e-08,1.1456671611398406e-08,4.6077899718000026e-08,1.1690654446283588e-05,0.40094058215618134,9.788769239627015e-10,0.0,0.0,0.09739804938435555,0.09180203899741173,0.0033921743743121624,0.40094058215618134,0.3657720068678563,nan,nan,nan,9.788769239627015e-10,0.006116959964856505,706531
12,2.7869138482341632e-08,1.5381539971539687e-08,6.22005920921478e-08,1.1480134353884128e-05,0.5435554291072645,9.49605294982354e-10,0.0,0.0,2.065332527223518e-08,1.1425020707278577e-08,4.5934671177860764e-08,1.1690654446283588e-05,0.40094058215618134,8.274169682742638e-10,0.0,0.0,0.09711837843060495,0.09150576628744603,0.0033921743743121624,0.40094058215618134,0.35940767995100786,nan,nan,nan,8.274169682742638e-10,0.006399851990863681,706531
13,2.7816575709493918e-08,1.534956498747569e-08,6.206528942249478e-08,1.1480134114543417e-05,0.5435554479297838,1.0790580592799271e-09,0.0,0.0,2.080493421985352e-08,1.1495692620044906e-08,4.625775495981088e-08,1.1690654446283588e-05,0.40094058215618134,1.1538275890288219e-09,0.0,0.0,0.09767718836665154,0.0921013168990612,0.0033921743743121624,0.40094058215618134,0.36068893825168546,nan,nan,nan,1.1538275890288219e-09,0.009236413985490799,706531
14,2.78332895444883e-08,1.5357271477892267e-08,6.209983563633757e-08,1.1480134210279702e-05,0.5435554196960047,1.1210190436746582e-09,0.0,0.0,2.069783544556003e-08,1.1445883796312728e-08,4.602717496027253e-08,1.1690654446283588e-05,0.40094058215618134,9.303338655008986e-10,0.0,0.0,0.09735058322548867,0.09175277091562747,0.0033921743743121624,0.40094058215618134,0.3609980228723087,nan,nan,nan,9.303338655008986e-10,0.008126885979436338,706531
15,2.7874673984223064e-08,1.538729508722195e-08,6.222252056288294e-08,1.148013416241156e-05,0.5435554447926974,8.574886590258308e-10,0.0,0.0,2.0648510012932775e-08,1.1423391343967637e-08,4.5924746672199035e-08,1.1690654446283588e-05,0.40094058215618134,8.03385274972257e-10,0.0,0.0,0.09707189425826074,0.09145418368279934,0.0033921743743121624,0.40094058215618134,0.3513471665008906,nan,nan,nan,8.03385274972257e-10,0.007148571021389216,706531
16,2.7854488960979564e-08,1.5374590723345254e-08,6.217673206708098e-08,1.1480134114543417e-05,0.5435554408713391,8.910409661573071e-10,0.0,0.0,2.0698884828362907e-08,1.1446835923578647e-08,4.603897352239983e-08,1.1690654446283588e-05,0.40094058215618134,8.851026023215525e-10,0.0,0.0,0.09725156500935554,0.09165043495595455,0.0033921743743121624,0.40094058215618134,0.36268645284827283,nan,nan,nan,8.851026023215525e-10,0.006660259037744254,706531
17,2.7861521838184144e-08,1.538332904335436e-08,6.22037495196836e-08,1.1480134210279702e-05,0.5435554353814376,7.488489799017073e-10,0.0,0.0,2.0657402011181603e-08,1.1430984603322258e-08,4.59583198164637e-08,1.1690654446283588e-05,0.40094058215618134,6.950642561509568e-10,0.0,0.0,0.09706828817725183,0.09145279191434383,0.0033921743743121624,0.40094058215618134,0.35203323866504893,nan,nan,nan,6.950642561509568e-10,0.007186422008089721,706531
18,2.7859517920684372e-08,1.5379886837769464e-08,6.21953961549001e-08,1.1480134497488556e-05,0.543555414990375,8.110483191480748e-10,0.0,0.0,2.0718593951585262e-08,1.1456419146682606e-08,4.6081545690412895e-08,1.1690654446283588e-05,0.40094058215618134,9.173167503373492e-10,0.0,0.0,0.09730664566159249,0.09170561023056506,0.0033921743743121624,0.40094058215618134,0.3525117022687596,nan,nan,nan,9.173167503373492e-10,0.0065769460634328425,706531
