epoch,train_loss_total,train_loss_rho,train_loss_spectral,train_loss_energy,train_loss_leakage,train_loss_residual,train_loss_selection_entropy,train_loss_selection_coverage,val_loss_total,val_loss_rho,val_loss_spectral,val_loss_energy,val_loss_leakage,val_loss_residual,val_loss_selection_entropy,val_loss_selection_coverage,val_density_rel_l2,val_lowfreq_spectral_rel_l2,val_lowpass_energy_rel_l2,val_commutator_leakage,val_leakage_error_correlation,val_latent_step_norm,val_selection_entropy,val_selection_coverage_deficit,val_residual_lowfreq_norm,val_residual_gate_mean,val_runtime_seconds,val_parameter_count
0,0.1984379746411976,9.941430827091991e-08,4.4269895370593746e-07,0.7937506029480382,0.0,0.0,0.0,0.0,0.19104095548391342,6.949725062099787e-08,3.0899058600653007e-07,0.7641628980636597,0.0,0.0,0.0,0.0,0.23302490264177322,0.23051262497901917,0.8743370175361633,nan,nan,nan,nan,nan,nan,nan,0.013982784003019333,115238
1,0.1861633234902432,9.929749093149248e-08,4.421810929575019e-07,0.7446520046183938,0.0,0.0,0.0,0.0,0.17934466898441315,6.943164265749147e-08,3.086884419190028e-07,0.7173777520656586,0.0,0.0,0.0,0.0,0.23294501081109048,0.23043186888098716,0.8471182286739349,nan,nan,nan,nan,nan,nan,nan,0.015535379003267735,115238
2,0.17366128767791547,9.937174638707802e-08,4.4251567481679604e-07,0.6946438676432559,0.0,0.0,0.0,0.0,0.16631487756967545,6.950504882752284e-08,3.090178495313012e-07,0.6652585864067078,0.0,0.0,0.0,0.0,0.2330351233482361,0.23052327632904054,0.8157430291175842,nan,nan,nan,nan,nan,nan,nan,0.019472129992209375,115238
3,0.15950378226606468,9.951962528918414e-08,4.431816149151832e-07,0.6380138459958529,0.0,0.0,0.0,0.0,0.15154444426298141,6.959310105969507e-08,3.0942072726247716e-07,0.6061768531799316,0.0,0.0,0.0,0.0,0.23314061984419823,0.23063090890645982,0.7786152362823486,nan,nan,nan,nan,nan,nan,nan,0.019183883967343718,115238
4,0.14161324971600583,9.962913600546879e-08,4.436753239420604e-07,0.5664517095214442,0.0,0.0,0.0,0.0,0.13156771659851074,6.965323606777929e-08,3.096929290791195e-07,0.526269942522049,0.0,0.0,0.0,0.0,0.23322042152285577,0.23071144595742227,0.7253331542015076,nan,nan,nan,nan,nan,nan,nan,0.010437845019623637,115238
5,0.11596519852939405,9.972049272882462e-08,4.44083924907988e-07,0.4638595079120837,0.0,0.0,0.0,0.0,0.10321841016411781,6.965635890310296e-08,3.097106713312314e-07,0.4128727465867996,0.0,0.0,0.0,0.0,0.23328081741929055,0.2307737447321415,0.6419576704502106,nan,nan,nan,nan,nan,nan,nan,0.010922128043603152,115238
6,0.08042140069760774,9.977797769298185e-08,4.443386058626761e-07,0.32168431031076533,0.0,0.0,0.0,0.0,0.06423249840736389,6.968497068271517e-08,3.0984032406422557e-07,0.25692909955978394,0.0,0.0,0.0,0.0,0.23332999125123025,0.23082241863012312,0.5036721378564835,nan,nan,nan,nan,nan,nan,nan,0.012390275951474905,115238
7,0.03651349873919236,9.975693683971162e-08,4.442407050407239e-07,0.14605270561419034,0.0,0.0,0.0,0.0,0.02170949289575219,6.967571408722506e-08,3.097961567277707e-07,0.08683707378804684,0.0,0.0,0.0,0.0,0.23331663608551023,0.23080841079354286,0.278174988925457,nan,nan,nan,nan,nan,nan,nan,0.01363021502038464,115238
8,0.017584123697720076,9.974141634254345e-08,4.441788564092444e-07,0.07033520642864077,0.0,0.0,0.0,0.0,0.006993066519498825,6.967165688820387e-08,3.0977404463783387e-07,0.02797136828303337,0.0,0.0,0.0,0.0,0.23331815153360366,0.23080963417887687,0.14680353552103043,nan,nan,nan,nan,nan,nan,nan,0.012390799005515873,115238
9,0.014930354578322485,9.981333673031738e-08,4.445075280488565e-07,0.05972013053925414,0.0,0.0,0.0,0.0,0.009471726138144732,6.977845146138861e-08,3.1026007718537585e-07,0.03788600582629442,0.0,0.0,0.0,0.0,0.2334158018231392,0.23090831264853479,0.1838526800274849,nan,nan,nan,nan,nan,nan,nan,0.018880975025240332,115238
10,0.011412431240866059,9.99703700406491e-08,4.452266474094071e-07,0.0456484348366135,0.0,0.0,0.0,0.0,0.010593504877761006,6.983544409422393e-08,3.1051622073619e-07,0.04237311985343695,0.0,0.0,0.0,0.0,0.23347462341189384,0.2309670954942703,0.1925663948059082,nan,nan,nan,nan,nan,nan,nan,0.016745182976592332,115238
11,0.010581326229791892,1.0006174882822674e-07,4.4563543760408434e-07,0.042324013027705644,0.0,0.0,0.0,0.0,0.007965588825754821,6.982721956205751e-08,3.1047728299427035e-07,0.03186145564541221,0.0,0.0,0.0,0.0,0.2334762543439865,0.23096866011619568,0.16755864024162292,nan,nan,nan,nan,nan,nan,nan,0.014852628053631634,115238
12,0.00920133998519496,9.993177522909192e-08,4.450527357173422e-07,0.03680407020606493,0.0,0.0,0.0,0.0,0.007003002683632076,6.956120834900048e-08,3.092785618719063e-07,0.028011114802211523,0.0,0.0,0.0,0.0,0.23321582302451133,0.23070914968848227,0.1567806787788868,nan,nan,nan,nan,nan,nan,nan,0.013219073007348925,115238
