method,201,301,401,501,601,701,801,901,1001
NE24,2.661726,5.408184,8.6931,11.908306,14.3983,14.58668,18.646642,17.117241,17.949284
QA-Google,2.078544,4.831252,8.361978,12.423273,14.740076,14.835413,18.478954,16.845169,18.923446
QE-IBM,2.022499,4.175666,8.716737,11.215394,14.500963,13.913435,19.488703,17.90446,20.048135
Agent1,2.149773,1.756097,1.774534,1.74919,2.139944,3.179107,1.753347,1.763522,1.761851
