seed,split,loss_total,loss_rho,loss_spectral,loss_energy,loss_leakage,loss_residual,loss_selection_entropy,loss_selection_coverage,density_rel_l2,lowfreq_spectral_rel_l2,lowpass_energy_rel_l2,commutator_leakage,leakage_error_correlation,latent_step_norm,selection_entropy,selection_coverage_deficit,residual_lowfreq_norm,residual_gate_mean,runtime_seconds,parameter_count,method,config_path,output_dir,split_column
20260505,test,1.0375394765560486e-07,5.477050279978357e-08,2.391766358300629e-07,0.00025236500368919224,0.707580178976059,2.2962530543679804e-08,0.0,0.0,0.20832522511482238,0.20471463724970818,0.015847203321754932,0.707580178976059,0.5607705518341031,nan,nan,nan,2.2962530543679804e-08,1.0,0.5640293429605663,706531,shadowfluid_residual,code/configs/shadowfluid_residual_densityfirst_k3_exp32.yaml,/home/adurey/QuantumComputing/NIPS/2026_ShadowFluid/code/results/bench_exp32/shadowfluid_residual_densityfirst_k3_testprobe_multiseed/seed_20260505,
20260505,split_ood_alpha,1.1788492100329291e-07,6.223272057950728e-08,2.723161502892639e-07,0.0002454500213251308,0.8189286318692294,2.3779364847579625e-08,0.0,0.0,0.2204519911245866,0.21680831529877403,0.01562104272571477,0.8189286318692294,nan,nan,nan,nan,2.3779364847579625e-08,1.0,2.7154232290340587,706531,shadowfluid_residual,code/configs/shadowfluid_residual_densityfirst_k3_exp32.yaml,/home/adurey/QuantumComputing/NIPS/2026_ShadowFluid/code/results/bench_exp32/shadowfluid_residual_densityfirst_k3_testprobe_multiseed/seed_20260505,split_ood_alpha
20260505,split_ood_structure,1.4416062181036674e-07,7.620839011697929e-08,3.3340266725190304e-07,0.00024442380769566324,0.967477411031723,2.5433959827125818e-08,0.0,0.0,0.2446535222232342,0.24061595052480697,0.01558886282145977,0.967477411031723,-0.22921830487897318,nan,nan,nan,2.5433959827125818e-08,1.0,1.8394634429714642,706531,shadowfluid_residual,code/configs/shadowfluid_residual_densityfirst_k3_exp32.yaml,/home/adurey/QuantumComputing/NIPS/2026_ShadowFluid/code/results/bench_exp32/shadowfluid_residual_densityfirst_k3_testprobe_multiseed/seed_20260505,split_ood_structure
