method,201,301,401,501,601,701,801,901,1001
NE24,2.71328,4.654357,9.447317,11.368046,12.623142,16.287376,17.228632,16.695733,19.054757
QA-Google,2.50795,3.886757,9.759581,10.563777,12.808566,16.206286,18.279576,18.531476,19.249237
QE-IBM,2.602365,3.268823,8.81092,10.586302,12.354364,16.378554,17.662696,18.491636,19.838
Agent1,2.217706,1.749055,1.763642,1.758938,2.38987,2.538183,1.777103,1.758665,1.785847
