baseline,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
F5_50MHz_201__P2_r1_-150_-100_s1,13.389780,9.410326,9.900301,10.284266,9.606061,9.740713,9.119198,9.800873,9.374331,9.096635,8.955456
F5_50MHz_201__P2_r1_-150_-100_s2,14.048729,9.105992,9.633731,9.065176,9.920443,8.989749,9.819909,8.489267,9.138356,8.607774,8.805095
F5_50MHz_201__P2_r2_-150_-110_s1,13.389780,10.823137,9.646415,10.576721,10.305343,10.820495,10.842085,10.510437,9.846445,9.810751,9.814498
F5_50MHz_201__P2_r2_-150_-110_s2,14.048729,10.449085,9.911915,10.794699,11.043945,9.942358,10.182579,11.111799,10.252764,9.618978,10.479460
F5_50MHz_201__P2_r3_-140_-110_s1,12.558214,8.602192,8.623954,7.854644,8.040550,8.381081,8.790460,7.906249,7.904684,8.248419,7.021171
F5_50MHz_201__P2_r3_-140_-110_s2,13.220472,8.333423,8.365412,8.198417,8.215447,8.083942,8.100532,7.766819,7.921523,7.864813,7.500354
F5_50MHz_401__P2_r1_-150_-100_s1,13.444985,9.593594,9.851261,9.064281,9.353309,8.512800,8.411330,7.793942,8.671559,7.730368,7.334779
F5_50MHz_401__P2_r1_-150_-100_s2,14.060102,9.414442,10.430749,9.121038,8.641337,8.530336,8.380572,8.352863,7.939211,7.202286,7.478665
F5_50MHz_401__P2_r2_-150_-110_s1,13.444985,10.155219,10.891480,10.089683,10.142481,9.454117,10.201668,8.826281,8.700579,9.623203,9.390527
F5_50MHz_401__P2_r2_-150_-110_s2,14.060102,9.925857,9.798015,10.025490,9.895478,9.731031,9.767625,8.620367,9.618684,9.925328,9.219882
F5_50MHz_401__P2_r3_-140_-110_s1,12.533911,7.897940,8.432927,8.370625,8.011235,7.888697,8.004837,7.454211,7.146537,6.914194,7.425856
F5_50MHz_401__P2_r3_-140_-110_s2,13.181152,8.515703,7.818486,7.522655,7.824418,7.438969,7.269809,7.796002,7.261610,6.847960,7.518817
F5_60MHz_201__P2_r1_-150_-100_s1,13.334019,9.402257,9.528785,10.689677,9.839383,9.777852,9.891937,9.357929,8.861390,8.823652,7.895116
F5_60MHz_201__P2_r1_-150_-100_s2,14.029889,10.407381,9.999578,9.244403,10.011246,9.856517,9.529374,9.397080,8.663419,9.274026,8.891596
F5_60MHz_201__P2_r2_-150_-110_s1,13.334019,10.139148,10.604769,10.400824,10.772829,10.407605,10.796917,10.174218,9.784857,9.626066,10.606924
F5_60MHz_201__P2_r2_-150_-110_s2,14.029889,10.123846,10.791473,10.634389,10.711507,10.470912,10.792573,10.207611,9.988759,9.978014,9.824302
F5_60MHz_201__P2_r3_-140_-110_s1,12.463134,8.129986,8.659698,7.415421,8.291563,7.986812,8.798765,8.385147,7.778095,7.710114,7.198123
F5_60MHz_201__P2_r3_-140_-110_s2,13.090960,8.296658,7.610773,8.034411,8.130652,8.266269,8.802682,8.392368,8.381795,8.068166,7.474378
F5_60MHz_401__P2_r1_-150_-100_s1,13.382465,9.489173,9.852989,9.565194,8.867637,9.211193,8.716428,7.835424,7.478918,7.235785,7.704469
F5_60MHz_401__P2_r1_-150_-100_s2,14.008060,9.124238,9.596322,9.442995,8.880049,8.806728,8.416817,8.341759,7.996954,7.575233,7.964238
F5_60MHz_401__P2_r2_-150_-110_s1,13.382465,9.039794,10.180958,10.799326,9.769476,10.732785,10.207737,9.100645,9.235821,9.556197,9.881399
F5_60MHz_401__P2_r2_-150_-110_s2,14.008060,10.431316,10.743369,10.604526,10.022336,9.998504,9.408865,9.240703,9.352741,9.872085,9.453597
F5_60MHz_401__P2_r3_-140_-110_s1,12.471392,8.441183,8.060897,8.168796,8.016722,7.748820,7.959014,7.472814,6.764923,7.347384,6.642231
F5_60MHz_401__P2_r3_-140_-110_s2,13.129110,8.371025,8.177113,8.192076,8.092674,8.062439,8.189754,7.944800,6.870946,7.286609,7.196730
F5_70MHz_201__P2_r1_-150_-100_s1,13.369918,8.874792,10.097941,10.114529,9.776962,9.665780,9.965766,9.741842,9.204328,9.612800,9.084812
F5_70MHz_201__P2_r1_-150_-100_s2,14.029889,9.635389,9.415810,9.890053,9.806512,9.510778,8.981003,9.452615,8.865517,8.831458,9.432113
F5_70MHz_201__P2_r2_-150_-110_s1,13.369918,9.872222,10.407897,10.505244,10.196723,10.355622,9.931127,10.638513,10.115042,10.976598,10.538205
F5_70MHz_201__P2_r2_-150_-110_s2,14.029889,9.882309,10.563198,10.366723,10.814306,10.634959,10.760038,10.116741,10.358534,10.133612,10.399823
F5_70MHz_201__P2_r3_-140_-110_s1,12.463405,8.243041,7.859314,8.179011,8.040160,8.436640,8.167585,7.549971,7.453009,8.536644,7.674138
F5_70MHz_201__P2_r3_-140_-110_s2,13.142729,7.564647,7.696438,7.982936,7.912800,8.172862,8.389377,7.814683,8.371210,7.615492,7.906666
F5_70MHz_401__P2_r1_-150_-100_s1,13.382465,9.373267,9.832293,9.653833,9.658641,10.275392,8.725591,8.743780,7.510583,7.919145,7.565402
F5_70MHz_401__P2_r1_-150_-100_s2,14.031466,9.112339,9.159457,9.619185,9.088084,9.577526,8.556393,8.356609,7.924733,8.877335,7.859692
F5_70MHz_401__P2_r2_-150_-110_s1,13.382465,10.301757,10.331539,10.496085,10.106432,9.811030,9.198523,9.777026,9.491058,10.191049,9.437983
F5_70MHz_401__P2_r2_-150_-110_s2,14.031466,10.380000,10.740661,10.860528,10.774101,9.959161,10.230406,10.266436,10.212766,9.656028,9.426815
F5_70MHz_401__P2_r3_-140_-110_s1,12.471392,8.261692,8.233281,8.195664,7.665951,7.759121,7.467691,7.099516,7.032399,7.633448,7.266435
F5_70MHz_401__P2_r3_-140_-110_s2,13.163889,8.217454,8.422087,8.052315,7.833277,8.587383,7.033634,8.306969,7.185584,6.449004,6.763734
A1__A2_agent,16.129319,11.669190,10.158026,11.317974,10.631313,11.652479,11.330967,11.978082,11.176665,11.087717,11.688993
