baseline,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
F5_50MHz_201__P2_r1_-150_-100_s1,0.000000,0.045709,0.034196,0.040453,0.036797,0.038154,0.042322,0.041525,0.046345,0.045673,0.051155
F5_50MHz_201__P2_r1_-150_-100_s2,0.000000,0.049645,0.051399,0.049430,0.040771,0.041172,0.039783,0.051523,0.049433,0.056278,0.052456
F5_50MHz_201__P2_r2_-150_-110_s1,0.000000,0.026023,0.029338,0.021961,0.021789,0.019493,0.020150,0.024074,0.024118,0.025920,0.030709
F5_50MHz_201__P2_r2_-150_-110_s2,0.000000,0.033575,0.026757,0.023093,0.021338,0.025763,0.023137,0.020835,0.026894,0.031005,0.026034
F5_50MHz_201__P2_r3_-140_-110_s1,0.000000,0.033998,0.033993,0.031525,0.030760,0.029490,0.021376,0.033882,0.035752,0.033315,0.037209
F5_50MHz_201__P2_r3_-140_-110_s2,0.000000,0.033792,0.033920,0.033493,0.033513,0.032559,0.029250,0.033304,0.034453,0.036134,0.036881
F5_50MHz_401__P2_r1_-150_-100_s1,0.000000,0.039516,0.038508,0.050080,0.046840,0.057704,0.053240,0.054693,0.051330,0.067979,0.071458
F5_50MHz_401__P2_r1_-150_-100_s2,0.000000,0.049021,0.039930,0.047204,0.048394,0.048428,0.062364,0.062779,0.060938,0.066779,0.063825
F5_50MHz_401__P2_r2_-150_-110_s1,0.000000,0.023556,0.023650,0.024461,0.025273,0.029601,0.026400,0.035938,0.037917,0.030961,0.032337
F5_50MHz_401__P2_r2_-150_-110_s2,0.000000,0.037212,0.029918,0.026160,0.028516,0.033750,0.029018,0.039023,0.034884,0.029453,0.034119
F5_50MHz_401__P2_r3_-140_-110_s1,0.000000,0.032922,0.030913,0.028907,0.030817,0.036371,0.037142,0.039423,0.046593,0.043242,0.039188
F5_50MHz_401__P2_r3_-140_-110_s2,0.000000,0.039400,0.033338,0.038670,0.040703,0.039196,0.040109,0.045500,0.040794,0.047284,0.043645
F5_60MHz_201__P2_r1_-150_-100_s1,0.000000,0.042237,0.039103,0.032940,0.034170,0.036141,0.037609,0.043923,0.043931,0.043544,0.053969
F5_60MHz_201__P2_r1_-150_-100_s2,0.000000,0.039438,0.038518,0.036922,0.033039,0.030121,0.041214,0.045410,0.047257,0.047953,0.053654
F5_60MHz_201__P2_r2_-150_-110_s1,0.000000,0.025292,0.028815,0.023268,0.017757,0.025219,0.019922,0.019627,0.023288,0.028824,0.022270
F5_60MHz_201__P2_r2_-150_-110_s2,0.000000,0.030466,0.025154,0.028987,0.021944,0.023157,0.020632,0.022294,0.025578,0.023658,0.026802
F5_60MHz_201__P2_r3_-140_-110_s1,0.000000,0.031458,0.029351,0.032072,0.029294,0.031621,0.030337,0.029706,0.031456,0.031176,0.034324
F5_60MHz_201__P2_r3_-140_-110_s2,0.000000,0.031580,0.038257,0.029971,0.031361,0.034322,0.028056,0.032946,0.026188,0.032144,0.034217
F5_60MHz_401__P2_r1_-150_-100_s1,0.000000,0.040206,0.042678,0.040575,0.038408,0.040792,0.053987,0.055623,0.059239,0.071467,0.061714
F5_60MHz_401__P2_r1_-150_-100_s2,0.000000,0.043288,0.041681,0.042925,0.053162,0.051188,0.053163,0.055087,0.060451,0.062562,0.061418
F5_60MHz_401__P2_r2_-150_-110_s1,0.000000,0.033660,0.025111,0.022132,0.026469,0.022899,0.025789,0.029526,0.032776,0.027299,0.030332
F5_60MHz_401__P2_r2_-150_-110_s2,0.000000,0.028193,0.026069,0.024198,0.022930,0.027825,0.030307,0.034846,0.034074,0.028549,0.032928
F5_60MHz_401__P2_r3_-140_-110_s1,0.000000,0.032172,0.030809,0.033824,0.031629,0.032015,0.033484,0.038676,0.036078,0.042930,0.042077
F5_60MHz_401__P2_r3_-140_-110_s2,0.000000,0.036098,0.037998,0.036240,0.034621,0.040100,0.035670,0.039866,0.040765,0.039972,0.043010
F5_70MHz_201__P2_r1_-150_-100_s1,0.000000,0.047448,0.038636,0.038116,0.038502,0.036851,0.037574,0.039405,0.041590,0.040626,0.044729
F5_70MHz_201__P2_r1_-150_-100_s2,0.000000,0.045518,0.039672,0.038665,0.036644,0.040930,0.047212,0.043786,0.045240,0.047614,0.041515
F5_70MHz_201__P2_r2_-150_-110_s1,0.000000,0.031678,0.024690,0.023776,0.023469,0.022456,0.021173,0.019766,0.020294,0.022342,0.019266
F5_70MHz_201__P2_r2_-150_-110_s2,0.000000,0.031147,0.027618,0.023185,0.021181,0.022328,0.018812,0.020363,0.027789,0.025721,0.023139
