epoch,train_loss_total,train_loss_rho,train_loss_spectral,train_loss_energy,train_loss_leakage,train_loss_selection_entropy,train_loss_selection_coverage,val_loss_total,val_loss_rho,val_loss_spectral,val_loss_energy,val_loss_leakage,val_loss_selection_entropy,val_loss_selection_coverage,val_density_rel_l2,val_lowfreq_spectral_rel_l2,val_lowpass_energy_rel_l2,val_commutator_leakage,val_leakage_error_correlation,val_latent_step_norm,val_selection_entropy,val_selection_coverage_deficit,val_runtime_seconds,val_parameter_count
0,0.08628731338601363,1.0315845525167931e-07,4.4323887418852935e-07,0.6877707337078295,0.4377467161730716,1.9865761556123431,1.6561152935028076,0.06157835014164448,7.125870205015872e-08,3.0755840896290465e-07,0.48541346192359924,0.32591870427131653,1.81324964761734,1.1787380874156952,0.23706327006220818,0.2303149677813053,0.6926789581775665,0.32591870427131653,0.8178820886096663,0.006203921977430582,1.81324964761734,1.1787380874156952,0.9833691769745201,660377
1,0.042729374805563373,1.0236460998145815e-07,4.429749127977725e-07,0.25565281431925924,0.4290931491475356,1.9533210114428872,1.7478416154259129,0.025867721065878868,7.088826770029755e-08,3.076628729559161e-07,0.13077493757009506,0.31974928081035614,1.76957768201828,1.2986980378627777,0.23629702031612396,0.23029762431979178,0.3408350944519043,0.31974928081035614,0.8029317630572934,0.008647638838738203,1.76957768201828,1.2986980378627777,0.011542704014573246,660377
2,0.024001536204626684,1.0171049780183239e-07,4.427689466530482e-07,0.07080431047238801,0.4230184460941114,1.8513044181622957,2.0297559060548482,0.01467522350139916,7.059550632959599e-08,3.077796932871024e-07,0.020481946878135204,0.31566935777664185,1.7099111080169678,1.4600544273853302,0.2356796495616436,0.2302967704832554,0.1018720306456089,0.31566935777664185,0.7891423799453874,0.01195619162172079,1.7099111080169678,1.4600544273853302,0.008025054004974663,660377
3,0.022890433571056315,1.0122700937125429e-07,4.4267561873455537e-07,0.06084043238508074,0.42015060311869573,1.8075405108301263,2.1386210416492664,0.014235483948141336,7.033601789885324e-08,3.078499659636691e-07,0.015843119006603956,0.31627292186021805,1.6945149898529053,1.4984717667102814,0.23512095659971238,0.2302880421280861,0.11210453137755394,0.31627292186021805,0.7816976438355869,0.011127724312245846,1.6945149898529053,1.4984717667102814,0.5662486890214495,660377
4,0.02001989554417761,1.0079450051211768e-07,4.4250019844807146e-07,0.031201689209985107,0.42248401986925227,1.773833299938001,2.208326063658062,0.015050031244754791,7.013442981929074e-08,3.0792196525908366e-07,0.023972337134182453,0.31631357222795486,1.6648350954055786,1.5595587491989136,0.23467877507209778,0.23028597608208656,0.14889424294233322,0.31631357222795486,0.7755606413613528,0.012019038666039705,1.6648350954055786,1.5595587491989136,0.012156387965660542,660377
5,0.018424367630168012,1.0047393167748229e-07,4.4241617489971856e-07,0.016254572148777936,0.41996362491657857,1.7307990663929989,2.268009562241404,0.013462029863148928,6.99845159601864e-08,3.0800249106732736e-07,0.009136905428022146,0.3137021064758301,1.620523750782013,1.6357768774032593,0.23434474989771842,0.2302932687103748,0.08356346562504768,0.3137021064758301,0.7662685934643052,0.015686034224927425,1.620523750782013,1.6357768774032593,0.029627150972373784,660377
6,0.01745760587877349,1.002262308702484e-07,4.423790172543369e-07,0.008310167045381508,0.41565560196575363,1.6503191998130398,2.3665544045598885,0.013010134687647223,6.986752332238666e-08,3.08081922639758e-07,0.005067116930149496,0.3125792220234871,1.5446447134017944,1.7340295314788818,0.23407859355211258,0.23030476048588755,0.052495259791612625,0.3125792220234871,0.7580177758501603,0.0192037345841527,1.5446447134017944,1.7340295314788818,0.13681091798935086,660377
7,0.01696907993602125,1.0003556981605232e-07,4.423435305062939e-07,0.0045820235299240605,0.4127628191521293,1.53367196886163,2.432789677067807,0.012962112203240395,6.977125366347536e-08,3.081415798078524e-07,0.005508835311047733,0.3102743625640869,1.4599767923355103,1.7559379041194916,0.2338573969900608,0.2303129553794861,0.055769218131899834,0.3102743625640869,0.7476270491857135,0.020194390788674355,1.4599767923355103,1.7559379041194916,0.0782003240310587,660377
8,0.01659507755386202,9.988986293089845e-08,4.4234439961225066e-07,0.002622982719913125,0.40831035846158076,1.3803347411908602,2.4513312201750908,0.012674233643338084,6.969659871458589e-08,3.081956734263258e-07,0.004088748624781147,0.3066276088356972,1.3458791375160217,1.7632203698158264,0.2336827263236046,0.23032185360789298,0.05018296279013157,0.3066276088356972,0.7321349666212713,0.02212194073945284,1.3458791375160217,1.7632203698158264,0.017174320004414767,660377
9,0.016314907146519737,9.977355867812022e-08,4.4234460753949335e-07,0.0019384459653673204,0.40301745032009323,1.2051890649293597,2.425496358620493,0.012415934121236205,6.963619547661892e-08,3.082385617858563e-07,0.003395791311049834,0.30190251022577286,1.2436060309410095,1.6974681317806244,0.23353999182581903,0.2303291566669941,0.04536895826458931,0.30190251022577286,0.7127951415305795,0.022235339507460594,1.2436060309410095,1.6974681317806244,0.009611887042410672,660377
10,0.0160663532779405,9.967897983044263e-08,4.4233212891317395e-07,0.0014611109386590358,0.3979969354052293,1.0908385985775997,2.2875673645421077,0.012146539287641644,6.958828180358978e-08,3.082761139694412e-07,0.002711701992666349,0.2968778759241104,1.1823599934577942,1.5553726553916931,0.23342540860176086,0.23033676519989968,0.038852544501423836,0.2968778759241104,0.69489832726572,0.021073296666145325,1.1823599934577942,1.5553726553916931,0.04014614096377045,660377
