experiment_name,code_family,control_mode,basis,cycle_dir,cycles,workload_id,baseline_decoder_pathway,intervened_decoder_pathway,num_pairs,valid_pairs,invalid_pairs,baseline_failure_count,intervened_failure_count,rescued_failure_count,induced_failure_count,unchanged_failure_count,unchanged_success_count,net_rescue_count,baseline_lfr,intervened_lfr,paired_delta_lfr,net_rescue_rate,rescue_rate_among_baseline_failures,induction_rate_among_baseline_successes,pairing_violation_rate,source_data_dir
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,X,r010,10,surface_code_reinforcement_learning_X_r010,correlated_matching_decoder_with_si1000_prior,tesseract_decoder_with_si1000_prior,200,200,0,5,1,4,0,1,195,4,0.025000,0.005000,-0.020000,0.020000,0.800000,0.000000,0.000000,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/X/r010
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,X,r020,20,surface_code_reinforcement_learning_X_r020,correlated_matching_decoder_with_si1000_prior,tesseract_decoder_with_si1000_prior,200,200,0,12,6,8,2,4,186,6,0.060000,0.030000,-0.030000,0.030000,0.666667,0.010638,0.000000,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/X/r020
