analysis_scope,unit_id,intervention,num_pairs,rescued_failure_count,induced_failure_count,discordant_pair_count,paired_delta_lfr,net_rescue_rate,effect_direction,mcnemar_exact_p,holm_adjusted_p,significant_after_holm_0_05,interpretation,source_artifact
external_qec3v5_decoder_pathway,qec3v5_surface_code_X_d5_r11_center_5_5,pymatching->correlated_matching,10000,1225,810,2035,-0.041500,0.041500,rescues_more_than_induces,3.28809e-20,1.78872e-17,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_X_d5_r13_center_5_5,pymatching->correlated_matching,10000,1364,1025,2389,-0.033900,0.033900,rescues_more_than_induces,4.30959e-12,1.96517e-09,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_X_d5_r15_center_5_5,pymatching->correlated_matching,10000,1465,1146,2611,-0.031900,0.031900,rescues_more_than_induces,4.63832e-10,1.89707e-07,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_X_d5_r17_center_5_5,pymatching->correlated_matching,10000,1617,1257,2874,-0.036000,0.036000,rescues_more_than_induces,2.01254e-11,8.83505e-09,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_X_d5_r19_center_5_5,pymatching->correlated_matching,10000,1722,1428,3150,-0.029400,0.029400,rescues_more_than_induces,1.74966e-07,6.10631e-05,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_X_d5_r1_center_5_5,pymatching->correlated_matching,10000,1,0,1,-0.000100,0.000100,rescues_more_than_induces,1,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_X_d5_r21_center_5_5,pymatching->correlated_matching,10000,1824,1479,3303,-0.034500,0.034500,rescues_more_than_induces,2.08771e-09,8.18382e-07,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_X_d5_r23_center_5_5,pymatching->correlated_matching,10000,1894,1590,3484,-0.030400,0.030400,rescues_more_than_induces,2.79898e-07,9.6005e-05,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_X_d5_r25_center_5_5,pymatching->correlated_matching,10000,2002,1676,3678,-0.032600,0.032600,rescues_more_than_induces,8.21699e-08,2.93347e-05,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_X_d5_r3_center_5_5,pymatching->correlated_matching,10000,278,177,455,-0.010100,0.010100,rescues_more_than_induces,2.52121e-06,0.000784096,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_X_d5_r5_center_5_5,pymatching->correlated_matching,10000,559,360,919,-0.019900,0.019900,rescues_more_than_induces,5.50803e-11,2.35193e-08,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_X_d5_r7_center_5_5,pymatching->correlated_matching,10000,798,538,1336,-0.026000,0.026000,rescues_more_than_induces,1.17758e-12,5.4993e-10,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_X_d5_r9_center_5_5,pymatching->correlated_matching,10000,1034,671,1705,-0.036300,0.036300,rescues_more_than_induces,1.36876e-18,7.32287e-16,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_Z_d5_r11_center_5_5,pymatching->correlated_matching,10000,1138,833,1971,-0.030500,0.030500,rescues_more_than_induces,6.84413e-12,3.09355e-09,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_Z_d5_r13_center_5_5,pymatching->correlated_matching,10000,1391,964,2355,-0.042700,0.042700,rescues_more_than_induces,1.34059e-18,7.18556e-16,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_Z_d5_r15_center_5_5,pymatching->correlated_matching,10000,1548,1129,2677,-0.041900,0.041900,rescues_more_than_induces,5.71684e-16,2.93274e-13,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_Z_d5_r17_center_5_5,pymatching->correlated_matching,10000,1605,1272,2877,-0.033300,0.033300,rescues_more_than_induces,5.77687e-10,2.35119e-07,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_Z_d5_r19_center_5_5,pymatching->correlated_matching,10000,1674,1339,3013,-0.033500,0.033500,rescues_more_than_induces,1.12279e-09,4.45748e-07,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_Z_d5_r1_center_5_5,pymatching->correlated_matching,10000,0,0,0,0.000000,0.000000,no_net_transition,1,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_Z_d5_r21_center_5_5,pymatching->correlated_matching,10000,1761,1447,3208,-0.031400,0.031400,rescues_more_than_induces,3.19388e-08,1.17854e-05,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_Z_d5_r23_center_5_5,pymatching->correlated_matching,10000,1867,1557,3424,-0.031000,0.031000,rescues_more_than_induces,1.26278e-07,4.44499e-05,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_Z_d5_r25_center_5_5,pymatching->correlated_matching,10000,1905,1677,3582,-0.022800,0.022800,rescues_more_than_induces,0.000148234,0.0357244,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_Z_d5_r3_center_5_5,pymatching->correlated_matching,10000,222,179,401,-0.004300,0.004300,rescues_more_than_induces,0.0358287,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_Z_d5_r5_center_5_5,pymatching->correlated_matching,10000,510,343,853,-0.016700,0.016700,rescues_more_than_induces,1.18858e-08,4.45718e-06,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_Z_d5_r7_center_5_5,pymatching->correlated_matching,10000,761,496,1257,-0.026500,0.026500,rescues_more_than_induces,7.80647e-14,3.78614e-11,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
external_qec3v5_decoder_pathway,qec3v5_surface_code_Z_d5_r9_center_5_5,pymatching->correlated_matching,10000,995,651,1646,-0.034400,0.034400,rescues_more_than_induces,2.1576e-17,1.13274e-14,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_qec3v5_external_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_X_r006,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,257,184,441,-0.007300,0.007300,rescues_more_than_induces,0.000591228,0.129479,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_X_r010,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,396,307,703,-0.008900,0.008900,rescues_more_than_induces,0.000890723,0.187943,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_X_r014,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,569,409,978,-0.016000,0.016000,rescues_more_than_induces,3.48504e-07,0.000118491,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_X_r018,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,700,480,1180,-0.022000,0.022000,rescues_more_than_induces,1.62225e-10,6.76478e-08,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_X_r022,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,862,651,1513,-0.021100,0.021100,rescues_more_than_induces,6.39959e-08,2.30828e-05,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_X_r026,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,945,700,1645,-0.024500,0.024500,rescues_more_than_induces,1.6724e-09,6.57253e-07,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_X_r030,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,979,805,1784,-0.017400,0.017400,rescues_more_than_induces,4.15078e-05,0.0109581,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_X_r034,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,1121,860,1981,-0.026100,0.026100,rescues_more_than_induces,4.9222e-09,1.86059e-06,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_X_r038,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,1239,1011,2250,-0.022800,0.022800,rescues_more_than_induces,1.67217e-06,0.000533422,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_X_r042,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,1314,1065,2379,-0.024900,0.024900,rescues_more_than_induces,3.59925e-07,0.000122015,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_X_r046,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,1422,1159,2581,-0.026300,0.026300,rescues_more_than_induces,2.45112e-07,8.50539e-05,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_X_r050,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,1551,1289,2840,-0.026200,0.026200,rescues_more_than_induces,9.54029e-07,0.000309105,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_Z_r006,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,272,189,461,-0.008300,0.008300,rescues_more_than_induces,0.00012887,0.0314443,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_Z_r010,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,354,259,613,-0.009500,0.009500,rescues_more_than_induces,0.000142604,0.0345102,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_Z_r014,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,525,416,941,-0.010900,0.010900,rescues_more_than_induces,0.000424653,0.0955469,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_Z_r018,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,616,460,1076,-0.015600,0.015600,rescues_more_than_induces,2.21092e-06,0.000694229,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_Z_r022,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,808,585,1393,-0.022300,0.022300,rescues_more_than_induces,2.51567e-09,9.7608e-07,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_Z_r026,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,922,639,1561,-0.028300,0.028300,rescues_more_than_induces,8.25921e-13,3.88183e-10,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_Z_r030,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,920,726,1646,-0.019400,0.019400,rescues_more_than_induces,1.91364e-06,0.000602797,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_Z_r034,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,1088,826,1914,-0.026200,0.026200,rescues_more_than_induces,2.30292e-09,8.95836e-07,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_Z_r038,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,1152,1002,2154,-0.015000,0.015000,rescues_more_than_induces,0.00132003,0.258726,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_Z_r042,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,1177,1093,2270,-0.008400,0.008400,rescues_more_than_induces,0.0814737,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_Z_r046,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,1324,1132,2456,-0.019200,0.019200,rescues_more_than_induces,0.000115313,0.0285976,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_Z_r050,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,1499,1265,2764,-0.023400,0.023400,rescues_more_than_induces,9.23436e-06,0.00267796,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r006,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,213,123,336,-0.009000,0.009000,rescues_more_than_induces,1.04353e-06,0.00033706,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r010,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,344,241,585,-0.010300,0.010300,rescues_more_than_induces,2.36432e-05,0.0064936,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r014,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,360,304,664,-0.005600,0.005600,rescues_more_than_induces,0.0327309,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r018,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,550,343,893,-0.020700,0.020700,rescues_more_than_induces,4.3893e-12,1.99713e-09,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r022,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,589,393,982,-0.019600,0.019600,rescues_more_than_induces,4.29507e-10,1.76098e-07,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r026,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,654,427,1081,-0.022700,0.022700,rescues_more_than_induces,5.24875e-12,2.38293e-09,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r030,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,731,564,1295,-0.016700,0.016700,rescues_more_than_induces,3.85693e-06,0.00118022,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r034,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,752,601,1353,-0.015100,0.015100,rescues_more_than_induces,4.46695e-05,0.0117034,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r038,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,950,648,1598,-0.030200,0.030200,rescues_more_than_induces,4.29079e-14,2.09391e-11,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r042,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,870,729,1599,-0.014100,0.014100,rescues_more_than_induces,0.000459783,0.102991,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r046,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,1044,826,1870,-0.021800,0.021800,rescues_more_than_induces,5.07304e-07,0.000166903,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r050,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,1042,809,1851,-0.023300,0.023300,rescues_more_than_induces,6.69056e-08,2.40191e-05,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r006,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,164,129,293,-0.003500,0.003500,rescues_more_than_induces,0.0468149,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r010,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,268,170,438,-0.009800,0.009800,rescues_more_than_induces,3.26778e-06,0.00100648,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r014,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,330,250,580,-0.008000,0.008000,rescues_more_than_induces,0.00102009,0.209118,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r018,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,419,344,763,-0.007500,0.007500,rescues_more_than_induces,0.00734479,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r022,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,532,367,899,-0.016500,0.016500,rescues_more_than_induces,4.1453e-08,1.51718e-05,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r026,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,526,434,960,-0.009200,0.009200,rescues_more_than_induces,0.00329313,0.573005,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r030,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,703,426,1129,-0.027700,0.027700,rescues_more_than_induces,1.51475e-16,7.84641e-14,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r034,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,716,518,1234,-0.019800,0.019800,rescues_more_than_induces,1.91347e-08,7.11811e-06,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r038,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,769,623,1392,-0.014600,0.014600,rescues_more_than_induces,0.000100367,0.0250917,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r042,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,874,707,1581,-0.016700,0.016700,rescues_more_than_induces,2.93448e-05,0.00795244,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r046,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,917,754,1671,-0.016300,0.016300,rescues_more_than_induces,7.31069e-05,0.0185692,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r050,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,959,747,1706,-0.021200,0.021200,rescues_more_than_induces,3.14087e-07,0.000107418,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r010,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,97,112,209,0.001500,-0.001500,induces_more_than_rescues,0.332858,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r030,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,276,312,588,0.003600,-0.003600,induces_more_than_rescues,0.148852,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r050,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,442,519,961,0.007700,-0.007700,induces_more_than_rescues,0.0141796,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
google_rl_qec_v2_decoder_pathway,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r070,tesseract_decoder_with_si1000_prior->tesseract_decoder_with_frequency_calibrated_prior,10000,619,608,1227,-0.001100,0.001100,rescues_more_than_induces,0.775289,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_rl_qec_v2_decoder_effect_matrix.csv
