experiment_name,code_family,control_mode,basis,cycles,workload_id,num_pairs,paired_delta_lfr,paired_bootstrap_std,unpaired_bootstrap_std,std_ratio_unpaired_over_paired,paired_ci_lower,paired_ci_upper,unpaired_ci_lower,unpaired_ci_upper,num_bootstrap,source_data_dir
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,X,6,color_code_distance_5_traditional_calibration_X_r006,10000,-0.007300,0.002133,0.003897,1.826686,-0.011100,-0.003100,-0.015000,-0.000400,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/X/r006
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,X,10,color_code_distance_5_traditional_calibration_X_r010,10000,-0.008900,0.002702,0.004511,1.669682,-0.015600,-0.003900,-0.017500,-0.001100,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/X/r010
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,X,14,color_code_distance_5_traditional_calibration_X_r014,10000,-0.016000,0.002935,0.004853,1.653714,-0.021500,-0.009600,-0.024700,-0.006800,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/X/r014
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,X,18,color_code_distance_5_traditional_calibration_X_r018,10000,-0.022000,0.003582,0.005799,1.618997,-0.029400,-0.014500,-0.032500,-0.010400,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/X/r018
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,X,22,color_code_distance_5_traditional_calibration_X_r022,10000,-0.021100,0.004008,0.007086,1.768072,-0.027600,-0.012900,-0.034000,-0.008000,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/X/r022
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,X,26,color_code_distance_5_traditional_calibration_X_r026,10000,-0.024500,0.003647,0.006749,1.850755,-0.032500,-0.019300,-0.036400,-0.008600,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/X/r026
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,X,30,color_code_distance_5_traditional_calibration_X_r030,10000,-0.017400,0.004192,0.005736,1.368144,-0.024200,-0.009100,-0.026600,-0.005000,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/X/r030
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,X,34,color_code_distance_5_traditional_calibration_X_r034,10000,-0.026100,0.004745,0.006400,1.348800,-0.034300,-0.016400,-0.039100,-0.011300,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/X/r034
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,X,38,color_code_distance_5_traditional_calibration_X_r038,10000,-0.022800,0.004533,0.006082,1.341733,-0.031600,-0.012300,-0.034700,-0.012300,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/X/r038
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,X,42,color_code_distance_5_traditional_calibration_X_r042,10000,-0.024900,0.004652,0.007162,1.539328,-0.034400,-0.015500,-0.038000,-0.011000,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/X/r042
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,X,46,color_code_distance_5_traditional_calibration_X_r046,10000,-0.026300,0.005018,0.007172,1.429348,-0.035800,-0.016900,-0.041200,-0.013100,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/X/r046
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,X,50,color_code_distance_5_traditional_calibration_X_r050,10000,-0.026200,0.005053,0.006976,1.380593,-0.037300,-0.016300,-0.039700,-0.012600,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/X/r050
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,6,color_code_distance_5_traditional_calibration_Z_r006,10000,-0.008300,0.002275,0.003461,1.521470,-0.012100,-0.004000,-0.015600,-0.001700,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r006
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,10,color_code_distance_5_traditional_calibration_Z_r010,10000,-0.009500,0.002349,0.004825,2.054277,-0.015200,-0.004900,-0.019300,-0.001800,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r010
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,14,color_code_distance_5_traditional_calibration_Z_r014,10000,-0.010900,0.003165,0.005350,1.690656,-0.016700,-0.003200,-0.022600,-0.002600,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r014
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,18,color_code_distance_5_traditional_calibration_Z_r018,10000,-0.015600,0.003518,0.004899,1.392599,-0.023000,-0.007800,-0.025200,-0.006400,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r018
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,22,color_code_distance_5_traditional_calibration_Z_r022,10000,-0.022300,0.003618,0.005799,1.602661,-0.030300,-0.016000,-0.035400,-0.009300,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r022
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,26,color_code_distance_5_traditional_calibration_Z_r026,10000,-0.028300,0.003993,0.006272,1.570883,-0.035100,-0.020700,-0.041200,-0.016900,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r026
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,30,color_code_distance_5_traditional_calibration_Z_r030,10000,-0.019400,0.003667,0.005033,1.372482,-0.026400,-0.011800,-0.027900,-0.009200,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r030
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,34,color_code_distance_5_traditional_calibration_Z_r034,10000,-0.026200,0.004365,0.006278,1.438320,-0.035300,-0.017500,-0.039100,-0.015400,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r034
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,38,color_code_distance_5_traditional_calibration_Z_r038,10000,-0.015000,0.004609,0.006623,1.436980,-0.025700,-0.007300,-0.025900,-0.001700,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r038
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,42,color_code_distance_5_traditional_calibration_Z_r042,10000,-0.008400,0.005006,0.006044,1.207339,-0.019300,0.000700,-0.018500,0.005300,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r042
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,46,color_code_distance_5_traditional_calibration_Z_r046,10000,-0.019200,0.005350,0.006607,1.235123,-0.031300,-0.009800,-0.033100,-0.005500,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r046
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,50,color_code_distance_5_traditional_calibration_Z_r050,10000,-0.023400,0.005208,0.006829,1.311312,-0.033300,-0.013900,-0.038000,-0.010400,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r050
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,X,6,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r006,10000,-0.009000,0.001681,0.003352,1.993689,-0.011800,-0.005300,-0.016400,-0.003600,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/X/r006
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,X,10,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r010,10000,-0.010300,0.002283,0.004845,2.122562,-0.015500,-0.006400,-0.020100,-0.001400,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/X/r010
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,X,14,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r014,10000,-0.005600,0.002512,0.004670,1.858646,-0.009700,0.000200,-0.015300,0.001700,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/X/r014
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,X,18,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r018,10000,-0.020700,0.003324,0.005201,1.564834,-0.027200,-0.013800,-0.030200,-0.010200,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/X/r018
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,X,22,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r022,10000,-0.019600,0.003155,0.005955,1.887630,-0.025900,-0.013800,-0.029700,-0.007200,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/X/r022
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,X,26,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r026,10000,-0.022700,0.002923,0.005966,2.041277,-0.029700,-0.016400,-0.032900,-0.010400,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/X/r026
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,X,30,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r030,10000,-0.016700,0.003053,0.005736,1.878530,-0.022300,-0.010000,-0.028700,-0.006100,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/X/r030
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,X,34,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r034,10000,-0.015100,0.004052,0.006228,1.537137,-0.023900,-0.006400,-0.027000,-0.005100,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/X/r034
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,X,38,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r038,10000,-0.030200,0.003806,0.005112,1.343021,-0.037100,-0.022100,-0.038400,-0.018400,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/X/r038
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,X,42,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r042,10000,-0.014100,0.004074,0.005512,1.353034,-0.022700,-0.007100,-0.023300,-0.002500,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/X/r042
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,X,46,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r046,10000,-0.021800,0.004561,0.007010,1.536945,-0.029700,-0.011800,-0.036400,-0.007600,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/X/r046
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,X,50,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_X_r050,10000,-0.023300,0.004132,0.005842,1.413699,-0.032200,-0.015300,-0.038300,-0.013000,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/X/r050
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,Z,6,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r006,10000,-0.003500,0.001604,0.003144,1.960319,-0.006500,-0.000600,-0.009500,0.003700,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/Z/r006
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,Z,10,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r010,10000,-0.009800,0.002253,0.003117,1.383635,-0.013900,-0.004700,-0.015700,-0.004000,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/Z/r010
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,Z,14,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r014,10000,-0.008000,0.002395,0.004217,1.760950,-0.012400,-0.003200,-0.015100,0.000500,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/Z/r014
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,Z,18,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r018,10000,-0.007500,0.002715,0.005085,1.872890,-0.013000,-0.001700,-0.019700,0.000900,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/Z/r018
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,Z,22,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r022,10000,-0.016500,0.003200,0.005543,1.731926,-0.023400,-0.010000,-0.028400,-0.006300,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/Z/r022
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,Z,26,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r026,10000,-0.009200,0.003263,0.005820,1.783330,-0.014400,-0.001600,-0.019300,0.002100,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/Z/r026
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,Z,30,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r030,10000,-0.027700,0.003239,0.005619,1.735049,-0.034500,-0.021200,-0.037300,-0.016500,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/Z/r030
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,Z,34,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r034,10000,-0.019800,0.003587,0.005685,1.584666,-0.029000,-0.013200,-0.032300,-0.007400,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/Z/r034
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,Z,38,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r038,10000,-0.014600,0.003781,0.006608,1.747813,-0.020700,-0.007400,-0.026500,-0.001200,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/Z/r038
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,Z,42,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r042,10000,-0.016700,0.004298,0.006852,1.594275,-0.024800,-0.007600,-0.031200,-0.003300,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/Z/r042
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,Z,46,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r046,10000,-0.016300,0.003648,0.006665,1.827011,-0.022400,-0.008500,-0.026700,-0.002000,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/Z/r046
color_code_distance_5_traditional_calibration_and_rl_fine_tuning,color_code_memory,traditional_calibration_and_rl_fine_tuning,Z,50,color_code_distance_5_traditional_calibration_and_rl_fine_tuning_Z_r050,10000,-0.021200,0.004063,0.006008,1.478677,-0.028300,-0.012100,-0.031600,-0.008700,100,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration_and_rl_fine_tuning/Z/r050
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,10,surface_code_distance_3_5_7_traditional_calibration_d3_0+0j_X_r010,10000,0.002400,0.001359,0.002732,2.010198,-0.000500,0.005200,-0.002500,0.008600,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+0j/X/r010
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,30,surface_code_distance_3_5_7_traditional_calibration_d3_0+0j_X_r030,10000,0.003300,0.002422,0.004700,1.940570,-0.001300,0.009300,-0.005500,0.011900,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+0j/X/r030
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,50,surface_code_distance_3_5_7_traditional_calibration_d3_0+0j_X_r050,10000,-0.000700,0.003184,0.005940,1.865395,-0.007000,0.005200,-0.011600,0.012300,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+0j/X/r050
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,70,surface_code_distance_3_5_7_traditional_calibration_d3_0+0j_X_r070,10000,0.003500,0.003622,0.005903,1.629860,-0.002500,0.011500,-0.006200,0.016800,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+0j/X/r070
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,90,surface_code_distance_3_5_7_traditional_calibration_d3_0+0j_X_r090,10000,-0.003800,0.003782,0.006587,1.741637,-0.010700,0.006300,-0.016000,0.008200,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+0j/X/r090
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,110,surface_code_distance_3_5_7_traditional_calibration_d3_0+0j_X_r110,10000,-0.001300,0.003992,0.007088,1.775572,-0.009400,0.006800,-0.013800,0.015000,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+0j/X/r110
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,130,surface_code_distance_3_5_7_traditional_calibration_d3_0+0j_X_r130,10000,-0.000100,0.004668,0.006727,1.441182,-0.011200,0.008700,-0.013900,0.011000,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+0j/X/r130
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,150,surface_code_distance_3_5_7_traditional_calibration_d3_0+0j_X_r150,10000,0.005300,0.005084,0.006044,1.188982,-0.003500,0.016700,-0.006700,0.015000,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+0j/X/r150
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,10,surface_code_distance_3_5_7_traditional_calibration_d3_0+0j_Z_r010,10000,0.000300,0.001117,0.002875,2.572988,-0.002000,0.002200,-0.004900,0.006500,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+0j/Z/r010
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,30,surface_code_distance_3_5_7_traditional_calibration_d3_0+0j_Z_r030,10000,-0.001200,0.002054,0.004376,2.130752,-0.005400,0.002900,-0.010000,0.008200,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+0j/Z/r030
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,50,surface_code_distance_3_5_7_traditional_calibration_d3_0+0j_Z_r050,10000,-0.006200,0.002655,0.006418,2.417453,-0.010900,0.000000,-0.020200,0.004700,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+0j/Z/r050
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,70,surface_code_distance_3_5_7_traditional_calibration_d3_0+0j_Z_r070,10000,-0.006600,0.002821,0.005736,2.033182,-0.013100,-0.001700,-0.015700,0.005600,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+0j/Z/r070
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,90,surface_code_distance_3_5_7_traditional_calibration_d3_0+0j_Z_r090,10000,-0.005900,0.003154,0.006232,1.976205,-0.012200,-0.000200,-0.017900,0.005500,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+0j/Z/r090
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,110,surface_code_distance_3_5_7_traditional_calibration_d3_0+0j_Z_r110,10000,-0.001100,0.003777,0.006473,1.713763,-0.009000,0.006400,-0.013400,0.011600,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+0j/Z/r110
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,130,surface_code_distance_3_5_7_traditional_calibration_d3_0+0j_Z_r130,10000,-0.010300,0.003982,0.006486,1.628763,-0.018900,-0.003600,-0.022300,0.003300,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+0j/Z/r130
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,150,surface_code_distance_3_5_7_traditional_calibration_d3_0+0j_Z_r150,10000,-0.009800,0.003753,0.006831,1.820242,-0.016600,-0.001700,-0.022800,0.001600,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+0j/Z/r150
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,10,surface_code_distance_3_5_7_traditional_calibration_d3_0+4j_X_r010,10000,-0.003500,0.001771,0.003142,1.774517,-0.007300,-0.000100,-0.009800,0.001700,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+4j/X/r010
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,30,surface_code_distance_3_5_7_traditional_calibration_d3_0+4j_X_r030,10000,-0.000700,0.002582,0.005394,2.088691,-0.006700,0.004200,-0.011300,0.008800,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+4j/X/r030
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,50,surface_code_distance_3_5_7_traditional_calibration_d3_0+4j_X_r050,10000,-0.008600,0.003770,0.006686,1.773552,-0.016600,-0.001700,-0.021100,0.005900,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+4j/X/r050
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,70,surface_code_distance_3_5_7_traditional_calibration_d3_0+4j_X_r070,10000,-0.006900,0.004663,0.006150,1.318905,-0.018100,-0.000400,-0.017500,0.005200,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+4j/X/r070
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,90,surface_code_distance_3_5_7_traditional_calibration_d3_0+4j_X_r090,10000,-0.009700,0.004567,0.006698,1.466615,-0.018500,0.000800,-0.020800,0.005400,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+4j/X/r090
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,110,surface_code_distance_3_5_7_traditional_calibration_d3_0+4j_X_r110,10000,-0.013800,0.004511,0.007238,1.604409,-0.024500,-0.006800,-0.025700,0.002700,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+4j/X/r110
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,130,surface_code_distance_3_5_7_traditional_calibration_d3_0+4j_X_r130,10000,-0.002800,0.004951,0.006821,1.377783,-0.013000,0.007100,-0.017000,0.010500,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+4j/X/r130
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,150,surface_code_distance_3_5_7_traditional_calibration_d3_0+4j_X_r150,10000,-0.006600,0.005557,0.007288,1.311545,-0.016200,0.005200,-0.018900,0.010700,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+4j/X/r150
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,10,surface_code_distance_3_5_7_traditional_calibration_d3_0+4j_Z_r010,10000,-0.010600,0.001749,0.003414,1.951858,-0.013600,-0.007400,-0.016200,-0.003900,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+4j/Z/r010
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,30,surface_code_distance_3_5_7_traditional_calibration_d3_0+4j_Z_r030,10000,-0.033600,0.002843,0.005488,1.930400,-0.038800,-0.028400,-0.042900,-0.023200,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+4j/Z/r030
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,50,surface_code_distance_3_5_7_traditional_calibration_d3_0+4j_Z_r050,10000,-0.033500,0.003652,0.005343,1.462927,-0.040900,-0.026400,-0.043000,-0.022100,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+4j/Z/r050
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,70,surface_code_distance_3_5_7_traditional_calibration_d3_0+4j_Z_r070,10000,-0.041300,0.004158,0.006796,1.634703,-0.049800,-0.033100,-0.053500,-0.027700,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+4j/Z/r070
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,90,surface_code_distance_3_5_7_traditional_calibration_d3_0+4j_Z_r090,10000,-0.033700,0.005038,0.007659,1.520182,-0.044200,-0.023700,-0.045100,-0.018300,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+4j/Z/r090
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,110,surface_code_distance_3_5_7_traditional_calibration_d3_0+4j_Z_r110,10000,-0.054400,0.005272,0.006773,1.284576,-0.063800,-0.042100,-0.067500,-0.042000,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+4j/Z/r110
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,130,surface_code_distance_3_5_7_traditional_calibration_d3_0+4j_Z_r130,10000,-0.041100,0.004992,0.006919,1.385958,-0.048900,-0.030800,-0.056000,-0.028100,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_0+4j/Z/r130
