analysis_scope,unit_id,intervention,num_pairs,rescued_failure_count,induced_failure_count,discordant_pair_count,paired_delta_lfr,net_rescue_rate,effect_direction,mcnemar_exact_p,holm_adjusted_p,significant_after_holm_0_05,interpretation,source_artifact
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r05|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,629,451,1080,-0.017800,0.017800,rescues_more_than_induces,6.75034e-08,0.000329079,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r05|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,647,535,1182,-0.011200,0.011200,rescues_more_than_induces,0.00123465,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r09|dem_correlations,dem_correlations,10000,764,730,1494,-0.003400,0.003400,rescues_more_than_induces,0.393242,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r09|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,925,835,1760,-0.009000,0.009000,rescues_more_than_induces,0.033854,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r09|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,940,900,1840,-0.004000,0.004000,rescues_more_than_induces,0.363252,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r13|dem_correlations,dem_correlations,10000,1055,1003,2058,-0.005200,0.005200,rescues_more_than_induces,0.260919,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r13|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1274,1114,2388,-0.016000,0.016000,rescues_more_than_induces,0.00113469,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r13|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1279,1152,2431,-0.012700,0.012700,rescues_more_than_induces,0.0105884,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r17|dem_correlations,dem_correlations,10000,1216,1190,2406,-0.002600,0.002600,rescues_more_than_induces,0.610289,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r17|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1442,1306,2748,-0.013600,0.013600,rescues_more_than_induces,0.010003,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r17|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1398,1329,2727,-0.006900,0.006900,rescues_more_than_induces,0.19285,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r21|dem_correlations,dem_correlations,10000,1416,1313,2729,-0.010300,0.010300,rescues_more_than_induces,0.0508551,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r21|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1637,1470,3107,-0.016700,0.016700,rescues_more_than_induces,0.00289458,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r21|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1635,1520,3155,-0.011500,0.011500,rescues_more_than_induces,0.0423827,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r25|dem_correlations,dem_correlations,10000,1494,1503,2997,0.000900,-0.000900,induces_more_than_rescues,0.88382,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r25|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1688,1629,3317,-0.005900,0.005900,rescues_more_than_induces,0.313906,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q6_7_X_r25|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1721,1710,3431,-0.001100,0.001100,rescues_more_than_induces,0.864445,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r05|dem_correlations,dem_correlations,10000,537,407,944,-0.013000,0.013000,rescues_more_than_induces,2.61316e-05,0.0943351,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r05|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,679,477,1156,-0.020200,0.020200,rescues_more_than_induces,3.09661e-09,1.64709e-05,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r05|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,716,503,1219,-0.021300,0.021300,rescues_more_than_induces,1.14984e-09,6.26203e-06,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r09|dem_correlations,dem_correlations,10000,869,671,1540,-0.019800,0.019800,rescues_more_than_induces,4.99153e-07,0.00226566,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r09|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1054,759,1813,-0.029500,0.029500,rescues_more_than_induces,4.52558e-12,2.65787e-08,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r09|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1090,820,1910,-0.027000,0.027000,rescues_more_than_induces,7.04458e-10,3.86959e-06,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r13|dem_correlations,dem_correlations,10000,1237,921,2158,-0.031600,0.031600,rescues_more_than_induces,1.10031e-11,6.40931e-08,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r13|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1476,1029,2505,-0.044700,0.044700,rescues_more_than_induces,4.08631e-19,2.55149e-15,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r13|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1496,1081,2577,-0.041500,0.041500,rescues_more_than_induces,3.01316e-16,1.85852e-12,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r17|dem_correlations,dem_correlations,10000,1333,1155,2488,-0.017800,0.017800,rescues_more_than_induces,0.000385367,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r17|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1632,1342,2974,-0.029000,0.029000,rescues_more_than_induces,1.13638e-07,0.000545726,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r17|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1671,1422,3093,-0.024900,0.024900,rescues_more_than_induces,8.13792e-06,0.0317623,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r21|dem_correlations,dem_correlations,10000,1521,1332,2853,-0.018900,0.018900,rescues_more_than_induces,0.000430112,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r21|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1746,1494,3240,-0.025200,0.025200,rescues_more_than_induces,1.02554e-05,0.0394628,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r21|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1789,1560,3349,-0.022900,0.022900,rescues_more_than_induces,8.10567e-05,0.264812,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r25|dem_correlations,dem_correlations,10000,1581,1521,3102,-0.006000,0.006000,rescues_more_than_induces,0.289448,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r25|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1843,1649,3492,-0.019400,0.019400,rescues_more_than_induces,0.00108776,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d3_at_q8_5_X_r25|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1881,1776,3657,-0.010500,0.010500,rescues_more_than_induces,0.08546,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r05|dem_correlations,dem_correlations,10000,653,591,1244,-0.006200,0.006200,rescues_more_than_induces,0.083679,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r05|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,690,540,1230,-0.015000,0.015000,rescues_more_than_induces,2.10535e-05,0.0774979,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r05|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,747,568,1315,-0.017900,0.017900,rescues_more_than_induces,8.84089e-07,0.00391651,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r09|dem_correlations,dem_correlations,10000,969,881,1850,-0.008800,0.008800,rescues_more_than_induces,0.0430741,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r09|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1026,852,1878,-0.017400,0.017400,rescues_more_than_induces,6.47692e-05,0.215941,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r09|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1075,857,1932,-0.021800,0.021800,rescues_more_than_induces,7.73566e-07,0.00344469,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r13|dem_correlations,dem_correlations,10000,1226,1191,2417,-0.003500,0.003500,rescues_more_than_induces,0.489211,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r13|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1258,1175,2433,-0.008300,0.008300,rescues_more_than_induces,0.0964069,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r13|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1324,1235,2559,-0.008900,0.008900,rescues_more_than_induces,0.0819104,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r17|dem_correlations,dem_correlations,10000,1536,1373,2909,-0.016300,0.016300,rescues_more_than_induces,0.00266194,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r17|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1582,1366,2948,-0.021600,0.021600,rescues_more_than_induces,7.44929e-05,0.245007,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r17|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1648,1454,3102,-0.019400,0.019400,rescues_more_than_induces,0.000527692,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r21|dem_correlations,dem_correlations,10000,1739,1619,3358,-0.012000,0.012000,rescues_more_than_induces,0.0400028,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r21|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1795,1597,3392,-0.019800,0.019800,rescues_more_than_induces,0.000716014,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r21|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1833,1606,3439,-0.022700,0.022700,rescues_more_than_induces,0.000115671,0.365983,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r25|dem_correlations,dem_correlations,10000,1895,1843,3738,-0.005200,0.005200,rescues_more_than_induces,0.404193,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r25|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1957,1813,3770,-0.014400,0.014400,rescues_more_than_induces,0.0198482,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_06_d5_at_q6_5_X_r25|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1936,1823,3759,-0.011300,0.011300,rescues_more_than_induces,0.0677214,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r05|dem_correlations,dem_correlations,10000,387,333,720,-0.005400,0.005400,rescues_more_than_induces,0.0481709,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r05|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,529,365,894,-0.016400,0.016400,rescues_more_than_induces,4.59507e-08,0.000226905,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r05|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,510,396,906,-0.011400,0.011400,rescues_more_than_induces,0.000170785,0.520723,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r09|dem_correlations,dem_correlations,10000,661,489,1150,-0.017200,0.017200,rescues_more_than_induces,4.38325e-07,0.00199876,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r09|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,844,641,1485,-0.020300,0.020300,rescues_more_than_induces,1.52319e-07,0.000724125,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r09|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,831,645,1476,-0.018600,0.018600,rescues_more_than_induces,1.42537e-06,0.00617328,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r13|dem_correlations,dem_correlations,10000,810,705,1515,-0.010500,0.010500,rescues_more_than_induces,0.00752108,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r13|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1073,817,1890,-0.025600,0.025600,rescues_more_than_induces,4.24752e-09,2.24396e-05,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r13|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1040,837,1877,-0.020300,0.020300,rescues_more_than_induces,3.05904e-06,0.0126705,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r17|dem_correlations,dem_correlations,10000,979,872,1851,-0.010700,0.010700,rescues_more_than_induces,0.0137263,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r17|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1247,1014,2261,-0.023300,0.023300,rescues_more_than_induces,1.04381e-06,0.00459327,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r17|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1244,1051,2295,-0.019300,0.019300,rescues_more_than_induces,6.07102e-05,0.203379,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r21|dem_correlations,dem_correlations,10000,1180,1000,2180,-0.018000,0.018000,rescues_more_than_induces,0.000125171,0.392787,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r21|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1493,1152,2645,-0.034100,0.034100,rescues_more_than_induces,3.59364e-11,2.0667e-07,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r21|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1473,1170,2643,-0.030300,0.030300,rescues_more_than_induces,4.08866e-09,2.16249e-05,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r25|dem_correlations,dem_correlations,10000,1264,1148,2412,-0.011600,0.011600,rescues_more_than_induces,0.0191836,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r25|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1537,1328,2865,-0.020900,0.020900,rescues_more_than_induces,0.000101248,0.3245,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q4_5_X_r25|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1528,1358,2886,-0.017000,0.017000,rescues_more_than_induces,0.00165145,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q6_3_X_r05|dem_correlations,dem_correlations,10000,414,325,739,-0.008900,0.008900,rescues_more_than_induces,0.00119274,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q6_3_X_r05|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,479,403,882,-0.007600,0.007600,rescues_more_than_induces,0.011515,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q6_3_X_r05|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,491,376,867,-0.011500,0.011500,rescues_more_than_induces,0.000105804,0.337515,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q6_3_X_r09|dem_correlations,dem_correlations,10000,706,606,1312,-0.010000,0.010000,rescues_more_than_induces,0.0062512,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q6_3_X_r09|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,866,686,1552,-0.018000,0.018000,rescues_more_than_induces,5.40322e-06,0.0216021,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q6_3_X_r09|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,843,688,1531,-0.015500,0.015500,rescues_more_than_induces,8.18504e-05,0.267078,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q6_3_X_r13|dem_correlations,dem_correlations,10000,951,772,1723,-0.017900,0.017900,rescues_more_than_induces,1.77196e-05,0.0659524,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q6_3_X_r13|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1142,901,2043,-0.024100,0.024100,rescues_more_than_induces,1.06245e-07,0.000511145,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q6_3_X_r13|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1125,887,2012,-0.023800,0.023800,rescues_more_than_induces,1.22602e-07,0.000586896,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q6_3_X_r17|dem_correlations,dem_correlations,10000,1251,995,2246,-0.025600,0.025600,rescues_more_than_induces,7.19376e-08,0.000350229,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q6_3_X_r17|dem_rl_isolated_correlated_matching,dem_rl_isolated_correlated_matching,10000,1438,1164,2602,-0.027400,0.027400,rescues_more_than_induces,8.477e-08,0.000410202,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q6_3_X_r17|dem_rl_shared_correlated_matching,dem_rl_shared_correlated_matching,10000,1462,1153,2615,-0.030900,0.030900,rescues_more_than_induces,1.64129e-09,8.86625e-06,True,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
real_decoder_prior,sycamore_surface_code_d3_d5_sample_07_d3_at_q6_3_X_r21|dem_correlations,dem_correlations,10000,1343,1169,2512,-0.017400,0.017400,rescues_more_than_induces,0.000554435,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p10_google_decoder_priors_prior_effects.csv
