experiment_name,code_family,control_mode,basis,cycle_dir,cycles,workload_id,baseline_decoder_pathway,intervened_decoder_pathway,num_pairs,valid_pairs,invalid_pairs,baseline_failure_count,intervened_failure_count,rescued_failure_count,induced_failure_count,unchanged_failure_count,unchanged_success_count,net_rescue_count,baseline_lfr,intervened_lfr,paired_delta_lfr,net_rescue_rate,rescue_rate_among_baseline_failures,induction_rate_among_baseline_successes,pairing_violation_rate,source_data_dir
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r030,30,surface_code_distance_3_5_7_traditional_calibration_d3_4+8j_X_r030,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1455,1400,257,202,1198,8343,55,0.145500,0.140000,-0.005500,0.005500,0.176632,0.023640,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_4+8j/X/r030
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r050,50,surface_code_distance_3_5_7_traditional_calibration_d3_4+8j_X_r050,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2164,2038,418,292,1746,7544,126,0.216400,0.203800,-0.012600,0.012600,0.193161,0.037264,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_4+8j/X/r050
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r070,70,surface_code_distance_3_5_7_traditional_calibration_d3_4+8j_X_r070,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2800,2685,515,400,2285,6800,115,0.280000,0.268500,-0.011500,0.011500,0.183929,0.055556,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_4+8j/X/r070
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r090,90,surface_code_distance_3_5_7_traditional_calibration_d3_4+8j_X_r090,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3277,3136,644,503,2633,6220,141,0.327700,0.313600,-0.014100,0.014100,0.196521,0.074818,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_4+8j/X/r090
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r110,110,surface_code_distance_3_5_7_traditional_calibration_d3_4+8j_X_r110,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3515,3457,737,679,2778,5806,58,0.351500,0.345700,-0.005800,0.005800,0.209673,0.104703,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_4+8j/X/r110
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r130,130,surface_code_distance_3_5_7_traditional_calibration_d3_4+8j_X_r130,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3922,3849,832,759,3090,5319,73,0.392200,0.384900,-0.007300,0.007300,0.212137,0.124877,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_4+8j/X/r130
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r150,150,surface_code_distance_3_5_7_traditional_calibration_d3_4+8j_X_r150,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,4148,4008,961,821,3187,5031,140,0.414800,0.400800,-0.014000,0.014000,0.231678,0.140294,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_4+8j/X/r150
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r010,10,surface_code_distance_3_5_7_traditional_calibration_d3_4+8j_Z_r010,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,408,392,82,66,326,9526,16,0.040800,0.039200,-0.001600,0.001600,0.200980,0.006881,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_4+8j/Z/r010
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r030,30,surface_code_distance_3_5_7_traditional_calibration_d3_4+8j_Z_r030,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1072,1000,222,150,850,8778,72,0.107200,0.100000,-0.007200,0.007200,0.207090,0.016801,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_4+8j/Z/r030
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r050,50,surface_code_distance_3_5_7_traditional_calibration_d3_4+8j_Z_r050,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1740,1642,373,275,1367,7985,98,0.174000,0.164200,-0.009800,0.009800,0.214368,0.033293,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_4+8j/Z/r050
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r070,70,surface_code_distance_3_5_7_traditional_calibration_d3_4+8j_Z_r070,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2247,2130,473,356,1774,7397,117,0.224700,0.213000,-0.011700,0.011700,0.210503,0.045918,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_4+8j/Z/r070
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r090,90,surface_code_distance_3_5_7_traditional_calibration_d3_4+8j_Z_r090,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2661,2510,606,455,2055,6884,151,0.266100,0.251000,-0.015100,0.015100,0.227734,0.061998,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_4+8j/Z/r090
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r110,110,surface_code_distance_3_5_7_traditional_calibration_d3_4+8j_Z_r110,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3029,2938,697,606,2332,6365,91,0.302900,0.293800,-0.009100,0.009100,0.230109,0.086932,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_4+8j/Z/r110
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r130,130,surface_code_distance_3_5_7_traditional_calibration_d3_4+8j_Z_r130,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3303,3173,854,724,2449,5973,130,0.330300,0.317300,-0.013000,0.013000,0.258553,0.108108,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_4+8j/Z/r130
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r150,150,surface_code_distance_3_5_7_traditional_calibration_d3_4+8j_Z_r150,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3569,3469,888,788,2681,5643,100,0.356900,0.346900,-0.010000,0.010000,0.248809,0.122531,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_4+8j/Z/r150
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r010,10,surface_code_distance_3_5_7_traditional_calibration_d3_8+0j_X_r010,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,726,638,184,96,542,9178,88,0.072600,0.063800,-0.008800,0.008800,0.253444,0.010352,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+0j/X/r010
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r030,30,surface_code_distance_3_5_7_traditional_calibration_d3_8+0j_X_r030,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1938,1793,440,295,1498,7767,145,0.193800,0.179300,-0.014500,0.014500,0.227038,0.036591,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+0j/X/r030
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r050,50,surface_code_distance_3_5_7_traditional_calibration_d3_8+0j_X_r050,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2713,2551,702,540,2011,6747,162,0.271300,0.255100,-0.016200,0.016200,0.258754,0.074105,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+0j/X/r050
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r070,70,surface_code_distance_3_5_7_traditional_calibration_d3_8+0j_X_r070,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3297,3125,847,675,2450,6028,172,0.329700,0.312500,-0.017200,0.017200,0.256900,0.100701,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+0j/X/r070
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r090,90,surface_code_distance_3_5_7_traditional_calibration_d3_8+0j_X_r090,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3815,3642,1069,896,2746,5289,173,0.381500,0.364200,-0.017300,0.017300,0.280210,0.144867,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+0j/X/r090
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r110,110,surface_code_distance_3_5_7_traditional_calibration_d3_8+0j_X_r110,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,4272,4119,1186,1033,3086,4695,153,0.427200,0.411900,-0.015300,0.015300,0.277622,0.180342,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+0j/X/r110
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r130,130,surface_code_distance_3_5_7_traditional_calibration_d3_8+0j_X_r130,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,4326,4282,1341,1297,2985,4377,44,0.432600,0.428200,-0.004400,0.004400,0.309986,0.228587,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+0j/X/r130
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r150,150,surface_code_distance_3_5_7_traditional_calibration_d3_8+0j_X_r150,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,4584,4435,1396,1247,3188,4169,149,0.458400,0.443500,-0.014900,0.014900,0.304538,0.230244,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+0j/X/r150
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r010,10,surface_code_distance_3_5_7_traditional_calibration_d3_8+0j_Z_r010,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,587,521,166,100,421,9313,66,0.058700,0.052100,-0.006600,0.006600,0.282794,0.010624,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+0j/Z/r010
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r030,30,surface_code_distance_3_5_7_traditional_calibration_d3_8+0j_Z_r030,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1611,1430,457,276,1154,8113,181,0.161100,0.143000,-0.018100,0.018100,0.283675,0.032900,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+0j/Z/r030
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r050,50,surface_code_distance_3_5_7_traditional_calibration_d3_8+0j_Z_r050,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2379,2089,753,463,1626,7158,290,0.237900,0.208900,-0.029000,0.029000,0.316520,0.060753,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+0j/Z/r050
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r070,70,surface_code_distance_3_5_7_traditional_calibration_d3_8+0j_Z_r070,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2948,2691,905,648,2043,6404,257,0.294800,0.269100,-0.025700,0.025700,0.306988,0.091889,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+0j/Z/r070
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r090,90,surface_code_distance_3_5_7_traditional_calibration_d3_8+0j_Z_r090,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3392,3220,1044,872,2348,5736,172,0.339200,0.322000,-0.017200,0.017200,0.307783,0.131961,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+0j/Z/r090
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r110,110,surface_code_distance_3_5_7_traditional_calibration_d3_8+0j_Z_r110,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3849,3566,1301,1018,2548,5133,283,0.384900,0.356600,-0.028300,0.028300,0.338010,0.165502,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+0j/Z/r110
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r130,130,surface_code_distance_3_5_7_traditional_calibration_d3_8+0j_Z_r130,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,4071,3783,1409,1121,2662,4808,288,0.407100,0.378300,-0.028800,0.028800,0.346107,0.189071,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+0j/Z/r130
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r150,150,surface_code_distance_3_5_7_traditional_calibration_d3_8+0j_Z_r150,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,4324,4100,1468,1244,2856,4432,224,0.432400,0.410000,-0.022400,0.022400,0.339500,0.219168,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+0j/Z/r150
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r010,10,surface_code_distance_3_5_7_traditional_calibration_d3_8+4j_X_r010,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,686,613,201,128,485,9186,73,0.068600,0.061300,-0.007300,0.007300,0.293003,0.013743,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+4j/X/r010
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r030,30,surface_code_distance_3_5_7_traditional_calibration_d3_8+4j_X_r030,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1900,1667,573,340,1327,7760,233,0.190000,0.166700,-0.023300,0.023300,0.301579,0.041975,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+4j/X/r030
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r050,50,surface_code_distance_3_5_7_traditional_calibration_d3_8+4j_X_r050,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2675,2473,793,591,1882,6734,202,0.267500,0.247300,-0.020200,0.020200,0.296449,0.080683,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+4j/X/r050
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r070,70,surface_code_distance_3_5_7_traditional_calibration_d3_8+4j_X_r070,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3463,3261,1051,849,2412,5688,202,0.346300,0.326100,-0.020200,0.020200,0.303494,0.129876,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+4j/X/r070
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r090,90,surface_code_distance_3_5_7_traditional_calibration_d3_8+4j_X_r090,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3899,3739,1244,1084,2655,5017,160,0.389900,0.373900,-0.016000,0.016000,0.319056,0.177676,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+4j/X/r090
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r110,110,surface_code_distance_3_5_7_traditional_calibration_d3_8+4j_X_r110,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,4205,3983,1467,1245,2738,4550,222,0.420500,0.398300,-0.022200,0.022200,0.348870,0.214840,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+4j/X/r110
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r130,130,surface_code_distance_3_5_7_traditional_calibration_d3_8+4j_X_r130,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,4369,4156,1583,1370,2786,4261,213,0.436900,0.415600,-0.021300,0.021300,0.362325,0.243296,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+4j/X/r130
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r150,150,surface_code_distance_3_5_7_traditional_calibration_d3_8+4j_X_r150,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,4522,4406,1675,1559,2847,3919,116,0.452200,0.440600,-0.011600,0.011600,0.370411,0.284593,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+4j/X/r150
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r010,10,surface_code_distance_3_5_7_traditional_calibration_d3_8+4j_Z_r010,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,563,530,157,124,406,9313,33,0.056300,0.053000,-0.003300,0.003300,0.278863,0.013140,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+4j/Z/r010
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r030,30,surface_code_distance_3_5_7_traditional_calibration_d3_8+4j_Z_r030,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1615,1474,501,360,1114,8025,141,0.161500,0.147400,-0.014100,0.014100,0.310217,0.042934,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+4j/Z/r030
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r050,50,surface_code_distance_3_5_7_traditional_calibration_d3_8+4j_Z_r050,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2323,2174,729,580,1594,7097,149,0.232300,0.217400,-0.014900,0.014900,0.313818,0.075550,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+4j/Z/r050
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r070,70,surface_code_distance_3_5_7_traditional_calibration_d3_8+4j_Z_r070,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2914,2740,963,789,1951,6297,174,0.291400,0.274000,-0.017400,0.017400,0.330474,0.111346,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+4j/Z/r070
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r090,90,surface_code_distance_3_5_7_traditional_calibration_d3_8+4j_Z_r090,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3415,3209,1171,965,2244,5620,206,0.341500,0.320900,-0.020600,0.020600,0.342899,0.146545,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+4j/Z/r090
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r110,110,surface_code_distance_3_5_7_traditional_calibration_d3_8+4j_Z_r110,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3787,3626,1308,1147,2479,5066,161,0.378700,0.362600,-0.016100,0.016100,0.345392,0.184613,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+4j/Z/r110
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r130,130,surface_code_distance_3_5_7_traditional_calibration_d3_8+4j_Z_r130,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,4048,3864,1476,1292,2572,4660,184,0.404800,0.386400,-0.018400,0.018400,0.364625,0.217070,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+4j/Z/r130
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r150,150,surface_code_distance_3_5_7_traditional_calibration_d3_8+4j_Z_r150,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,4302,4155,1570,1423,2732,4275,147,0.430200,0.415500,-0.014700,0.014700,0.364947,0.249737,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+4j/Z/r150
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r010,10,surface_code_distance_3_5_7_traditional_calibration_d3_8+8j_X_r010,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,479,482,84,87,395,9434,-3,0.047900,0.048200,0.000300,-0.000300,0.175365,0.009138,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+8j/X/r010
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r030,30,surface_code_distance_3_5_7_traditional_calibration_d3_8+8j_X_r030,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1360,1307,268,215,1092,8425,53,0.136000,0.130700,-0.005300,0.005300,0.197059,0.024884,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+8j/X/r030
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r050,50,surface_code_distance_3_5_7_traditional_calibration_d3_8+8j_X_r050,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1980,1965,394,379,1586,7641,15,0.198000,0.196500,-0.001500,0.001500,0.198990,0.047257,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+8j/X/r050
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r070,70,surface_code_distance_3_5_7_traditional_calibration_d3_8+8j_X_r070,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2537,2480,568,511,1969,6952,57,0.253700,0.248000,-0.005700,0.005700,0.223886,0.068471,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+8j/X/r070
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r090,90,surface_code_distance_3_5_7_traditional_calibration_d3_8+8j_X_r090,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3026,2927,713,614,2313,6360,99,0.302600,0.292700,-0.009900,0.009900,0.235625,0.088041,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+8j/X/r090
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r110,110,surface_code_distance_3_5_7_traditional_calibration_d3_8+8j_X_r110,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3329,3267,821,759,2508,5912,62,0.332900,0.326700,-0.006200,0.006200,0.246621,0.113776,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+8j/X/r110
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r130,130,surface_code_distance_3_5_7_traditional_calibration_d3_8+8j_X_r130,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3621,3541,944,864,2677,5515,80,0.362100,0.354100,-0.008000,0.008000,0.260701,0.135444,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+8j/X/r130
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r150,150,surface_code_distance_3_5_7_traditional_calibration_d3_8+8j_X_r150,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3931,3904,1058,1031,2873,5038,27,0.393100,0.390400,-0.002700,0.002700,0.269143,0.169880,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+8j/X/r150
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r010,10,surface_code_distance_3_5_7_traditional_calibration_d3_8+8j_Z_r010,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,415,409,77,71,338,9514,6,0.041500,0.040900,-0.000600,0.000600,0.185542,0.007407,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+8j/Z/r010
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r030,30,surface_code_distance_3_5_7_traditional_calibration_d3_8+8j_Z_r030,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1176,1183,204,211,972,8613,-7,0.117600,0.118300,0.000700,-0.000700,0.173469,0.023912,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+8j/Z/r030
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r050,50,surface_code_distance_3_5_7_traditional_calibration_d3_8+8j_Z_r050,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1808,1730,369,291,1439,7901,78,0.180800,0.173000,-0.007800,0.007800,0.204093,0.035522,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d3_8+8j/Z/r050
