run_id,workload_id,stress_level,experiment_name,basis,cycles,cycle_dir,source_data_dir,decoder_pathway,num_shots,batch_size,num_batches,repeats,matching_build_time_us,total_decode_wall_time_us,mean_per_shot_decode_time_us,median_per_shot_decode_time_us,p95_per_shot_decode_time_us,max_per_shot_decode_time_us,throughput_shots_per_second,prediction_mismatch_count,prediction_mismatch_rate,measured_logical_failure_rate,deadline_us,deadline_miss_rate
p8_decoder_runtime_replay,surface_code_traditional_calibration_Z_r010,measured_decoder_replay,surface_code_traditional_calibration,Z,10,r010,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/Z/r010,correlated_matching_decoder_with_si1000_prior,10000,128,79,1,3744.804000,46543.112000,4.654311,4.547141,5.642766,6.472648,214854.563227,333,0.033300,0.039500,0.000000,0.000000
