source_data_dir,baseline_prior,intervened_prior,workload_id,stress_level,intervention,intervention_class,num_pairs,valid_pairs,invalid_pairs,baseline_failure_count,intervened_failure_count,rescued_failure_count,induced_failure_count,unchanged_failure_count,unchanged_success_count,net_rescue_count,paired_delta_lfr,paired_delta_lfr_ci_lower,paired_delta_lfr_ci_upper,net_rescue_rate,net_rescue_rate_ci_lower,net_rescue_rate_ci_upper,rescue_rate_among_baseline_failures,induction_rate_among_baseline_successes,num_bootstrap,bootstrap_seed
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_00/d3_at_q4_5/X/r05,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_00_d3_at_q4_5_X_r05,real_device,switch_decoder_prior,decoder,64,64,0,10,9,3,2,7,52,1,-0.015625,-0.093750,0.015625,0.015625,-0.062500,0.062500,0.300000,0.037037,10,2026
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_00/d3_at_q4_5/X/r05,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_00_d3_at_q4_5_X_r05,real_device,switch_decoder_prior,decoder,64,64,0,10,9,4,3,6,51,1,-0.015625,-0.109375,0.015625,0.015625,-0.046875,0.078125,0.400000,0.055556,10,2027
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_00/d3_at_q4_5/X/r05,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_00_d3_at_q4_5_X_r05,real_device,switch_decoder_prior,decoder,64,64,0,10,8,4,2,6,52,2,-0.031250,-0.078125,-0.031250,0.031250,0.000000,0.031250,0.400000,0.037037,10,2028
