train_mode,test_mode,policy,deadline_us,tesseract_multiplier,tesseract_mu_us,tesseract_sigma_us,cm_on_time_prob,tess_on_time_prob,effective_lfr,baseline_lfr_always_cm,intervened_lfr_always_tess,deadline_feasible_fraction,num_test_conditions
traditional_calibration,reinforcement_learning,always_tesseract,8,2.000000,9.308000,0.998000,1.000000,0.094993,0.109781,0.111450,0.109781,1.000000,20
traditional_calibration,reinforcement_learning,failureops_cycle_threshold,8,2.000000,9.308000,0.998000,1.000000,0.094993,0.109781,0.111450,0.109781,1.000000,20
traditional_calibration,reinforcement_learning,burden_threshold,8,2.000000,9.308000,0.998000,1.000000,0.094993,0.109804,0.111450,0.109781,1.000000,20
traditional_calibration,reinforcement_learning,always_correlated_matching,4,3.000000,13.962000,1.497000,0.094993,0.000000,0.129550,0.129550,0.129550,0.094993,20
traditional_calibration,reinforcement_learning,always_tesseract,4,3.000000,13.962000,1.497000,0.094993,0.000000,0.129550,0.129550,0.129550,0.094993,20
traditional_calibration,reinforcement_learning,failureops_cycle_threshold,4,3.000000,13.962000,1.497000,0.094993,0.000000,0.129550,0.129550,0.129550,0.094993,20
traditional_calibration,reinforcement_learning,burden_threshold,4,3.000000,13.962000,1.497000,0.094993,0.000000,0.129550,0.129550,0.129550,0.094993,20
traditional_calibration,reinforcement_learning,always_correlated_matching,5,3.000000,13.962000,1.497000,0.755967,0.000000,0.116331,0.116331,0.116331,0.755967,20
traditional_calibration,reinforcement_learning,always_tesseract,5,3.000000,13.962000,1.497000,0.755967,0.000000,0.116331,0.116331,0.116331,0.755967,20
traditional_calibration,reinforcement_learning,failureops_cycle_threshold,5,3.000000,13.962000,1.497000,0.755967,0.000000,0.116331,0.116331,0.116331,0.755967,20
traditional_calibration,reinforcement_learning,burden_threshold,5,3.000000,13.962000,1.497000,0.755967,0.000000,0.116331,0.116331,0.116331,0.755967,20
traditional_calibration,reinforcement_learning,always_correlated_matching,6,3.000000,13.962000,1.497000,0.996506,0.000000,0.111520,0.111520,0.111520,0.996506,20
traditional_calibration,reinforcement_learning,always_tesseract,6,3.000000,13.962000,1.497000,0.996506,0.000000,0.111520,0.111520,0.111520,0.996506,20
traditional_calibration,reinforcement_learning,failureops_cycle_threshold,6,3.000000,13.962000,1.497000,0.996506,0.000000,0.111520,0.111520,0.111520,0.996506,20
traditional_calibration,reinforcement_learning,burden_threshold,6,3.000000,13.962000,1.497000,0.996506,0.000000,0.111520,0.111520,0.111520,0.996506,20
traditional_calibration,reinforcement_learning,always_correlated_matching,7,3.000000,13.962000,1.497000,0.999999,0.000002,0.111450,0.111450,0.111450,0.999999,20
traditional_calibration,reinforcement_learning,always_tesseract,7,3.000000,13.962000,1.497000,0.999999,0.000002,0.111450,0.111450,0.111450,0.999999,20
traditional_calibration,reinforcement_learning,failureops_cycle_threshold,7,3.000000,13.962000,1.497000,0.999999,0.000002,0.111450,0.111450,0.111450,0.999999,20
traditional_calibration,reinforcement_learning,burden_threshold,7,3.000000,13.962000,1.497000,0.999999,0.000002,0.111450,0.111450,0.111450,0.999999,20
traditional_calibration,reinforcement_learning,always_correlated_matching,8,3.000000,13.962000,1.497000,1.000000,0.000034,0.111450,0.111450,0.111449,1.000000,20
traditional_calibration,reinforcement_learning,always_tesseract,8,3.000000,13.962000,1.497000,1.000000,0.000034,0.111449,0.111450,0.111449,1.000000,20
traditional_calibration,reinforcement_learning,failureops_cycle_threshold,8,3.000000,13.962000,1.497000,1.000000,0.000034,0.111449,0.111450,0.111449,1.000000,20
traditional_calibration,reinforcement_learning,burden_threshold,8,3.000000,13.962000,1.497000,1.000000,0.000034,0.111449,0.111450,0.111449,1.000000,20
