run_id,workload_id,circuit_id,backend,code_family,distance,num_rounds,shot_id,seed,stress_level,data_error_rate,measurement_error_rate,idle_error_rate,decoder_timeout_base_rate,detector_load_scale,idle_window_scale,deadline_scale,decoder_workers,decoder_service_rate,decoder_queue_depth,decoder_deadline,decoder_arrival_time,decoder_start_time,decoder_finish_time,decoder_latency,decoder_deadline_miss,decoder_queue_overflow,decoder_timeout,decoder_backlog,runtime_stall_rounds,idle_exposure,runtime_idle_flip,detector_count,detector_event_count,detector_events,observable_flip,decoder_prediction,qec_decoder_failure,logical_failure,failure_round,failure_region,failure_operation,failure_mode,failure_pattern
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,3,45,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.220000,0.220000,0.248612,0.028612,False,False,False,0.000000,0.000000,0.173459,False,36,0,[],False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,4,46,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.240000,0.490000,0.726017,0.486017,True,False,False,0.600000,0.273042,0.592895,False,36,3,"[10,11,19]",True,True,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,5,47,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.260000,0.926667,1.242429,0.982429,True,False,True,1.600000,1.694072,1.150466,False,36,4,"[9,13,20,21]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,6,48,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.280000,0.530000,0.767927,0.487927,True,False,False,0.600000,0.277817,0.594614,False,36,3,"[6,7,19]",True,True,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,7,49,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.300000,1.383333,1.770837,1.470837,True,False,False,2.600000,3.095091,1.700833,True,36,5,"[0,1,25,26,31]",True,True,False,True,0,detector_0,0,deadline_miss,deadline_miss
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,8,50,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.320000,0.986667,1.316720,0.996720,True,False,True,1.600000,1.729799,1.163328,False,36,4,"[1,5,31,35]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,9,51,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.000000,0.666667,0.986192,0.986192,True,False,False,1.600000,1.703479,1.153853,False,36,4,"[1,2,11,27]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,10,52,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.020000,1.520000,1.988004,1.968004,True,False,False,3.600000,4.518011,2.259084,True,36,6,"[1,4,14,18,24,26]",False,False,False,True,0,detector_1,0,deadline_miss,deadline_miss
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,11,53,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.040000,0.040000,0.224476,0.184476,False,False,False,0.000000,0.000000,0.290357,False,36,2,"[10,11]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,12,54,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.060000,0.060000,0.232876,0.172876,False,False,False,0.000000,0.000000,0.281657,False,36,2,"[20,21]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,13,55,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.080000,0.080000,0.097941,0.017941,False,False,False,0.000000,0.000000,0.165456,False,36,0,[],False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,14,56,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.100000,0.350000,0.590178,0.490178,True,False,True,0.600000,0.283445,0.596640,True,36,3,"[16,33,34]",False,False,False,True,4,detector_0,4,deadline_timeout,deadline_timeout
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,15,57,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.120000,0.120000,0.143893,0.023893,False,False,False,0.000000,0.000000,0.169920,False,36,0,[],False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,16,58,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.140000,1.223333,1.609325,1.469325,True,False,False,2.600000,3.091313,1.699473,False,36,5,"[1,2,12,30,31]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,17,59,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.160000,0.160000,0.344673,0.184673,False,False,False,0.000000,0.000000,0.290505,False,36,2,"[6,10]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,18,60,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.180000,0.430000,0.666869,0.486869,True,False,True,0.600000,0.275173,0.593662,False,36,3,"[23,27,32]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,19,61,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.200000,0.450000,0.690875,0.490875,True,False,False,0.600000,0.285188,0.597268,False,36,3,"[3,6,10]",True,True,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,20,62,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.220000,0.886667,1.216108,0.996108,True,False,True,1.600000,1.728271,1.162778,False,36,4,"[6,10,29,33]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,21,63,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.240000,0.906667,1.239804,0.999804,True,False,False,1.600000,1.737511,1.166104,False,36,4,"[12,13,14,18]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,22,64,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.260000,0.260000,0.427239,0.167239,False,False,False,0.000000,0.000000,0.277429,False,36,2,"[1,5]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,23,65,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.280000,0.530000,0.766875,0.486875,True,False,False,0.600000,0.275187,0.593667,False,36,3,"[6,7,19]",True,True,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,24,66,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.300000,0.966667,1.294268,0.994268,True,False,False,1.600000,1.723671,1.161121,True,36,4,"[8,12,23,27]",False,False,False,True,2,detector_0,2,deadline_miss,deadline_miss
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,25,67,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.320000,0.320000,0.416834,0.096834,False,False,False,0.000000,0.000000,0.224625,False,36,1,[35],True,True,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,26,68,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.000000,0.000000,0.172861,0.172861,False,False,False,0.000000,0.000000,0.281646,False,36,2,"[28,34]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,27,69,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.020000,0.270000,0.515062,0.495062,True,False,False,0.600000,0.295655,0.601036,False,36,3,"[10,11,32]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,28,70,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.040000,0.290000,0.527569,0.487569,True,False,True,0.600000,0.276922,0.594292,False,36,3,"[3,21,22]",True,True,False,True,0,detector_3,0,deadline_timeout,deadline_timeout
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,29,71,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.060000,0.060000,0.153745,0.093745,False,False,False,0.000000,0.000000,0.222309,False,36,1,[19],True,True,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,30,72,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.080000,1.163333,1.569309,1.489309,True,False,False,2.600000,3.141272,1.717458,True,36,5,"[3,6,10,17,18]",True,True,False,True,0,detector_3,0,deadline_miss,deadline_miss
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,31,73,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.100000,0.100000,0.278313,0.178313,False,False,False,0.000000,0.000000,0.285735,False,36,2,"[8,9]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,32,74,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.120000,0.120000,0.227092,0.107092,False,False,False,0.000000,0.000000,0.232319,False,36,1,[4],False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,33,75,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.140000,0.140000,0.302331,0.162331,False,False,False,0.000000,0.000000,0.273748,False,36,2,"[24,27]",True,True,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,34,76,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.160000,0.160000,0.247741,0.087741,False,False,False,0.000000,0.000000,0.217806,False,36,1,[8],False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,35,77,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.180000,0.430000,0.684931,0.504931,True,False,False,0.600000,0.320327,0.609918,False,36,3,"[8,20,21]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,36,78,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.200000,0.200000,0.213775,0.013775,False,False,False,0.000000,0.000000,0.162331,False,36,0,[],False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,37,79,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.220000,0.220000,0.402637,0.182637,False,False,False,0.000000,0.000000,0.288977,False,36,2,"[14,18]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,38,80,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.240000,0.240000,0.350335,0.110335,False,False,False,0.000000,0.000000,0.234751,False,36,1,[7],True,True,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,39,81,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.260000,0.926667,1.256254,0.996254,True,False,True,1.600000,1.728635,1.162909,True,36,4,"[2,6,31,35]",False,False,False,True,0,detector_2,0,deadline_timeout,deadline_timeout
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,40,82,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.280000,0.280000,0.459884,0.179884,False,False,False,0.000000,0.000000,0.286913,False,36,2,"[11,15]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,41,83,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.300000,0.300000,0.475626,0.175626,False,False,False,0.000000,0.000000,0.283720,False,36,2,"[7,15]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,42,84,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.320000,0.320000,0.487727,0.167727,False,False,False,0.000000,0.000000,0.277795,False,36,2,"[33,34]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,43,85,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.000000,0.000000,0.028420,0.028420,False,False,False,0.000000,0.000000,0.173315,False,36,0,[],False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,44,86,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.020000,0.020000,0.189479,0.169479,False,False,False,0.000000,0.000000,0.279109,False,36,2,"[26,31]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,45,87,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.040000,1.123333,1.518100,1.478100,True,False,True,2.600000,3.113251,1.707370,False,36,5,"[0,1,8,9,13]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,46,88,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.060000,0.726667,1.039426,0.979426,True,False,False,1.600000,1.686564,1.147763,False,36,4,"[7,13,17,24]",True,True,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,47,89,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.080000,0.330000,0.576431,0.496431,True,False,True,0.600000,0.299077,0.602268,False,36,3,"[13,17,24]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,48,90,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.100000,0.766667,1.081725,0.981725,True,False,False,1.600000,1.692313,1.149833,False,36,4,"[13,14,20,21]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,49,91,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.120000,0.786667,1.102378,0.982378,True,False,False,1.600000,1.693945,1.150420,False,36,4,"[8,12,23,27]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,50,92,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.140000,0.806667,1.122084,0.982084,True,False,False,1.600000,1.693209,1.150155,False,36,4,"[2,4,5,6]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,51,93,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.160000,0.160000,0.178937,0.018937,False,False,False,0.000000,0.000000,0.166203,False,36,0,[],False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,52,94,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.180000,1.680000,2.141671,1.961671,True,False,True,3.600000,4.502179,2.253384,True,36,6,"[7,16,17,31,32,33]",False,False,False,True,1,detector_3,1,deadline_timeout,deadline_timeout
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,53,95,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.200000,0.866667,1.198304,0.998304,True,False,False,1.600000,1.733759,1.164753,True,36,4,"[2,3,12,20]",False,False,False,True,0,detector_2,0,deadline_miss,deadline_miss
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,54,96,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.220000,1.720000,2.183147,1.963147,True,False,True,3.600000,4.505868,2.254712,True,36,6,"[13,14,22,26,28,32]",False,False,False,True,3,detector_1,3,deadline_timeout,deadline_timeout
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,55,97,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.240000,0.490000,0.732347,0.492347,True,False,False,0.600000,0.288867,0.598592,False,36,3,"[7,11,32]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,56,98,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.260000,0.926667,1.249256,0.989256,True,False,True,1.600000,1.711140,1.156610,True,36,4,"[13,14,24,25]",False,False,False,True,3,detector_1,3,deadline_timeout,deadline_timeout
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,57,99,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.280000,0.280000,0.457194,0.177194,False,False,False,0.000000,0.000000,0.284895,False,36,2,"[26,30]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,58,100,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.300000,1.966667,2.816334,2.516334,True,True,False,4.000000,5.960835,2.796901,True,36,11,"[2,3,6,7,16,17,18,22,24,28,32]",False,False,False,True,0,detector_2,0,deadline_miss,deadline_miss
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,59,101,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.320000,0.320000,0.340969,0.020969,False,False,False,0.000000,0.000000,0.167727,False,36,0,[],False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,60,102,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.000000,0.000000,0.097409,0.097409,False,False,False,0.000000,0.000000,0.225057,False,36,1,[16],False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,61,103,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.020000,0.020000,0.194890,0.174890,False,False,False,0.000000,0.000000,0.283167,False,36,2,"[4,8]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,62,104,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.040000,0.040000,0.064969,0.024969,False,False,False,0.000000,0.000000,0.170727,False,36,0,[],False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,63,105,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.060000,0.060000,0.089896,0.029896,False,False,False,0.000000,0.000000,0.174422,False,36,0,[],False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,64,106,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.080000,1.163333,1.559991,1.479991,True,False,True,2.600000,3.117978,1.709072,False,36,5,"[1,2,28,32,34]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,65,107,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.100000,0.100000,0.283198,0.183198,False,False,False,0.000000,0.000000,0.289398,False,36,2,"[22,23]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,66,108,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.120000,0.120000,0.137226,0.017226,False,False,False,0.000000,0.000000,0.164920,False,36,0,[],False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,67,109,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.140000,0.140000,0.317473,0.177473,False,False,False,0.000000,0.000000,0.285105,False,36,2,"[5,9]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,68,110,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.160000,1.660000,2.137047,1.977047,True,False,True,3.600000,4.540616,2.267222,True,36,6,"[8,13,17,20,21,22]",False,False,False,True,2,detector_0,2,deadline_timeout,deadline_timeout
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,69,111,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.180000,0.180000,0.343229,0.163229,False,False,False,0.000000,0.000000,0.274422,False,36,2,"[24,28]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,70,112,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.200000,0.200000,0.385253,0.185253,False,False,False,0.000000,0.000000,0.290940,False,36,2,"[1,2]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,71,113,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.220000,0.220000,0.311200,0.091200,False,False,False,0.000000,0.000000,0.220400,False,36,1,[31],True,True,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,72,114,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.240000,1.323333,1.725762,1.485762,True,False,False,2.600000,3.132405,1.714266,True,36,5,"[16,28,29,30,34]",False,False,False,True,4,detector_0,4,deadline_miss,deadline_miss
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,73,115,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.260000,0.510000,0.755299,0.495299,True,False,False,0.600000,0.296248,0.601249,False,36,3,"[8,11,15]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,74,116,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.280000,0.280000,0.384983,0.104983,False,False,False,0.000000,0.000000,0.230737,False,36,1,[12],False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,75,117,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.300000,0.550000,0.790704,0.490704,True,False,False,0.600000,0.284761,0.597114,False,36,3,"[4,7,31]",False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,76,118,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.320000,0.320000,0.332988,0.012988,False,False,False,0.000000,0.000000,0.161741,False,36,0,[],False,False,False,False,,none,,none,no_failure
p3_memory_x_high_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,77,119,high,0.03,0.02,0.002,0.04,1.0,1.0,1.0,1,2.4,4,0.42,0.000000,0.666667,0.997453,0.997453,True,False,True,1.600000,1.731633,1.163988,False,36,4,"[3,24,25,35]",False,False,False,False,,none,,none,no_failure
