experiment_name,code_family,control_mode,basis,cycles,workload_id,transition_class,num_shots,mean_detector_event_count,mean_early_detector_count,mean_mid_detector_count,mean_late_detector_count,burst_fraction,mean_first_detector_fraction,source_data_dir
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,22,color_code_distance_5_traditional_calibration_Z_r022,unchanged_failure,1564,60.581202,19.690537,20.458440,20.432225,1.000000,0.040396,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r022
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,22,color_code_distance_5_traditional_calibration_Z_r022,unchanged_success,7043,54.438592,17.409911,18.494108,18.534573,0.999432,0.045592,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r022
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,26,color_code_distance_5_traditional_calibration_Z_r026,rescued,922,72.036876,23.436009,24.476139,24.124729,1.000000,0.035590,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r026
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,26,color_code_distance_5_traditional_calibration_Z_r026,induced,639,72.536776,22.938967,24.915493,24.682316,1.000000,0.033589,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r026
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,26,color_code_distance_5_traditional_calibration_Z_r026,unchanged_failure,1653,70.447066,22.589232,24.084090,23.773745,1.000000,0.035093,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r026
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,26,color_code_distance_5_traditional_calibration_Z_r026,unchanged_success,6786,64.689655,21.085617,21.882405,21.721633,0.999853,0.037079,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r026
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,30,color_code_distance_5_traditional_calibration_Z_r030,rescued,920,80.504348,26.275000,26.979348,27.250000,1.000000,0.029551,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r030
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,30,color_code_distance_5_traditional_calibration_Z_r030,induced,726,82.487603,26.780992,28.224518,27.482094,1.000000,0.031285,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r030
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,30,color_code_distance_5_traditional_calibration_Z_r030,unchanged_failure,1798,80.060623,25.926585,26.885984,27.248053,1.000000,0.031651,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r030
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,30,color_code_distance_5_traditional_calibration_Z_r030,unchanged_success,6556,73.861959,24.040574,24.935937,24.885448,1.000000,0.033097,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r030
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,34,color_code_distance_5_traditional_calibration_Z_r034,rescued,1088,91.078125,30.260110,30.142463,30.675551,1.000000,0.026615,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r034
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,34,color_code_distance_5_traditional_calibration_Z_r034,induced,826,92.864407,29.968523,31.008475,31.887409,1.000000,0.027507,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r034
