source_data_dir,baseline_prior,intervened_prior,workload_id,stress_level,intervention,intervention_class,num_pairs,valid_pairs,invalid_pairs,baseline_failure_count,intervened_failure_count,rescued_failure_count,induced_failure_count,unchanged_failure_count,unchanged_success_count,net_rescue_count,paired_delta_lfr,paired_delta_lfr_ci_lower,paired_delta_lfr_ci_upper,net_rescue_rate,net_rescue_rate_ci_lower,net_rescue_rate_ci_upper,rescue_rate_among_baseline_failures,induction_rate_among_baseline_successes,num_bootstrap,bootstrap_seed
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_5/X/r25,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4158,4046,1444,1332,2714,4510,112,-0.011200,-0.020300,-0.002700,0.011200,0.001900,0.020500,0.347282,0.228004,100,43326
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_5/X/r25,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4158,3994,1642,1478,2516,4364,164,-0.016400,-0.027700,-0.007000,0.016400,0.006600,0.027900,0.394901,0.252996,100,43327
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_5/X/r25,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4158,4180,1634,1656,2524,4186,-22,0.002200,-0.008100,0.016400,-0.002200,-0.011000,0.007900,0.392977,0.283465,100,43328
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r05,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,2158,2059,656,557,1502,7285,99,-0.009900,-0.018100,-0.003900,0.009900,0.004400,0.016600,0.303985,0.071028,100,43426
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r05,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,2158,2006,695,543,1463,7299,152,-0.015200,-0.022400,-0.009900,0.015200,0.008400,0.021600,0.322057,0.069243,100,43427
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r05,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,2158,1990,632,464,1526,7378,168,-0.016800,-0.022300,-0.010900,0.016800,0.012400,0.021800,0.292864,0.059169,100,43428
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r09,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2914,2778,903,767,2011,6319,136,-0.013600,-0.021900,-0.008400,0.013600,0.006800,0.022800,0.309883,0.108242,100,43526
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r09,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2914,2719,936,741,1978,6345,195,-0.019500,-0.026100,-0.010900,0.019500,0.011100,0.026800,0.321208,0.104572,100,43527
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r09,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2914,2693,897,676,2017,6410,221,-0.022100,-0.029200,-0.013100,0.022100,0.014600,0.030000,0.307824,0.095399,100,43528
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r13,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3475,3416,1155,1096,2320,5429,59,-0.005900,-0.015200,0.003800,0.005900,-0.003300,0.014600,0.332374,0.167969,100,43626
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r13,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3475,3337,1220,1082,2255,5443,138,-0.013800,-0.021300,-0.004300,0.013800,0.004300,0.022500,0.351079,0.165824,100,43627
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r13,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3475,3330,1125,980,2350,5545,145,-0.014500,-0.024000,-0.007100,0.014500,0.007100,0.022600,0.323741,0.150192,100,43628
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r17,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3872,3806,1369,1303,2503,4825,66,-0.006600,-0.014700,0.002300,0.006600,-0.004000,0.015400,0.353564,0.212631,100,43726
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r17,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3872,3745,1451,1324,2421,4804,127,-0.012700,-0.023900,-0.004200,0.012700,0.001500,0.020100,0.374742,0.216057,100,43727
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r17,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3872,3728,1371,1227,2501,4901,144,-0.014400,-0.025600,-0.005700,0.014400,0.004600,0.023000,0.354081,0.200228,100,43728
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r21,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4416,4362,1642,1588,2774,3996,54,-0.005400,-0.017800,0.005300,0.005400,-0.005000,0.016600,0.371830,0.284384,100,43826
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r21,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4416,4297,1755,1636,2661,3948,119,-0.011900,-0.024400,-0.000900,0.011900,-0.000600,0.020100,0.397418,0.292980,100,43827
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r21,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4416,4347,1640,1571,2776,4013,69,-0.006900,-0.019400,0.003200,0.006900,-0.003700,0.016500,0.371377,0.281340,100,43828
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r25,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4511,4514,1693,1696,2818,3793,-3,0.000300,-0.012000,0.009900,-0.000300,-0.009800,0.011600,0.375305,0.308982,100,43926
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r25,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4511,4523,1746,1758,2765,3731,-12,0.001200,-0.009500,0.010500,-0.001200,-0.012400,0.008300,0.387054,0.320277,100,43927
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q6_7/X/r25,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q6_7_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4511,4456,1682,1627,2829,3862,55,-0.005500,-0.016800,0.003600,0.005500,-0.003600,0.014900,0.372866,0.296411,100,43928
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r05,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,2242,2079,658,495,1584,7263,163,-0.016300,-0.021700,-0.010700,0.016300,0.010100,0.023000,0.293488,0.063805,100,44026
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r05,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,2242,2014,755,527,1487,7231,228,-0.022800,-0.028700,-0.016500,0.022800,0.016100,0.029500,0.336753,0.067930,100,44027
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r05,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,2242,2034,705,497,1537,7261,208,-0.020800,-0.026900,-0.015800,0.020800,0.013900,0.028200,0.314451,0.064063,100,44028
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r09,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,3200,3021,1008,829,2192,5971,179,-0.017900,-0.025700,-0.009700,0.017900,0.008000,0.024300,0.315000,0.121912,100,44126
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r09,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,3200,2969,1121,890,2079,5910,231,-0.023100,-0.030700,-0.012900,0.023100,0.012800,0.029500,0.350313,0.130882,100,44127
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r09,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,3200,2925,1091,816,2109,5984,275,-0.027500,-0.035600,-0.019400,0.027500,0.018900,0.035200,0.340938,0.120000,100,44128
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r13,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3710,3542,1197,1029,2513,5261,168,-0.016800,-0.025600,-0.009500,0.016800,0.008500,0.024600,0.322642,0.163593,100,44226
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r13,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3710,3459,1336,1085,2374,5205,251,-0.025100,-0.033700,-0.015400,0.025100,0.015700,0.035100,0.360108,0.172496,100,44227
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r13,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3710,3443,1306,1039,2404,5251,267,-0.026700,-0.035100,-0.018800,0.026700,0.016400,0.034900,0.352022,0.165183,100,44228
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r17,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,4141,3967,1399,1225,2742,4634,174,-0.017400,-0.027000,-0.009700,0.017400,0.005500,0.024800,0.337841,0.209080,100,44326
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r17,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,4141,3939,1507,1305,2634,4554,202,-0.020200,-0.031000,-0.011000,0.020200,0.010700,0.030600,0.363922,0.222734,100,44327
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r17,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,4141,3954,1453,1266,2688,4593,187,-0.018700,-0.026900,-0.009500,0.018700,0.009600,0.028600,0.350881,0.216078,100,44328
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r21,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4356,4261,1641,1546,2715,4098,95,-0.009500,-0.020200,0.001800,0.009500,-0.001700,0.018500,0.376722,0.273919,100,44426
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r21,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4356,4170,1753,1567,2603,4077,186,-0.018600,-0.031000,-0.009700,0.018600,0.005800,0.028400,0.402433,0.277640,100,44427
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r21,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4356,4211,1682,1537,2674,4107,145,-0.014500,-0.026200,-0.002500,0.014500,-0.000100,0.022900,0.386134,0.272325,100,44428
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r25,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4544,4467,1698,1621,2846,3835,77,-0.007700,-0.019700,0.000200,0.007700,-0.003100,0.017900,0.373680,0.297104,100,44526
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r25,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4544,4486,1800,1742,2744,3714,58,-0.005800,-0.016500,0.005200,0.005800,-0.006400,0.016500,0.396127,0.319282,100,44527
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d3_at_q8_5/X/r25,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d3_at_q8_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4544,4426,1763,1645,2781,3811,118,-0.011800,-0.021400,-0.003300,0.011800,-0.001100,0.022400,0.387984,0.301503,100,44528
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r05,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1942,1804,764,626,1178,7432,138,-0.013800,-0.021700,-0.006900,0.013800,0.007800,0.018900,0.393409,0.077687,100,44626
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r05,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1942,1776,772,606,1170,7452,166,-0.016600,-0.022500,-0.009600,0.016600,0.009400,0.022600,0.397528,0.075205,100,44627
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r05,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1942,1774,776,608,1166,7450,168,-0.016800,-0.024300,-0.010000,0.016800,0.011000,0.023200,0.399588,0.075453,100,44628
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r09,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2862,2719,1130,987,1732,6151,143,-0.014300,-0.023300,-0.007300,0.014300,0.005500,0.021900,0.394829,0.138274,100,44726
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r09,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2862,2658,1106,902,1756,6236,204,-0.020400,-0.029100,-0.013000,0.020400,0.012500,0.028400,0.386443,0.126366,100,44727
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r09,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2862,2652,1176,966,1686,6172,210,-0.021000,-0.028300,-0.012200,0.021000,0.011600,0.028100,0.410901,0.135332,100,44728
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r13,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3538,3351,1498,1311,2040,5151,187,-0.018700,-0.028600,-0.008700,0.018700,0.009100,0.027300,0.423403,0.202878,100,44826
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r13,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3538,3269,1502,1233,2036,5229,269,-0.026900,-0.038800,-0.018200,0.026900,0.016500,0.035700,0.424534,0.190808,100,44827
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r13,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3538,3322,1498,1282,2040,5180,216,-0.021600,-0.032500,-0.014000,0.021600,0.011100,0.030500,0.423403,0.198391,100,44828
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r17,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3926,3869,1663,1606,2263,4468,57,-0.005700,-0.017000,0.005500,0.005700,-0.003300,0.016600,0.423586,0.264406,100,44926
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r17,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3926,3777,1659,1510,2267,4564,149,-0.014900,-0.025400,-0.004600,0.014900,0.002800,0.024200,0.422567,0.248601,100,44927
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r17,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3926,3713,1692,1479,2234,4595,213,-0.021300,-0.031100,-0.012300,0.021300,0.009200,0.031100,0.430973,0.243497,100,44928
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r21,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4162,4149,1791,1778,2371,4060,13,-0.001300,-0.014200,0.009300,0.001300,-0.011500,0.011900,0.430322,0.304556,100,45026
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r21,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4162,3969,1867,1674,2295,4164,193,-0.019300,-0.029900,-0.009100,0.019300,0.009400,0.030500,0.448582,0.286742,100,45027
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r21,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4162,4054,1871,1763,2291,4075,108,-0.010800,-0.022200,0.002300,0.010800,0.001500,0.019800,0.449543,0.301987,100,45028
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r25,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4465,4350,2004,1889,2461,3646,115,-0.011500,-0.022700,0.000200,0.011500,-0.000100,0.023200,0.448824,0.341283,100,45126
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r25,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4465,4270,2031,1836,2434,3699,195,-0.019500,-0.030100,-0.008000,0.019500,0.008700,0.029900,0.454871,0.331707,100,45127
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_11/d5_at_q6_5/X/r25,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_11_d5_at_q6_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4465,4271,2049,1855,2416,3680,194,-0.019400,-0.032600,-0.008800,0.019400,0.004900,0.030400,0.458903,0.335140,100,45128
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_12/d3_at_q4_5/X/r05,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_12_d3_at_q4_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1684,1524,472,312,1212,8004,160,-0.016000,-0.021800,-0.010600,0.016000,0.009000,0.021300,0.280285,0.037518,100,45226
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_12/d3_at_q4_5/X/r05,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_12_d3_at_q4_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1684,1468,574,358,1110,7958,216,-0.021600,-0.028100,-0.015200,0.021600,0.015000,0.027600,0.340855,0.043050,100,45227
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_12/d3_at_q4_5/X/r05,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_12_d3_at_q4_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1684,1434,552,302,1132,8014,250,-0.025000,-0.031200,-0.020400,0.025000,0.019400,0.030300,0.327791,0.036316,100,45228
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_12/d3_at_q4_5/X/r09,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_12_d3_at_q4_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2482,2277,771,566,1711,6952,205,-0.020500,-0.027000,-0.013400,0.020500,0.013900,0.026700,0.310637,0.075286,100,45326
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_12/d3_at_q4_5/X/r09,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_12_d3_at_q4_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2482,2240,911,669,1571,6849,242,-0.024200,-0.030200,-0.017300,0.024200,0.018200,0.031000,0.367043,0.088986,100,45327
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_12/d3_at_q4_5/X/r09,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_12_d3_at_q4_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2482,2278,888,684,1594,6834,204,-0.020400,-0.027600,-0.013100,0.020400,0.012500,0.026400,0.357776,0.090982,100,45328
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_12/d3_at_q4_5/X/r13,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_12_d3_at_q4_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3192,3047,999,854,2193,5954,145,-0.014500,-0.022500,-0.005000,0.014500,0.005300,0.021900,0.312970,0.125441,100,45426
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_12/d3_at_q4_5/X/r13,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_12_d3_at_q4_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3192,2965,1217,990,1975,5818,227,-0.022700,-0.032700,-0.013800,0.022700,0.014000,0.033500,0.381266,0.145417,100,45427
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_12/d3_at_q4_5/X/r13,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_12_d3_at_q4_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3192,2986,1154,948,2038,5860,206,-0.020600,-0.031600,-0.012200,0.020600,0.012400,0.027800,0.361529,0.139248,100,45428
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_12/d3_at_q4_5/X/r17,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_12_d3_at_q4_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3374,3265,1090,981,2284,5645,109,-0.010900,-0.017500,-0.002800,0.010900,0.002000,0.019400,0.323059,0.148053,100,45526
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_12/d3_at_q4_5/X/r17,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_12_d3_at_q4_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3374,3182,1319,1127,2055,5499,192,-0.019200,-0.028100,-0.011100,0.019200,0.008100,0.027600,0.390931,0.170088,100,45527
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_12/d3_at_q4_5/X/r17,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_12_d3_at_q4_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3374,3159,1297,1082,2077,5544,215,-0.021500,-0.030700,-0.013100,0.021500,0.012200,0.030900,0.384410,0.163296,100,45528
