source_data_dir,baseline_prior,intervened_prior,workload_id,stress_level,intervention,intervention_class,num_pairs,valid_pairs,invalid_pairs,baseline_failure_count,intervened_failure_count,rescued_failure_count,induced_failure_count,unchanged_failure_count,unchanged_success_count,net_rescue_count,paired_delta_lfr,paired_delta_lfr_ci_lower,paired_delta_lfr_ci_upper,net_rescue_rate,net_rescue_rate_ci_lower,net_rescue_rate_ci_upper,rescue_rate_among_baseline_failures,induction_rate_among_baseline_successes,num_bootstrap,bootstrap_seed
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q4_5/X/r09,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q4_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2420,2235,751,566,1669,7014,185,-0.018500,-0.026800,-0.012300,0.018500,0.010000,0.024900,0.310331,0.074670,100,102926
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q4_5/X/r09,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q4_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2420,2147,914,641,1506,6939,273,-0.027300,-0.034700,-0.018300,0.027300,0.019900,0.034600,0.377686,0.084565,100,102927
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q4_5/X/r09,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q4_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2420,2164,841,585,1579,6995,256,-0.025600,-0.031900,-0.020200,0.025600,0.017500,0.033800,0.347521,0.077177,100,102928
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q4_5/X/r13,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q4_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3334,3039,1138,843,2196,5823,295,-0.029500,-0.039400,-0.022400,0.029500,0.018200,0.036800,0.341332,0.126463,100,103026
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q4_5/X/r13,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q4_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3334,2991,1299,956,2035,5710,343,-0.034300,-0.043200,-0.026500,0.034300,0.025300,0.044000,0.389622,0.143414,100,103027
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q4_5/X/r13,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q4_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3334,3037,1242,945,2092,5721,297,-0.029700,-0.039300,-0.021700,0.029700,0.020800,0.039000,0.372525,0.141764,100,103028
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q4_5/X/r17,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q4_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3683,3629,1171,1117,2512,5200,54,-0.005400,-0.013700,0.003700,0.005400,-0.003500,0.015200,0.317947,0.176824,100,103126
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q4_5/X/r17,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q4_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3683,3532,1388,1237,2295,5080,151,-0.015100,-0.024600,-0.005500,0.015100,0.006800,0.024500,0.376867,0.195821,100,103127
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q4_5/X/r17,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q4_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3683,3523,1349,1189,2334,5128,160,-0.016000,-0.026900,-0.008600,0.016000,0.004200,0.023700,0.366277,0.188222,100,103128
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q4_5/X/r21,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q4_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4005,3778,1395,1168,2610,4827,227,-0.022700,-0.035000,-0.013700,0.022700,0.011000,0.032800,0.348315,0.194829,100,103226
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q4_5/X/r21,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q4_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4005,3744,1585,1324,2420,4671,261,-0.026100,-0.038400,-0.015200,0.026100,0.017200,0.037100,0.395755,0.220851,100,103227
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q4_5/X/r21,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q4_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4005,3755,1524,1274,2481,4721,250,-0.025000,-0.034800,-0.015800,0.025000,0.015900,0.034100,0.380524,0.212510,100,103228
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q4_5/X/r25,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q4_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4277,4175,1519,1417,2758,4306,102,-0.010200,-0.021300,0.000000,0.010200,0.000200,0.019200,0.355155,0.247597,100,103326
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q4_5/X/r25,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q4_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4277,4035,1771,1529,2506,4194,242,-0.024200,-0.033500,-0.015400,0.024200,0.015900,0.034500,0.414075,0.267168,100,103327
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q4_5/X/r25,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q4_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4277,4075,1684,1482,2593,4241,202,-0.020200,-0.031600,-0.009800,0.020200,0.009200,0.029900,0.393734,0.258955,100,103328
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r05,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1538,1406,470,338,1068,8124,132,-0.013200,-0.017600,-0.008700,0.013200,0.008700,0.018300,0.305592,0.039943,100,103426
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r05,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1538,1323,566,351,972,8111,215,-0.021500,-0.027900,-0.017100,0.021500,0.014500,0.028100,0.368010,0.041480,100,103427
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r05,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1538,1309,578,349,960,8113,229,-0.022900,-0.029000,-0.018600,0.022900,0.017400,0.028800,0.375813,0.041243,100,103428
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r09,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2329,2087,778,536,1551,7135,242,-0.024200,-0.032100,-0.017300,0.024200,0.016400,0.031100,0.334049,0.069874,100,103526
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r09,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2329,1996,918,585,1411,7086,333,-0.033300,-0.040100,-0.024800,0.033300,0.025600,0.040300,0.394161,0.076261,100,103527
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r09,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2329,2026,937,634,1392,7037,303,-0.030300,-0.037800,-0.022100,0.030300,0.021700,0.037000,0.402319,0.082649,100,103528
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r13,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,2844,2593,959,708,1885,6448,251,-0.025100,-0.032900,-0.017100,0.025100,0.018400,0.030900,0.337201,0.098938,100,103626
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r13,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,2844,2549,1092,797,1752,6359,295,-0.029500,-0.038100,-0.022000,0.029500,0.020700,0.035700,0.383966,0.111375,100,103627
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r13,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,2844,2556,1112,824,1732,6332,288,-0.028800,-0.037600,-0.021200,0.028800,0.019500,0.037100,0.390999,0.115148,100,103628
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r17,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3400,3196,1180,976,2220,5624,204,-0.020400,-0.028400,-0.011400,0.020400,0.010400,0.029000,0.347059,0.147879,100,103726
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r17,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3400,3067,1394,1061,2006,5539,333,-0.033300,-0.042700,-0.022200,0.033300,0.023300,0.041100,0.410000,0.160758,100,103727
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r17,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3400,3091,1413,1104,1987,5496,309,-0.030900,-0.043100,-0.020800,0.030900,0.021300,0.041200,0.415588,0.167273,100,103728
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r21,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,3626,3398,1287,1059,2339,5315,228,-0.022800,-0.033500,-0.015700,0.022800,0.012400,0.030200,0.354937,0.166144,100,103826
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r21,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,3626,3289,1515,1178,2111,5196,337,-0.033700,-0.044600,-0.023700,0.033700,0.026300,0.043000,0.417816,0.184813,100,103827
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r21,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,3626,3299,1540,1213,2086,5161,327,-0.032700,-0.041200,-0.022900,0.032700,0.022000,0.044800,0.424710,0.190304,100,103828
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r25,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,3996,3835,1415,1254,2581,4750,161,-0.016100,-0.024500,-0.006000,0.016100,0.006400,0.024800,0.354104,0.208861,100,103926
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r25,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,3996,3718,1670,1392,2326,4612,278,-0.027800,-0.038300,-0.017400,0.027800,0.020100,0.038600,0.417918,0.231845,100,103927
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_3/X/r25,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_3_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,3996,3713,1717,1434,2279,4570,283,-0.028300,-0.040000,-0.021000,0.028300,0.020000,0.040900,0.429680,0.238841,100,103928
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r05,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,2111,1920,609,418,1502,7471,191,-0.019100,-0.024600,-0.012000,0.019100,0.013400,0.023500,0.288489,0.052985,100,104026
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r05,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,2111,1859,793,541,1318,7348,252,-0.025200,-0.031900,-0.018600,0.025200,0.018200,0.031400,0.375651,0.068576,100,104027
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r05,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,2111,2020,722,631,1389,7258,91,-0.009100,-0.017100,-0.002000,0.009100,0.002400,0.014600,0.342018,0.079985,100,104028
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r09,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2946,2813,900,767,2046,6287,133,-0.013300,-0.020300,-0.006400,0.013300,0.004900,0.021400,0.305499,0.108733,100,104126
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r09,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2946,2799,1092,945,1854,6109,147,-0.014700,-0.024200,-0.007400,0.014700,0.006500,0.021500,0.370672,0.133967,100,104127
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r09,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2946,2900,1074,1028,1872,6026,46,-0.004600,-0.014000,0.003600,0.004600,-0.003900,0.013600,0.364562,0.145733,100,104128
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r13,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3630,3514,1188,1072,2442,5298,116,-0.011600,-0.021700,-0.001900,0.011600,0.003700,0.021700,0.327273,0.168289,100,104226
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r13,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3630,3405,1469,1244,2161,5126,225,-0.022500,-0.032100,-0.010900,0.022500,0.011800,0.030900,0.404683,0.195290,100,104227
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r13,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3630,3628,1338,1336,2292,5034,2,-0.000200,-0.008400,0.010300,0.000200,-0.010100,0.010600,0.368595,0.209733,100,104228
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r17,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,4064,3882,1438,1256,2626,4680,182,-0.018200,-0.028600,-0.011900,0.018200,0.007900,0.026400,0.353839,0.211590,100,104326
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r17,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,4064,3910,1670,1516,2394,4420,154,-0.015400,-0.027800,-0.005000,0.015400,0.005300,0.024500,0.410925,0.255391,100,104327
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r17,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,4064,4019,1614,1569,2450,4367,45,-0.004500,-0.015600,0.004300,0.004500,-0.006400,0.012900,0.397146,0.264319,100,104328
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r21,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4339,4189,1594,1444,2745,4217,150,-0.015000,-0.025800,-0.004800,0.015000,0.003000,0.022300,0.367366,0.255079,100,104426
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r21,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4339,4158,1854,1673,2485,3988,181,-0.018100,-0.030500,-0.005400,0.018100,0.009000,0.028600,0.427287,0.295531,100,104427
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r21,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4339,4236,1777,1674,2562,3987,103,-0.010300,-0.021900,-0.001600,0.010300,-0.000500,0.020400,0.409541,0.295707,100,104428
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r25,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4453,4303,1714,1564,2739,3983,150,-0.015000,-0.026200,-0.007000,0.015000,0.003800,0.024900,0.384909,0.281954,100,104526
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r25,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4453,4228,1999,1774,2454,3773,225,-0.022500,-0.033100,-0.012900,0.022500,0.011500,0.033100,0.448911,0.319813,100,104527
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_5/X/r25,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4453,4397,1907,1851,2546,3696,56,-0.005600,-0.015500,0.004700,0.005600,-0.004000,0.017700,0.428251,0.333694,100,104528
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r05,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,2055,2049,543,537,1512,7408,6,-0.000600,-0.007000,0.006100,0.000600,-0.006700,0.005400,0.264234,0.067590,100,104626
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r05,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,2055,1963,586,494,1469,7451,92,-0.009200,-0.016200,-0.002600,0.009200,0.002600,0.015200,0.285158,0.062177,100,104627
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r05,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,2055,1964,547,456,1508,7489,91,-0.009100,-0.013800,-0.003800,0.009100,0.003800,0.014400,0.266180,0.057395,100,104628
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r09,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2916,2854,855,793,2061,6291,62,-0.006200,-0.015700,0.000600,0.006200,-0.003600,0.013500,0.293210,0.111942,100,104726
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r09,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2916,2808,876,768,2040,6316,108,-0.010800,-0.016000,-0.003300,0.010800,0.004400,0.018600,0.300412,0.108413,100,104727
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r09,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2916,2798,840,722,2076,6362,118,-0.011800,-0.020200,-0.005600,0.011800,0.002700,0.019300,0.288066,0.101920,100,104728
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r13,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3482,3466,1075,1059,2407,5459,16,-0.001600,-0.010000,0.006900,0.001600,-0.007100,0.009500,0.308731,0.162473,100,104826
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r13,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3482,3413,1122,1053,2360,5465,69,-0.006900,-0.015500,0.004800,0.006900,-0.000700,0.015200,0.322229,0.161553,100,104827
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r13,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3482,3391,1078,987,2404,5531,91,-0.009100,-0.019000,-0.000200,0.009100,0.000400,0.016500,0.309592,0.151427,100,104828
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r17,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,4043,3924,1404,1285,2639,4672,119,-0.011900,-0.020200,-0.003300,0.011900,0.003500,0.020600,0.347267,0.215713,100,104926
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r17,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,4043,3831,1487,1275,2556,4682,212,-0.021200,-0.031900,-0.013000,0.021200,0.011200,0.031600,0.367796,0.214034,100,104927
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r17,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,4043,3888,1377,1222,2666,4735,155,-0.015500,-0.024500,-0.006400,0.015500,0.006800,0.024200,0.340589,0.205137,100,104928
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r21,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4280,4106,1538,1364,2742,4356,174,-0.017400,-0.030200,-0.009100,0.017400,0.005600,0.028100,0.359346,0.238462,100,105026
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r21,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4280,3955,1628,1303,2652,4417,325,-0.032500,-0.043100,-0.023000,0.032500,0.020400,0.042900,0.380374,0.227797,100,105027
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r21,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4280,3990,1554,1264,2726,4456,290,-0.029000,-0.041200,-0.017300,0.029000,0.020200,0.038200,0.363084,0.220979,100,105028
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r25,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4360,4245,1685,1570,2675,4070,115,-0.011500,-0.023100,0.000300,0.011500,0.001100,0.019500,0.386468,0.278369,100,105126
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r25,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4360,4223,1700,1563,2660,4077,137,-0.013700,-0.024600,-0.002800,0.013700,0.002100,0.024600,0.389908,0.277128,100,105127
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_28/d3_at_q6_7/X/r25,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_28_d3_at_q6_7_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4360,4204,1643,1487,2717,4153,156,-0.015600,-0.027100,-0.006100,0.015600,0.005300,0.026500,0.376835,0.263652,100,105128
