run_id,workload_id,circuit_id,backend,code_family,distance,num_rounds,shot_id,seed,stress_level,data_error_rate,measurement_error_rate,idle_error_rate,decoder_timeout_base_rate,detector_load_scale,idle_window_scale,deadline_scale,decoder_workers,decoder_service_rate,decoder_queue_depth,decoder_deadline,decoder_arrival_time,decoder_start_time,decoder_finish_time,decoder_latency,decoder_deadline_miss,decoder_queue_overflow,decoder_timeout,decoder_backlog,runtime_stall_rounds,idle_exposure,runtime_idle_flip,detector_count,detector_event_count,detector_events,observable_flip,decoder_prediction,qec_decoder_failure,logical_failure,failure_round,failure_region,failure_operation,failure_mode,failure_pattern,event_record_hash,record_hash
p5a_trace_mode_memory_x_low_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,31,73,low,0.03,0.02,0.002,0.004,1.0,1.0,1.0,4,5.5,14,0.9,0.100000,0.100000,0.144677,0.044677,False,False,False,0.000000,0.000000,0.185508,False,36,2,"[8,9]",False,False,False,False,,none,,none,no_failure,9e9af25dbd6d9e29c55c53bea4de37e95a6ab8db28d863bbc832c46efaa46236,24a8ae51218c159ddfb30d0b838830c68ec45d3d2bf8b2a7b8f712288a07843a
p5a_trace_mode_memory_x_low_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,32,74,low,0.03,0.02,0.002,0.004,1.0,1.0,1.0,4,5.5,14,0.9,0.120000,0.120000,0.160274,0.040274,False,False,False,0.000000,0.000000,0.182206,False,36,1,[4],False,False,False,False,,none,,none,no_failure,e47d80c952b5ad2471b454fb58a81d56d8be7f1334778ccba41b81ee97f3773c,2611db939f9a20b866cb7deced40d72be591574e8c1de61dc4a04180a9ed3683
p5a_trace_mode_memory_x_low_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,33,75,low,0.03,0.02,0.002,0.004,1.0,1.0,1.0,4,5.5,14,0.9,0.140000,0.140000,0.168695,0.028695,False,False,False,0.000000,0.000000,0.173521,False,36,2,"[24,27]",True,True,False,False,,none,,none,no_failure,8227c2458c90dfa2b5af50f1fe8bc0df8750537f028b9efc694dc8ce405c324e,978823e188144d21a07f19ca88b094dbd2f4e333796a50461de2edf9dd4ecd76
p5a_trace_mode_memory_x_low_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,34,76,low,0.03,0.02,0.002,0.004,1.0,1.0,1.0,4,5.5,14,0.9,0.160000,0.160000,0.180923,0.020923,False,False,False,0.000000,0.000000,0.167692,False,36,1,[8],False,False,False,False,,none,,none,no_failure,8ca9652e63bca97ecbb01699a5b925b181f078b62ef251aedc90bda44bc78fe2,e6a9142c7067fbb24cea581ee8bfee26a9880fa1ce1b4dd0c49c4e806b83f5d3
p5a_trace_mode_memory_x_low_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,35,77,low,0.03,0.02,0.002,0.004,1.0,1.0,1.0,4,5.5,14,0.9,0.180000,0.180000,0.234476,0.054476,False,False,False,0.000000,0.000000,0.192857,False,36,3,"[8,20,21]",False,False,False,False,,none,,none,no_failure,699fead0a94a983d31af35a2805a29d2ad8bad10e7db0427c29ba33c00d61d5f,16da71c0a45bcc175f79428900ad9c42a9b8724daa2b316bf9ae11b6dff35fc1
p5a_trace_mode_memory_x_low_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,36,78,low,0.03,0.02,0.002,0.004,1.0,1.0,1.0,4,5.5,14,0.9,0.200000,0.200000,0.213775,0.013775,False,False,False,0.000000,0.000000,0.162331,False,36,0,[],False,False,False,False,,none,,none,no_failure,42b85b2a89e38bcbefdd024f8221546c33346aaf41d5cffae90011e1babba835,dccfcb28ec620627ddeb99f734d2fbb4cf8e8f5ea281672908f570e2f6370dac
p5a_trace_mode_memory_x_low_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,37,79,low,0.03,0.02,0.002,0.004,1.0,1.0,1.0,4,5.5,14,0.9,0.220000,0.220000,0.269000,0.049000,False,False,False,0.000000,0.000000,0.188750,False,36,2,"[14,18]",False,False,False,False,,none,,none,no_failure,43ffdaf63cadd502ce4da932d01d4814be8eb14c10dff9b1a1dcb36a3945ff76,352a54ee03f99c9af18ed9d0d0aad439d545e91046bab7c59627953867c0558d
p5a_trace_mode_memory_x_low_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,38,80,low,0.03,0.02,0.002,0.004,1.0,1.0,1.0,4,5.5,14,0.9,0.240000,0.240000,0.283517,0.043517,False,False,False,0.000000,0.000000,0.184638,False,36,1,[7],True,True,False,False,,none,,none,no_failure,1dd78d6495b3789263093b010b551a5f4910d13caba43aef8b4c8491b03734e9,8d9312c6c6bd1715f67cef4b295c0fdfdf43c3fe55f9ef09903b4e216a13273d
p5a_trace_mode_memory_x_low_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,39,81,low,0.03,0.02,0.002,0.004,1.0,1.0,1.0,4,5.5,14,0.9,0.260000,0.260000,0.322315,0.062315,False,False,False,0.000000,0.000000,0.198736,False,36,4,"[2,6,31,35]",False,False,False,False,,none,,none,no_failure,dac803b5586b4319474f5d39807ce1d9efef2ef1ab4c2b3de274635c44d0377d,6e04e76477fec93b71de0a69ebac32b99ff3fc05b0e397a4fb725f2ab1e404bb
p5a_trace_mode_memory_x_low_0,memory_x,stim_repetition_memory_x,stim+pymatching+p3_runtime_service,repetition_code_memory,5,8,40,82,low,0.03,0.02,0.002,0.004,1.0,1.0,1.0,4,5.5,14,0.9,0.280000,0.280000,0.326247,0.046247,False,False,False,0.000000,0.000000,0.186686,False,36,2,"[11,15]",False,False,False,False,,none,,none,no_failure,8e929de8633b6c8a8633750e875a4bd49f677a71e1f987060d3760ff49a4d4c2,c30c5e8060a25b309172171b460ab92dd10cc9d4a9a5e2c3eefed1e6e6414b53
