source_data_dir,baseline_prior,intervened_prior,workload_id,stress_level,intervention,intervention_class,num_pairs,valid_pairs,invalid_pairs,baseline_failure_count,intervened_failure_count,rescued_failure_count,induced_failure_count,unchanged_failure_count,unchanged_success_count,net_rescue_count,paired_delta_lfr,paired_delta_lfr_ci_lower,paired_delta_lfr_ci_upper,net_rescue_rate,net_rescue_rate_ci_lower,net_rescue_rate_ci_upper,rescue_rate_among_baseline_failures,induction_rate_among_baseline_successes,num_bootstrap,bootstrap_seed
data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/Z/r010,pymatching_original_dem,pymatching_uniform_median_probability,surface_code_traditional_calibration_Z_r010,real_device,switch_decoder_pathway,decoder,10000,10000,0,395,464,93,162,302,9443,-69,0.006900,0.003700,0.009600,-0.006900,-0.009800,-0.003800,0.235443,0.016866,300,2026
data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/Z/r010,pymatching_original_dem,pymatching_flatten_log_odds_50pct,surface_code_traditional_calibration_Z_r010,real_device,switch_decoder_pathway,decoder,10000,10000,0,395,554,128,287,267,9318,-159,0.015900,0.012100,0.019900,-0.015900,-0.020400,-0.012100,0.324051,0.029880,300,2026
data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/Z/r010,pymatching_original_dem,pymatching_sharpen_log_odds_2x,surface_code_traditional_calibration_Z_r010,real_device,switch_decoder_pathway,decoder,10000,10000,0,395,407,19,31,376,9574,-12,0.001200,-0.000200,0.002600,-0.001200,-0.002600,0.000000,0.048101,0.003227,300,2026
data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/Z/r010,pymatching_original_dem,pymatching_probability_floor_1e-3,surface_code_traditional_calibration_Z_r010,real_device,switch_decoder_pathway,decoder,10000,10000,0,395,436,65,106,330,9499,-41,0.004100,0.001700,0.006800,-0.004100,-0.006600,-0.002000,0.164557,0.011036,300,2026
data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/Z/r010,pymatching_original_dem,pymatching_probability_ceiling_1e-2,surface_code_traditional_calibration_Z_r010,real_device,switch_decoder_pathway,decoder,10000,10000,0,395,397,0,2,395,9603,-2,0.000200,0.000000,0.000500,-0.000200,-0.000600,0.000000,0.000000,0.000208,300,2026
