experiment_name,code_family,control_mode,basis,cycles,workload_id,transition_class,num_shots,mean_detector_event_count,mean_early_detector_count,mean_mid_detector_count,mean_late_detector_count,burst_fraction,mean_first_detector_fraction,source_data_dir
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,50,surface_code_reinforcement_learning_Z_r050,rescued,336,75.654762,25.312500,25.494048,24.848214,1.000000,0.027750,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r050
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,50,surface_code_reinforcement_learning_Z_r050,induced,190,76.063158,24.521053,25.447368,26.094737,1.000000,0.030833,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r050
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,50,surface_code_reinforcement_learning_Z_r050,unchanged_failure,655,74.670229,24.348092,25.100763,25.221374,1.000000,0.028758,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r050
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,50,surface_code_reinforcement_learning_Z_r050,unchanged_success,8819,69.276108,22.755755,23.256265,23.264089,1.000000,0.029620,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r050
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,60,surface_code_reinforcement_learning_Z_r060,rescued,395,89.020253,29.068354,29.741772,30.210127,1.000000,0.025172,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r060
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,60,surface_code_reinforcement_learning_Z_r060,induced,227,91.259912,30.290749,30.123348,30.845815,1.000000,0.022433,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r060
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,60,surface_code_reinforcement_learning_Z_r060,unchanged_failure,850,87.962353,29.392941,29.249412,29.320000,1.000000,0.025249,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r060
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,60,surface_code_reinforcement_learning_Z_r060,unchanged_success,8528,83.173663,27.550891,27.759381,27.863391,1.000000,0.024874,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r060
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,70,surface_code_reinforcement_learning_Z_r070,rescued,505,102.875248,34.221782,34.180198,34.473267,1.000000,0.022583,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r070
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,70,surface_code_reinforcement_learning_Z_r070,induced,255,104.525490,35.035294,34.909804,34.580392,1.000000,0.021737,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r070
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,70,surface_code_reinforcement_learning_Z_r070,unchanged_failure,899,100.661846,33.512792,33.468298,33.680756,1.000000,0.021560,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r070
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,70,surface_code_reinforcement_learning_Z_r070,unchanged_success,8341,96.732406,31.962954,32.255485,32.513967,1.000000,0.021699,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r070
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,80,surface_code_reinforcement_learning_Z_r080,rescued,509,118.322200,38.856582,39.941061,39.524558,1.000000,0.018195,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r080
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,80,surface_code_reinforcement_learning_Z_r080,induced,317,121.110410,39.914826,40.728707,40.466877,1.000000,0.017510,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r080
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,80,surface_code_reinforcement_learning_Z_r080,unchanged_failure,1011,116.625124,38.084075,39.095945,39.445104,1.000000,0.017617,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r080
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,80,surface_code_reinforcement_learning_Z_r080,unchanged_success,8163,112.015436,37.199804,37.562661,37.252971,1.000000,0.018675,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r080
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,90,surface_code_reinforcement_learning_Z_r090,rescued,586,131.501706,43.784983,43.440273,44.276451,1.000000,0.016218,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r090
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,90,surface_code_reinforcement_learning_Z_r090,induced,354,133.488701,44.415254,44.641243,44.432203,1.000000,0.015283,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r090
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,90,surface_code_reinforcement_learning_Z_r090,unchanged_failure,1119,130.596068,42.801609,43.857015,43.937444,1.000000,0.015068,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r090
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,90,surface_code_reinforcement_learning_Z_r090,unchanged_success,7941,124.957940,41.233850,41.712379,42.011711,1.000000,0.016521,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r090
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,100,surface_code_reinforcement_learning_Z_r100,rescued,672,148.224702,49.190476,49.694940,49.339286,1.000000,0.014131,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r100
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,100,surface_code_reinforcement_learning_Z_r100,induced,388,148.796392,49.378866,48.909794,50.507732,1.000000,0.013928,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r100
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,100,surface_code_reinforcement_learning_Z_r100,unchanged_failure,1266,145.921801,48.462085,48.556082,48.903633,1.000000,0.013869,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r100
surface_code_reinforcement_learning,surface_code_memory,reinforcement_learning,Z,100,surface_code_reinforcement_learning_Z_r100,unchanged_success,7674,140.469116,46.790201,46.695465,46.983451,1.000000,0.014205,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_reinforcement_learning/Z/r100
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,10,surface_code_traditional_calibration_X_r010,rescued,93,21.903226,6.505376,8.161290,7.236559,0.397849,0.121819,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r010
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,10,surface_code_traditional_calibration_X_r010,induced,41,20.439024,7.780488,6.146341,6.512195,0.292683,0.091260,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r010
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,10,surface_code_traditional_calibration_X_r010,unchanged_failure,164,19.969512,6.207317,6.524390,7.237805,0.256098,0.107698,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r010
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,10,surface_code_traditional_calibration_X_r010,unchanged_success,9702,15.138116,4.822099,5.149454,5.166564,0.088023,0.130857,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r010
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,20,surface_code_traditional_calibration_X_r020,rescued,185,36.075676,11.340541,12.032432,12.702703,0.918919,0.066892,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r020
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,20,surface_code_traditional_calibration_X_r020,induced,105,35.961905,11.590476,13.047619,11.323810,0.933333,0.060417,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r020
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,20,surface_code_traditional_calibration_X_r020,unchanged_failure,365,35.205479,11.857534,11.446575,11.901370,0.898630,0.057871,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r020
