run_id,workload_id,stress_level,experiment_name,basis,cycles,cycle_dir,source_data_dir,decoder_pathway,num_shots,batch_size,num_batches,repeats,matching_build_time_us,total_decode_wall_time_us,mean_per_shot_decode_time_us,median_per_shot_decode_time_us,p95_per_shot_decode_time_us,max_per_shot_decode_time_us,throughput_shots_per_second,prediction_mismatch_count,prediction_mismatch_rate,measured_logical_failure_rate,deadline_us,deadline_miss_rate
p8_decoder_runtime_replay,surface_code_traditional_calibration_Z_r010,measured_decoder_replay,surface_code_traditional_calibration,Z,10,r010,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/Z/r010,correlated_matching_decoder_with_si1000_prior,200,32,7,1,4109.099000,978.514000,4.892570,4.753875,5.508281,7.957625,204391.556994,8,0.040000,0.065000,0.000000,0.000000
