analysis_scope,unit_id,intervention,num_pairs,rescued_failure_count,induced_failure_count,discordant_pair_count,paired_delta_lfr,net_rescue_rate,effect_direction,mcnemar_exact_p,holm_adjusted_p,significant_after_holm_0_05,interpretation,source_artifact
real_decoder_pathway,surface_code_reinforcement_learning_Z_r060,switch_decoder_pathway,10000,395,227,622,-0.016800,0.016800,rescues_more_than_induces,1.62271e-11,6.65311e-10,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_reinforcement_learning_Z_r070,switch_decoder_pathway,10000,505,255,760,-0.025000,0.025000,rescues_more_than_induces,7.84915e-20,5.10195e-18,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_reinforcement_learning_Z_r080,switch_decoder_pathway,10000,509,317,826,-0.019200,0.019200,rescues_more_than_induces,2.46802e-11,9.62528e-10,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_reinforcement_learning_Z_r090,switch_decoder_pathway,10000,586,354,940,-0.023200,0.023200,rescues_more_than_induces,3.66181e-14,1.75767e-12,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_reinforcement_learning_Z_r100,switch_decoder_pathway,10000,672,388,1060,-0.028400,0.028400,rescues_more_than_induces,2.23846e-18,1.36546e-16,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_X_r010,switch_decoder_pathway,10000,93,41,134,-0.005200,0.005200,rescues_more_than_induces,8.23337e-06,0.000131734,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_X_r020,switch_decoder_pathway,10000,185,105,290,-0.008000,0.008000,rescues_more_than_induces,3.05395e-06,5.19172e-05,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_X_r030,switch_decoder_pathway,10000,290,125,415,-0.016500,0.016500,rescues_more_than_induces,3.35276e-16,1.81049e-14,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_X_r040,switch_decoder_pathway,10000,386,184,570,-0.020200,0.020200,rescues_more_than_induces,1.75306e-17,1.03431e-15,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_X_r050,switch_decoder_pathway,10000,452,236,688,-0.021600,0.021600,rescues_more_than_induces,1.3976e-16,7.82656e-15,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_X_r060,switch_decoder_pathway,10000,547,279,826,-0.026800,0.026800,rescues_more_than_induces,7.03333e-21,4.853e-19,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_X_r070,switch_decoder_pathway,10000,642,347,989,-0.029500,0.029500,rescues_more_than_induces,4.55493e-21,3.18845e-19,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_X_r080,switch_decoder_pathway,10000,707,385,1092,-0.032200,0.032200,rescues_more_than_induces,1.30132e-22,9.49964e-21,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_X_r090,switch_decoder_pathway,10000,794,425,1219,-0.036900,0.036900,rescues_more_than_induces,2.34995e-26,1.76246e-24,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_X_r100,switch_decoder_pathway,10000,868,524,1392,-0.034400,0.034400,rescues_more_than_induces,2.45653e-20,1.64588e-18,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_Z_r010,switch_decoder_pathway,10000,83,47,130,-0.003600,0.003600,rescues_more_than_induces,0.00202378,0.0242854,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_Z_r020,switch_decoder_pathway,10000,159,92,251,-0.006700,0.006700,rescues_more_than_induces,2.80077e-05,0.000392108,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_Z_r030,switch_decoder_pathway,10000,245,124,369,-0.012100,0.012100,rescues_more_than_induces,2.92392e-10,9.35654e-09,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_Z_r040,switch_decoder_pathway,10000,381,191,572,-0.019000,0.019000,rescues_more_than_induces,1.5093e-15,7.69743e-14,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_Z_r050,switch_decoder_pathway,10000,433,260,693,-0.017300,0.017300,rescues_more_than_induces,5.12543e-11,1.89641e-09,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_Z_r060,switch_decoder_pathway,10000,509,253,762,-0.025600,0.025600,rescues_more_than_induces,1.09407e-20,7.43968e-19,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_Z_r070,switch_decoder_pathway,10000,567,327,894,-0.024000,0.024000,rescues_more_than_induces,8.87675e-16,4.61591e-14,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_Z_r080,switch_decoder_pathway,10000,680,403,1083,-0.027700,0.027700,rescues_more_than_induces,3.38067e-17,1.92698e-15,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_Z_r090,switch_decoder_pathway,10000,693,408,1101,-0.028500,0.028500,rescues_more_than_induces,7.49955e-18,4.49973e-16,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_pathway,surface_code_traditional_calibration_Z_r100,switch_decoder_pathway,10000,830,504,1334,-0.032600,0.032600,rescues_more_than_induces,3.79839e-19,2.43097e-17,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_google_rl_qec_decoder_effect_matrix.csv
real_decoder_prior,surface_code_traditional_calibration_Z_r010|pymatching_flatten_log_odds_50pct,pymatching_flatten_log_odds_50pct,10000,128,287,415,0.015900,-0.015900,induces_more_than_rescues,4.05411e-15,2.02706e-13,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_5_decoder_prior_interventions.csv
real_decoder_prior,surface_code_traditional_calibration_Z_r010|pymatching_probability_ceiling_1e-2,pymatching_probability_ceiling_1e-2,10000,0,2,2,0.000200,-0.000200,induces_more_than_rescues,0.5,1,False,Exact paired test over discordant rescued/induced transitions.,data/results/p7_5_decoder_prior_interventions.csv
real_decoder_prior,surface_code_traditional_calibration_Z_r010|pymatching_probability_floor_1e-3,pymatching_probability_floor_1e-3,10000,65,106,171,0.004100,-0.004100,induces_more_than_rescues,0.00212927,0.0242854,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_5_decoder_prior_interventions.csv
real_decoder_prior,surface_code_traditional_calibration_Z_r010|pymatching_sharpen_log_odds_2x,pymatching_sharpen_log_odds_2x,10000,19,31,50,0.001200,-0.001200,induces_more_than_rescues,0.11892,0.83244,False,Exact paired test over discordant rescued/induced transitions.,data/results/p7_5_decoder_prior_interventions.csv
real_decoder_prior,surface_code_traditional_calibration_Z_r010|pymatching_uniform_median_probability,pymatching_uniform_median_probability,10000,93,162,255,0.006900,-0.006900,induces_more_than_rescues,1.84553e-05,0.000276829,True,Exact paired test over discordant rescued/induced transitions.,data/results/p7_5_decoder_prior_interventions.csv
