method,0.05,,
NE24_v1,9.740713,,
NE24_v2,8.989749,,
QA-Google_v1,10.820495,,
QA-Google_v2,9.942358,,
QE-IBM_v1,8.381081,,
QE-IBM_v2,8.083942,,
MAQCal,11.652479,,
