epoch,train_loss_total,train_loss_rho,train_loss_spectral,train_loss_energy,train_loss_leakage,train_loss_residual,train_loss_selection_entropy,train_loss_selection_coverage,val_loss_total,val_loss_rho,val_loss_spectral,val_loss_energy,val_loss_leakage,val_loss_residual,val_loss_selection_entropy,val_loss_selection_coverage,val_density_rel_l2,val_lowfreq_spectral_rel_l2,val_lowpass_energy_rel_l2,val_commutator_leakage,val_leakage_error_correlation,val_latent_step_norm,val_selection_entropy,val_selection_coverage_deficit,val_residual_lowfreq_norm,val_residual_gate_mean,val_runtime_seconds,val_parameter_count
0,0.19229760295466372,1.0408972098287593e-07,4.425546290133896e-07,0.7343904705424058,0.4541918196176228,0.0,1.9780655032710026,1.3694851774918406,0.13430308550596237,7.233681031948436e-08,3.079658625892989e-07,0.5007844269275665,0.34145981073379517,0.0,1.798965573310852,1.1739986836910248,0.23911562412977216,0.23051467463374137,0.7041963636875153,0.34145981073379517,0.8083763291867079,0.005617588292807341,1.798965573310852,1.1739986836910248,nan,nan,0.0061967489891685545,621441
1,0.10088141184104116,1.037030320330096e-07,4.4113236030122944e-07,0.2833114776172136,0.4421878849205218,0.0,1.8947599310623973,1.556351385618511,0.06333784013986588,7.213191111077322e-08,3.070868643817448e-07,0.1503288671374321,0.3327184170484543,0.0,1.6994289755821228,1.4016544222831726,0.238813453912735,0.23019261211156844,0.36172910034656525,0.3327184170484543,0.7986467245025766,0.008213522378355265,1.6994289755821228,1.4016544222831726,nan,nan,0.007742947025690228,621441
2,0.06112152181173626,1.0334414849024285e-07,4.397054199575666e-07,0.08818553192050833,0.434840905038934,0.0,1.7141112528349225,1.9163619342603182,0.03827906586229801,7.197017204418898e-08,3.063173323880619e-07,0.027347639203071594,0.32809311896562576,0.0,1.6002739667892456,1.5942555665969849,0.23858557790517806,0.22990545108914376,0.13355796039104462,0.32809311896562576,0.7934311761041418,0.011263283435255289,1.6002739667892456,1.5942555665969849,nan,nan,0.008933892997447401,621441
3,0.05605366277067285,1.0301438261481771e-07,4.3839865707253154e-07,0.06427291094472534,0.4319875773630644,0.0,1.613750369925248,2.042708258879812,0.03666577488183975,7.17620292078891e-08,3.0556443419982315e-07,0.018062390387058258,0.33053071051836014,0.0,1.5261772274971008,1.6907904148101807,0.23823179826140403,0.22962062880396844,0.11569060012698174,0.33053071051836014,0.7967638116723066,0.011876785662025213,1.5261772274971008,1.6907904148101807,nan,nan,0.0074856189312413335,621441
4,0.04925378745323733,1.0266368751612582e-07,4.3714519835559355e-07,0.03203190882739268,0.42847082803123876,0.0,1.4665779000834416,2.117328725363079,0.03712934162467718,7.154887526894527e-08,3.048048995424324e-07,0.024074523709714413,0.3231421336531639,0.0,1.3744978308677673,1.7500381469726562,0.23786788582801818,0.22933522686362268,0.1468527801334858,0.3231421336531639,0.7780343870139335,0.015128553844988346,1.3744978308677673,1.7500381469726562,nan,nan,0.007988882949575782,621441
5,0.045153994603376636,1.0233040968973671e-07,4.358858443777679e-07,0.017028722912073135,0.41747929077399404,0.0,1.1919633024617244,2.1108917248876473,0.03315522614866495,7.137492019637648e-08,3.040644216412147e-07,0.006761404685676098,0.31802722066640854,0.0,1.1293976604938507,1.7948434948921204,0.23759450167417528,0.22905821576714516,0.07167313620448112,0.31802722066640854,0.7539586977413303,0.021415051072835922,1.1293976604938507,1.7948434948921204,nan,nan,0.00803031597752124,621441
6,0.04247405791753217,1.0203726855264137e-07,4.3467945649928496e-07,0.006392034505935092,0.41195330808037206,0.0,0.8975557559414914,2.0659288356178687,0.03192012291401625,7.120785028291721e-08,3.0334854272950906e-07,0.0031222315737977624,0.31295453011989594,0.0,0.9518599212169647,1.7322503328323364,0.23732932806015014,0.22878949716687202,0.04585631936788559,0.31295453011989594,0.7382467208219476,0.026244571432471275,0.9518599212169647,1.7322503328323364,nan,nan,0.005995643034111708,621441
7,0.041207294911146164,1.017479314369714e-07,4.3352449546019716e-07,0.00338839066190351,0.4052929737065968,0.0,0.7592621414284957,1.8640447353061878,0.03104755375534296,7.102275212389486e-08,3.0263582573297754e-07,0.003180590341798961,0.30411213636398315,0.0,0.9006001055240631,1.4611223340034485,0.2370101697742939,0.22851594164967537,0.047467054799199104,0.30411213636398315,0.7142999416106871,0.02601502276957035,0.9006001055240631,1.4611223340034485,nan,nan,0.007121281989384443,621441
8,0.04025921813751522,1.014644192758552e-07,4.3239987833562496e-07,0.0024048442964589127,0.39777931257298116,0.0,0.6993522804818655,1.5201768812380339,0.030045016668736935,7.085154152264295e-08,3.0193631062047643e-07,0.0020939447567798197,0.2962600439786911,0.0,0.8626239001750946,1.1736839413642883,0.23672427684068678,0.22825001925230026,0.04046434722840786,0.2962600439786911,0.7101413310925601,0.02618870697915554,0.8626239001750946,1.1736839413642883,nan,nan,0.00737765507074073,621441
9,0.03960682608579334,1.0119368641282659e-07,4.312934017410666e-07,0.0016004028485009545,0.39286427591976364,0.0,0.6738050768249914,1.2350593115154065,0.02931277919560671,7.0670951757279e-08,3.012066542851244e-07,0.0013525343965739012,0.2904205098748207,0.0,0.8268768191337585,0.8888442814350128,0.2364214062690735,0.22797623425722124,0.03246162459254265,0.2904205098748207,0.7286975464230738,0.02529650367796421,0.8268768191337585,0.8888442814350128,nan,nan,0.006578405969776213,621441
10,0.03906811205180068,1.0090251422704903e-07,4.300952097860557e-07,0.0011453467825623719,0.3883872628211975,0.0,0.628516645807969,0.9937513564762316,0.02864094078540802,7.050663874963448e-08,3.0054265209855657e-07,0.0008636701095383614,0.2846798449754715,0.0,0.7415266036987305,0.7048535645008087,0.23613920509815217,0.22772129848599432,0.02554181218147278,0.2846798449754715,0.7327651304895972,0.024523939937353134,0.7415266036987305,0.7048535645008087,nan,nan,0.008352699980605394,621441
11,0.03868714484729265,1.0064211976082572e-07,4.289992552075043e-07,0.0009273847068757995,0.38501353012888057,0.0,0.5636409913238726,0.8681488413559763,0.028160419315099716,7.034674531780638e-08,2.998700949774502e-07,0.0005552075745072216,0.28049157559871674,0.0,0.651440292596817,0.5686539709568024,0.2358702138066292,0.22746636867523193,0.020387553609907627,0.28049157559871674,0.7323981028545801,0.024282563477754593,0.651440292596817,0.5686539709568024,nan,nan,0.005364065000321716,621441
12,0.03840686655358264,1.0039862013100948e-07,4.279459002837508e-07,0.0007515401812270284,0.3825624334184747,0.0,0.49580021124137075,0.7287715234254536,0.027894329745322466,7.019212411307763e-08,2.992013534708349e-07,0.0003603422810556367,0.27822042256593704,0.0,0.5631083399057388,0.4548993706703186,0.23561244681477544,0.22721269056200982,0.016560904681682587,0.27822042256593704,0.7362315236512442,0.02439311519265175,0.5631083399057388,0.4548993706703186,nan,nan,0.007484054018277675,621441
13,0.038241985499074586,1.0016195498738661e-07,4.268935909797284e-07,0.0005312240636588907,0.38135426609139694,0.0,0.43467391478387934,0.6278565745604666,0.027698140125721693,7.003633939461906e-08,2.985146565492869e-07,0.0002774607273750007,0.27642427384853363,0.0,0.48462820053100586,0.3821597993373871,0.235357978194952,0.22695697993040087,0.014572555664926767,0.27642427384853363,0.7327574730481156,0.02438967116177082,0.48462820053100586,0.3821597993373871,nan,nan,0.00514665205264464,621441
14,0.03809730679188904,9.992146525399604e-08,4.25814292270843e-07,0.0004368986632662678,0.3800961328180213,0.0,0.38782896336756256,0.5822676106503135,0.027587144169956446,6.988950751463108e-08,2.978499935579748e-07,0.00020192575902910903,0.2754653990268707,0.0,0.43756021559238434,0.355674684047699,0.23511843234300614,0.22670747116208076,0.012895155232399702,0.2754653990268707,0.7307047424791709,0.024504628963768482,0.43756021559238434,0.355674684047699,nan,nan,0.005589944950770587,621441
15,0.03793770368946226,9.969011440908186e-08,4.2473810050356217e-07,0.00034899517471019765,0.37867591255589533,0.0,0.3679105890424628,0.5092235929087588,0.02735050395131111,6.975307798029462e-08,2.9722744443461124e-07,0.00017404722893843427,0.27315475046634674,0.0,0.3878537267446518,0.23804062604904175,0.23489406108856203,0.22647300511598586,0.011745841708034277,0.27315475046634674,0.7183249354577784,0.024039448238909245,0.3878537267446518,0.23804062604904175,nan,nan,0.005982294038403779,621441
16,0.037742822283976955,9.948290032693158e-08,4.237753898905794e-07,0.00027702142037206183,0.3768710556783174,0.0,0.3132498938786356,0.21497374459316856,0.027114137541502714,6.961387200021818e-08,2.96589284687343e-07,0.00012675587277044542,0.2708856761455536,0.0,0.31567326188087463,0.06933429837226868,0.23466736972332,0.2262341871857643,0.010118047706782818,0.2708856761455536,0.7036714206404555,0.023864462971687317,0.31567326188087463,0.06933429837226868,nan,nan,0.005739587009884417,621441
17,0.03753078434812395,9.926737439065235e-08,4.227464088264816e-07,0.00021766693833725234,0.374869399949124,0.0,0.26626283087228475,0.08342948085383366,0.027109626680612564,6.948025799147217e-08,2.959578111472183e-07,9.879722711048089e-05,0.2708964943885803,0.0,0.3018077462911606,0.05242633819580078,0.23445092439651488,0.22599725127220155,0.009298069402575493,0.2708964943885803,0.7044341345727154,0.023952237330377102,0.3018077462911606,0.05242633819580078,nan,nan,0.0069634459796361625,621441
18,0.037476009346152604,9.906944149251056e-08,4.217827423465343e-07,0.0001696370041157168,0.37441771359820114,0.0,0.25045673627602427,0.08045941904971474,0.027050599921494722,6.934617502452056e-08,2.9532002798760004e-07,7.735540202702396e-05,0.2703491076827049,0.0,0.2852618545293808,0.049313247203826904,0.23423637822270393,0.22576082795858382,0.008263750467449427,0.2703491076827049,0.7007583882606266,0.023760875687003136,0.2852618545293808,0.049313247203826904,nan,nan,0.005784778972156346,621441
19,0.03737083734258225,9.885803595615901e-08,4.207447530964265e-07,0.0001461845133331065,0.3734129055550224,0.0,0.24883409393461128,0.10557445099479273,0.027073451317846775,6.921761830369633e-08,2.946912758261533e-07,6.711425885441713e-05,0.2705981209874153,0.0,0.2942582666873932,0.07957723736763,0.23403095453977585,0.22552597224712373,0.007888477994129062,0.2705981209874153,0.7056355175587785,0.023532267659902573,0.2942582666873932,0.07957723736763,nan,nan,0.007010368979535997,621441
