method,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
NE24_v1,0.140523,0.552288,0.486928,0.486928,0.460784,0.480392,0.48366,0.470588,0.490196,0.480392,0.48366
NE24_v2,0.117647,0.496732,0.493464,0.480392,0.444444,0.490196,0.542484,0.496732,0.522876,0.506536,0.477124
QA-Google_v1,0.140523,0.405229,0.421569,0.415033,0.46732,0.408497,0.421569,0.457516,0.447712,0.477124,0.431373
QA-Google_v2,0.117647,0.48366,0.447712,0.431373,0.428105,0.460784,0.477124,0.411765,0.441176,0.431373,0.415033
QE-IBM_v1,0.218954,0.630719,0.604575,0.562092,0.624183,0.562092,0.660131,0.604575,0.588235,0.617647,0.594771
QE-IBM_v2,0.183007,0.620915,0.601307,0.617647,0.617647,0.611111,0.578431,0.637255,0.611111,0.620915,0.624183
Agent2,0.116667,0.316667,0.266667,0.316667,0.283333,0.366667,0.283333,0.283333,0.316667,0.4,0.333333
