Time,L2_Error,Correlation
0.0,1.0230000836638807e-09,1.0
1.0,0.9832713336686238,0.37629649186089076
2.0,1.2558166025689037,0.2418299649931403
3.0,1.3606630426921127,0.4446655438159075
4.0,1.13154799651314,0.2814507628512162
5.0,1.2839664028684377,0.21568262975757282
