baseline,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
F5_50MHz_201__P2_r1_-150_-100_s1,13.419196,10.140435,10.036748,9.854022,10.461989,9.939080,10.109425,9.466781,9.368447,9.786688,8.743159
F5_50MHz_201__P2_r1_-150_-100_s2,14.058619,9.964359,9.812899,9.575458,9.239224,9.544576,9.765401,9.433541,8.901041,8.984039,8.404384
F5_50MHz_201__P2_r2_-150_-110_s1,13.419196,10.079006,10.077748,10.764960,10.269280,10.271782,10.515136,10.544167,9.745626,10.553102,10.564368
F5_50MHz_201__P2_r2_-150_-110_s2,14.058619,10.495522,10.443185,10.651494,10.880613,10.873877,9.812437,10.077531,10.585575,10.073177,10.555843
F5_50MHz_201__P2_r3_-140_-110_s1,12.509887,8.439036,8.159232,8.117949,7.351705,8.521023,7.721413,8.072627,7.867688,7.897708,7.001250
F5_50MHz_201__P2_r3_-140_-110_s2,13.146332,8.519418,7.924826,8.725275,8.063752,8.092327,7.704697,8.171606,7.827333,7.428309,7.933261
F5_50MHz_401__P2_r1_-150_-100_s1,13.434212,9.033781,10.240883,9.326467,9.312062,7.828806,8.127367,7.472011,7.845556,8.598182,7.860482
F5_50MHz_401__P2_r1_-150_-100_s2,14.058619,9.009704,9.430860,9.927596,9.574042,8.851859,8.696583,8.206550,7.908810,7.757731,7.746178
F5_50MHz_401__P2_r2_-150_-110_s1,13.434212,10.166027,10.536750,10.284621,10.465431,10.440756,9.327779,9.256764,9.395735,9.622404,8.812606
F5_50MHz_401__P2_r2_-150_-110_s2,14.058619,9.723918,10.311935,10.348112,10.435628,9.215473,9.779908,9.685214,9.725474,10.241963,9.371847
F5_50MHz_401__P2_r3_-140_-110_s1,12.524903,8.050382,7.792992,7.463437,7.160247,7.880030,7.849365,6.750532,6.828228,7.762894,6.842298
F5_50MHz_401__P2_r3_-140_-110_s2,13.181497,7.842342,8.188978,8.194540,8.003775,7.119118,7.490747,7.231479,7.322348,7.741851,7.361668
F5_60MHz_201__P2_r1_-150_-100_s1,13.329345,9.307893,9.777163,9.992031,9.721565,9.039327,9.590817,9.782589,8.802328,9.145689,9.028516
F5_60MHz_201__P2_r1_-150_-100_s2,13.993546,8.899247,8.944807,9.401414,9.566699,9.946582,8.910407,9.502453,9.268617,9.513232,8.731723
F5_60MHz_201__P2_r2_-150_-110_s1,13.329345,10.316280,10.282441,10.791649,10.384548,11.360004,10.179792,10.481801,10.100062,9.542890,10.127450
F5_60MHz_201__P2_r2_-150_-110_s2,13.993546,10.139239,10.208675,10.721939,9.683174,10.277200,10.840104,9.754679,10.616941,9.242183,10.221626
F5_60MHz_201__P2_r3_-140_-110_s1,12.539680,7.825801,8.140233,7.937532,8.532581,8.270454,7.905430,8.431285,8.028114,8.096655,8.968206
F5_60MHz_201__P2_r3_-140_-110_s2,13.105308,8.107487,8.638999,7.595461,8.265804,8.163702,8.370211,8.228639,8.675154,8.325502,8.571265
F5_60MHz_401__P2_r1_-150_-100_s1,13.381007,9.920444,9.601626,9.400645,9.532323,8.410917,9.061703,8.282014,8.097817,7.489397,7.910556
F5_60MHz_401__P2_r1_-150_-100_s2,14.006577,9.717857,9.840827,9.380291,9.727660,9.674333,9.065937,8.826471,8.870346,8.254138,7.620192
F5_60MHz_401__P2_r2_-150_-110_s1,13.381007,11.139929,10.239440,10.544353,10.216481,9.843046,10.676691,9.393718,9.659617,10.348817,10.262548
F5_60MHz_401__P2_r2_-150_-110_s2,14.006577,10.575692,10.533478,10.271129,10.444032,10.237299,9.731562,10.243936,9.453286,9.621168,9.946212
F5_60MHz_401__P2_r3_-140_-110_s1,12.471697,7.904882,7.726391,7.387307,7.672477,7.779449,8.106393,6.864710,7.511617,7.108445,7.249834
F5_60MHz_401__P2_r3_-140_-110_s2,13.129456,7.874945,7.923498,8.273444,8.005596,8.078237,7.798448,7.319872,7.903744,7.252853,7.352312
F5_70MHz_201__P2_r1_-150_-100_s1,13.368463,9.627084,8.956090,9.904133,9.520404,8.936475,9.209227,9.865092,9.987818,9.334514,9.372657
F5_70MHz_201__P2_r1_-150_-100_s2,14.028407,10.081446,10.455189,10.336521,10.065480,8.016631,9.450490,8.886695,9.581259,9.081762,8.721508
F5_70MHz_201__P2_r2_-150_-110_s1,13.368463,10.562283,10.468827,10.069140,10.623272,10.173217,11.019774,9.761409,10.067743,9.933832,10.311527
F5_70MHz_201__P2_r2_-150_-110_s2,14.028407,10.122702,10.431607,10.441533,9.789181,10.639935,10.472936,10.210998,10.429521,10.360813,10.281434
F5_70MHz_201__P2_r3_-140_-110_s1,12.537817,7.778303,8.064926,8.571224,8.315674,8.218334,8.762342,8.704763,8.134311,8.755608,7.978275
F5_70MHz_201__P2_r3_-140_-110_s2,13.125617,8.483485,8.159876,8.160243,8.506758,7.753285,7.941865,7.968632,8.009419,7.834760,7.186975
F5_70MHz_401__P2_r1_-150_-100_s1,13.381007,9.846382,10.322643,9.557734,9.596464,9.326870,9.199893,8.654825,8.635154,7.870938,7.892667
F5_70MHz_401__P2_r1_-150_-100_s2,14.041357,9.269412,9.591503,9.563192,9.040761,9.810033,9.087680,8.144448,8.393421,8.057060,7.817779
F5_70MHz_401__P2_r2_-150_-110_s1,13.381007,9.918852,10.407108,10.542816,10.499645,10.846182,10.082868,10.022824,9.371217,9.261880,9.875085
F5_70MHz_401__P2_r2_-150_-110_s2,14.041357,10.092823,9.932173,9.711110,9.386846,10.186295,10.194403,10.104453,10.163174,9.897511,9.092399
F5_70MHz_401__P2_r3_-140_-110_s1,12.468381,8.940474,8.588822,7.947371,8.548937,8.212557,7.193192,7.442999,7.639792,7.805714,7.054546
F5_70MHz_401__P2_r3_-140_-110_s2,13.164235,7.787912,8.529507,8.443270,7.521252,8.266565,8.629286,8.048276,7.270171,6.781161,6.805506
A1__A2_agent,16.224015,12.962187,10.817811,11.233424,11.420607,11.775965,10.785253,12.281901,12.015337,11.468972,12.639903
