sample_id,candidate_rank,flat_idx,is_anchor,label_selected,kx,ky,feat_abs_kx,feat_abs_ky,feat_radius2,feat_is_task_mode,feat_direct_coupling,feat_pool_coupling,feat_outside_pool_coupling,feat_task_coupling_mean,feat_single_ref_leakage,feat_alpha_total,feat_alpha_l2,feat_alpha_max,feat_mean_abs_q,feat_num_components,feat_budget,feat_pool_size,feat_task_size
0,0,0,1,1,0,0,0.0,0.0,0.0,1,0.0,2.4233356736659584,0.0,0.049455830074815466,1.2852551812415762,2.423335673665958,1.2424750736309134,0.787167898374247,3.5,4,4,8,49
0,1,2,0,1,2,0,2.0,0.0,4.0,1,0.0,0.9811160686267066,1.4422196050392513,0.07828170518829337,1.2852551812415762,2.423335673665958,1.2424750736309134,0.787167898374247,3.5,4,4,8,49
0,2,16,0,0,0,1,0.0,1.0,1.0,1,0.23055176820627243,0.23055176820627243,2.192783905459686,0.04766946029033419,1.2852551812415762,2.423335673665958,1.2424750736309134,0.787167898374247,3.5,4,4,8,49
0,3,48,0,1,0,3,0.0,3.0,9.0,1,0.3935839491871235,0.9811160686267062,1.4422196050392513,0.1212697878579439,1.2852551812415762,2.423335673665958,1.2424750736309134,0.787167898374247,3.5,4,4,8,49
0,4,62,0,0,-2,3,2.0,3.0,13.0,1,0.5875321194395831,0.5875321194395831,1.8358035542263749,0.15738097626189754,1.2852551812415762,2.423335673665958,1.2424750736309134,0.787167898374247,3.5,4,4,8,49
0,5,208,0,0,0,-3,0.0,3.0,9.0,1,0.3935839491871235,0.39358394918712314,2.0297517244788343,0.1212697878579439,1.2852551812415762,2.423335673665958,1.2424750736309134,0.787167898374247,3.5,4,4,8,49
0,6,210,0,1,2,-3,2.0,3.0,13.0,1,0.5875321194395831,0.9811160686267062,1.4422196050392513,0.1573809762618975,1.2852551812415762,2.423335673665958,1.2424750736309134,0.787167898374247,3.5,4,4,8,49
0,7,240,0,0,0,-1,0.0,1.0,1.0,1,0.23055176820627243,0.23055176820627243,2.1927839054596854,0.047669460290334184,1.2852551812415762,2.423335673665958,1.2424750736309134,0.787167898374247,3.5,4,4,8,49
1,0,0,1,1,0,0,0.0,0.0,0.0,1,0.0,1.8572812972092279,0.16047385873736705,0.04117867665197133,0.8951644795355215,2.017755155946595,1.0777347807449504,0.8213362882572106,3.25,4,4,8,49
1,1,2,0,1,2,0,2.0,0.0,4.0,1,0.4106681441286053,0.4106681441286053,1.6070870118179896,0.06978664738983476,0.8951644795355215,2.017755155946595,1.0777347807449504,0.8213362882572106,3.25,4,4,8,49
1,2,14,0,1,-2,0,2.0,0.0,4.0,1,0.4106681441286053,0.4106681441286053,1.6070870118179896,0.06978664738983476,0.8951644795355215,2.017755155946595,1.0777347807449504,0.8213362882572106,3.25,4,4,8,49
