epoch,train_loss_total,train_loss_rho,train_loss_spectral,train_loss_energy,train_loss_leakage,train_loss_residual,train_loss_selection_entropy,train_loss_selection_coverage,val_loss_total,val_loss_rho,val_loss_spectral,val_loss_energy,val_loss_leakage,val_loss_residual,val_loss_selection_entropy,val_loss_selection_coverage,val_density_rel_l2,val_lowfreq_spectral_rel_l2,val_lowpass_energy_rel_l2,val_commutator_leakage,val_leakage_error_correlation,val_latent_step_norm,val_selection_entropy,val_selection_coverage_deficit,val_residual_lowfreq_norm,val_residual_gate_mean,val_runtime_seconds,val_parameter_count
0,9.610573445833755e-08,5.0777525248840423e-08,2.2273882312842225e-07,0.0002452886133381215,0.575968296904313,1.560885177834405e-08,0.0,0.0,7.224865505861544e-08,3.780874813230639e-08,1.6552240111877836e-07,0.00024581602338002995,0.4279159903526306,2.6708540268316483e-08,0.0,0.0,0.17822060361504555,0.1751599781215191,0.015628956723958254,0.4279159903526306,0.776563529822117,nan,nan,nan,2.6708540268316483e-08,1.0,0.7416553730727173,706531
1,9.086749523583804e-08,4.769120957797369e-08,2.0866708894118347e-07,0.00024528862559236586,0.5759682906301398,2.885733486086912e-08,0.0,0.0,7.353449937852474e-08,3.8595342033431734e-08,1.6925790546906683e-07,0.00024581602338002995,0.4279159903526306,2.1751532131020213e-08,0.0,0.0,0.18087520599365234,0.17793771773576736,0.015628956723958254,0.4279159903526306,0.7927424507016096,nan,nan,nan,2.1751532131020213e-08,1.0,0.0075500389793887734,706531
2,9.107300869004575e-08,4.793926995722885e-08,2.0992318414564101e-07,0.00024528861946524367,0.575968303178486,2.2981998245983817e-08,0.0,0.0,7.194322648729212e-08,3.779341817278237e-08,1.6560867166504067e-07,0.00024581602338002995,0.4279159903526306,2.0561530256202332e-08,0.0,0.0,0.1770939014852047,0.17409390285611154,0.015628956723958254,0.4279159903526306,0.570265125440048,nan,nan,nan,2.0561530256202332e-08,1.0,0.006424392980989069,706531
3,9.192889088557135e-08,4.846047754893478e-08,2.121590138190904e-07,0.00024528862023113395,0.575968296904313,2.073223090280264e-08,0.0,0.0,7.270053536956311e-08,3.824810512753629e-08,1.6758211884848606e-07,0.00024581602338002995,0.4279159903526306,1.8720180960940525e-08,0.0,0.0,0.17835280001163484,0.17532263100147247,0.015628956723958254,0.4279159903526306,0.7651301628728218,nan,nan,nan,1.8720180960940525e-08,1.0,0.007537212979514152,706531
4,9.195344537266991e-08,4.8456719338817396e-08,2.121719830938673e-07,0.00024528862252880474,0.575968296904313,2.124656511544967e-08,0.0,0.0,7.296435278192348e-08,3.832411188398055e-08,1.6801603663907372e-07,0.00024581602338002995,0.4279159903526306,2.0740601236468592e-08,0.0,0.0,0.1788690507411957,0.1759020894765854,0.015628956723958254,0.4279159903526306,0.6709964573110323,nan,nan,nan,2.0740601236468592e-08,1.0,0.006506015022750944,706531
5,9.189641646475809e-08,4.8428471338387396e-08,2.1209457432441445e-07,0.0002452886240605853,0.5759682874930533,2.0980572787870618e-08,0.0,0.0,7.304679350284005e-08,3.839062578947505e-08,1.682714731998658e-07,0.00024581602338002995,0.4279159903526306,2.0037431269770423e-08,0.0,0.0,0.1786414198577404,0.17564580962061882,0.015628956723958254,0.4279159903526306,0.6926252974342504,nan,nan,nan,2.0037431269770423e-08,1.0,0.006736657989677042,706531
6,9.216315383379257e-08,4.858199961619759e-08,2.1271962381026817e-07,0.00024528862099702423,0.5759683016099428,2.0744558725775614e-08,0.0,0.0,7.311225580508562e-08,3.841886542232942e-08,1.6837718774809218e-07,0.00024581602338002995,0.4279159903526306,2.0358998931158112e-08,0.0,0.0,0.1788212336599827,0.17581339031457902,0.015628956723958254,0.4279159903526306,0.6748007012621713,nan,nan,nan,2.0358998931158112e-08,1.0,0.007549598056357354,706531
7,9.232508764518187e-08,4.865155520555594e-08,2.1306162822336199e-07,0.00024528862252880474,0.5759683063155726,2.1224106729421595e-08,0.0,0.0,7.276185343130237e-08,3.820034155666008e-08,1.674422627218064e-07,0.00024581602338002995,0.4279159903526306,2.146116440115975e-08,0.0,0.0,0.17811132594943047,0.17513207569718361,0.015628956723958254,0.4279159903526306,0.638046644070547,nan,nan,nan,2.146116440115975e-08,1.0,0.0070486090262420475,706531
8,9.236752611896965e-08,4.865509819601835e-08,2.1309331020203994e-07,0.0002452886217629145,0.5759682937672264,2.1875282591191823e-08,0.0,0.0,7.334904772449136e-08,3.8527273815702756e-08,1.6887642928509194e-07,0.00024581602338002995,0.4279159903526306,2.092981077339573e-08,0.0,0.0,0.17885935232043265,0.17586072906851768,0.015628956723958254,0.4279159903526306,0.6520735541103236,nan,nan,nan,2.092981077339573e-08,1.0,0.008035502047277987,706531
9,9.24341942870318e-08,4.8668869355669576e-08,2.1315115137248972e-07,0.0002452886133381215,0.5759683157268324,2.2701889023617123e-08,0.0,0.0,7.293429149513031e-08,3.826984240618003e-08,1.6773257982549694e-07,0.00024581602338002995,0.4279159903526306,2.2358646489806233e-08,0.0,0.0,0.1786969445645809,0.17570705115795135,0.015628956723958254,0.4279159903526306,0.7187630960632534,nan,nan,nan,2.2358646489806233e-08,1.0,0.006722580932546407,706531
10,9.235970902696671e-08,4.865589334943515e-08,2.1307296212793709e-07,0.00024528861946524367,0.5759683063155726,2.1784434466846842e-08,0.0,0.0,7.331207640959292e-08,3.8518182421398706e-08,1.6882982833976712e-07,0.00024581602338002995,0.4279159903526306,2.0558589497454705e-08,0.0,0.0,0.17898776903748512,0.17598793730139733,0.015628956723958254,0.4279159903526306,0.6935872452972637,nan,nan,nan,2.0558589497454705e-08,1.0,0.007264181040227413,706531
11,9.265496159789684e-08,4.883038693860367e-08,2.1385243798022202e-07,0.00024528861640168254,0.5759683047470293,2.1081755288844903e-08,0.0,0.0,7.340573660030714e-08,3.8548929381931885e-08,1.6898657761998948e-07,0.00024581602338002995,0.4279159903526306,2.1189733523385712e-08,0.0,0.0,0.17919444143772126,0.17620793730020523,0.015628956723958254,0.4279159903526306,0.7274244229940299,nan,nan,nan,2.1189733523385712e-08,1.0,0.005328676954377443,706531
12,9.252560579697227e-08,4.876206722614322e-08,2.1355978823952396e-07,0.00024528862023113395,0.575968303178486,2.103157040335789e-08,0.0,0.0,7.32632798872146e-08,3.849008489709149e-08,1.6872080976781945e-07,0.00024581602338002995,0.4279159903526306,2.0580679382931066e-08,0.0,0.0,0.1788744404911995,0.17588363736867907,0.015628956723958254,0.4279159903526306,0.6959650788372659,nan,nan,nan,2.0580679382931066e-08,1.0,0.006089813949074596,706531
13,9.274811599437414e-08,4.8899197299521656e-08,2.1417816535511903e-07,0.00024528863171948805,0.575968296904313,2.0265694339035402e-08,0.0,0.0,7.331392737341957e-08,3.852645846791347e-08,1.68883474316317e-07,0.00024581602338002995,0.4279159903526306,2.021541778418623e-08,0.0,0.0,0.17861724272370338,0.17561926543712614,0.015628956723958254,0.4279159903526306,0.6503603283629324,nan,nan,nan,2.021541778418623e-08,1.0,0.005880221026018262,706531
14,9.261164915654406e-08,4.880133219169119e-08,2.137467746658666e-07,0.00024528862252880474,0.5759682874930533,2.121925577937059e-08,0.0,0.0,7.347538399926634e-08,3.85661884649835e-08,1.690740525361889e-07,0.00024581602338002995,0.4279159903526306,2.1887705869971796e-08,0.0,0.0,0.17924299836158752,0.17626438140869138,0.015628956723958254,0.4279159903526306,0.6808669969311651,nan,nan,nan,2.1887705869971796e-08,1.0,0.0069261579774320126,706531
15,9.258598809262701e-08,4.87664987689952e-08,2.136151649485902e-07,0.00024528861946524367,0.5759683220010055,2.192910134181746e-08,0.0,0.0,7.352889674905327e-08,3.859058139710214e-08,1.6919762302336494e-07,0.00024581602338002995,0.4279159903526306,2.1975814945562888e-08,0.0,0.0,0.17931483313441277,0.1763456232845783,0.015628956723958254,0.4279159903526306,0.6578867898947257,nan,nan,nan,2.1975814945562888e-08,1.0,0.007847699976991862,706531
16,9.24888679327595e-08,4.8701209334317834e-08,2.13307943846231e-07,0.0002452886240605853,0.5759682765132502,2.2521352361973425e-08,0.0,0.0,7.318828743052563e-08,3.840467588389629e-08,1.683202413005347e-07,0.00024581602338002995,0.4279159903526306,2.239123286784661e-08,0.0,0.0,0.17869747132062913,0.17569649145007132,0.015628956723958254,0.4279159903526306,0.6535255509990201,nan,nan,nan,2.239123286784661e-08,1.0,0.006340060965158045,706531
17,9.264104019585399e-08,4.8804760747376155e-08,2.1370971799234738e-07,0.0002452886301877075,0.5759683063155726,2.188671569127253e-08,0.0,0.0,7.342951136024567e-08,3.856502139854001e-08,1.69036898256536e-07,0.00024581602338002995,0.4279159903526306,2.1142137818230822e-08,0.0,0.0,0.1792324624955654,0.17623456791043282,0.015628956723958254,0.4279159903526306,0.7262433139958571,nan,nan,nan,2.1142137818230822e-08,1.0,0.011429094010964036,706531
18,9.271595570824406e-08,4.885251875545069e-08,2.1396857693832174e-07,0.00024528861640168254,0.5759683063155726,2.1394419709514823e-08,0.0,0.0,7.346825903198351e-08,3.857130970175149e-08,1.691029432038249e-07,0.00024581602338002995,0.4279159903526306,2.1527246651942278e-08,0.0,0.0,0.17917126268148423,0.17619471698999406,0.015628956723958254,0.4279159903526306,0.6815927417541594,nan,nan,nan,2.1527246651942278e-08,1.0,0.007540153979789466,706531
19,9.263597215629872e-08,4.878999417344762e-08,2.137168780193047e-07,0.0002452886240605853,0.575968303178486,2.2052007378043096e-08,0.0,0.0,7.330995899224035e-08,3.8468722429740865e-08,1.6863718599324784e-07,0.00024581602338002995,0.4279159903526306,2.227596329618109e-08,0.0,0.0,0.17876129820942877,0.17577795013785363,0.015628956723958254,0.4279159903526306,0.6302986048572288,nan,nan,nan,2.227596329618109e-08,1.0,0.007166965049691498,706531
20,9.251888032299337e-08,4.8720065923122856e-08,2.1338959754757525e-07,0.0002452886240605853,0.5759683063155726,2.2417865926178438e-08,0.0,0.0,7.341347796341324e-08,3.852935570591853e-08,1.688892403706177e-07,0.00024581602338002995,0.4279159903526306,2.212547123292552e-08,0.0,0.0,0.17924984097480773,0.17626041173934937,0.015628956723958254,0.4279159903526306,0.7307024689693509,nan,nan,nan,2.212547123292552e-08,1.0,0.0074621220119297504,706531
21,9.24998175833025e-08,4.872612329994521e-08,2.133877202188734e-07,0.0002452886171675728,0.5759683094526592,2.1923000958461098e-08,0.0,0.0,7.355327014124668e-08,3.861715569541957e-08,1.6928476043176488e-07,0.00024581602338002995,0.4279159903526306,2.158324896583963e-08,0.0,0.0,0.17939916849136353,0.1764094516634941,0.015628956723958254,0.4279159903526306,0.7057516862000306,nan,nan,nan,2.158324896583963e-08,1.0,0.00766527303494513,706531
22,9.255223020725105e-08,4.87593282708818e-08,2.1355204332370418e-07,0.00024528862099702423,0.5759683125897458,2.1649845986135724e-08,0.0,0.0,7.343992436403823e-08,3.8556660086896954e-08,1.6902824384601445e-07,0.00024581602338002995,0.4279159903526306,2.1552303053340438e-08,0.0,0.0,0.1791307032108307,0.17614756524562836,0.015628956723958254,0.4279159903526306,0.6708095490028507,nan,nan,nan,2.1552303053340438e-08,1.0,0.0062345159240067005,706531
23,9.261622355588291e-08,4.879010262470729e-08,2.1371170900788697e-07,0.00024528862559236586,0.575968303178486,2.1675562958546977e-08,0.0,0.0,7.334043949924762e-08,3.850582697140226e-08,1.6880176545441827e-07,0.00024581602338002995,0.4279159903526306,2.1485163870238466e-08,0.0,0.0,0.17891224026679992,0.1759279638528824,0.015628956723958254,0.4279159903526306,0.6503659792551879,nan,nan,nan,2.1485163870238466e-08,1.0,0.006888055941089988,706531
24,9.265865903791181e-08,4.881564121349488e-08,2.138105462503709e-07,0.00024528862099702423,0.5759682984728562,2.161816662524679e-08,0.0,0.0,7.34529930213057e-08,3.856973584959178e-08,1.6907570810076322e-07,0.00024581602338002995,0.4279159903526306,2.1362273727731917e-08,0.0,0.0,0.17925386279821395,0.17626429349184036,0.015628956723958254,0.4279159903526306,0.7226465951893878,nan,nan,nan,2.1362273727731917e-08,1.0,0.006324983958620578,706531
25,9.260665890271986e-08,4.8801402498025036e-08,2.137476243253906e-07,0.0002452886271241464,0.5759683063155726,2.1114612280825895e-08,0.0,0.0,7.364232068596266e-08,3.867363673748514e-08,1.6955905124405035e-07,0.00024581602338002995,0.4279159903526306,2.113746067067268e-08,0.0,0.0,0.1794409967958927,0.1764665529131889,0.015628956723958254,0.4279159903526306,0.7025295278852159,nan,nan,nan,2.113746067067268e-08,1.0,0.019965047016739845,706531
26,9.263348937039202e-08,4.880642323039291e-08,2.137821387517952e-07,0.00024528861946524367,0.5759683094526592,2.1412731517724942e-08,0.0,0.0,7.361775189451691e-08,3.865194653229764e-08,1.6945935854550953e-07,0.00024581602338002995,0.4279159903526306,2.1478678391417816e-08,0.0,0.0,0.17945762276649474,0.1764777533710003,0.015628956723958254,0.4279159903526306,0.7139115599205911,nan,nan,nan,2.1478678391417816e-08,1.0,0.01009535597404465,706531
27,9.251477039422178e-08,4.872948828075383e-08,2.134392278357585e-07,0.0002452886309535978,0.575968296904313,2.1948725316777102e-08,0.0,0.0,7.342166696844288e-08,3.8526978052288996e-08,1.689078601430083e-07,0.00024581602338002995,0.4279159903526306,2.2262316434762397e-08,0.0,0.0,0.17938123196363448,0.176410161703825,0.015628956723958254,0.4279159903526306,0.7068457697179373,nan,nan,nan,2.2262316434762397e-08,1.0,0.006121535960119218,706531
28,9.256926677823542e-08,4.8765248961719984e-08,2.136013370390126e-07,0.0002452886271241464,0.5759683094526592,2.1675008735213084e-08,0.0,0.0,7.360164921976775e-08,3.864654196661377e-08,1.6943914715739083e-07,0.00024581602338002995,0.4279159903526306,2.1345613276935183e-08,0.0,0.0,0.17953428626060486,0.17656001597642898,0.015628956723958254,0.4279159903526306,0.6899339409616163,nan,nan,nan,2.1345613276935183e-08,1.0,0.0066718499874696136,706531
29,9.272491453023242e-08,4.8859028074849975e-08,2.139929657567719e-07,0.0002452886240605853,0.5759682937672264,2.1345877112672066e-08,0.0,0.0,7.340757157692224e-08,3.854245100853859e-08,1.689445099373188e-07,0.00024581602338002995,0.4279159903526306,2.1524384052895584e-08,0.0,0.0,0.17894516959786416,0.1759497418999672,0.015628956723958254,0.4279159903526306,0.6308042526171321,nan,nan,nan,2.1524384052895584e-08,1.0,0.008912731951568276,706531
30,9.264946386697136e-08,4.882456712613547e-08,2.138510112852026e-07,0.000245288614869902,0.575968296904313,2.109393249545639e-08,0.0,0.0,7.365126819536272e-08,3.868391473815791e-08,1.696153866248551e-07,0.00024581602338002995,0.4279159903526306,2.0885490670252693e-08,0.0,0.0,0.1793433114886284,0.1763693280518055,0.015628956723958254,0.4279159903526306,0.6526025468750286,nan,nan,nan,2.0885490670252693e-08,1.0,0.006200769043061882,706531
31,9.255607835711999e-08,4.876472203818594e-08,2.136217707522136e-07,0.00024528862252880474,0.5759683000413995,2.1340045146183384e-08,0.0,0.0,7.34437417548861e-08,3.855196162305674e-08,1.690332958048657e-07,0.00024581602338002995,0.4279159903526306,2.1702443397941806e-08,0.0,0.0,0.179272922873497,0.1763060487806797,0.015628956723958254,0.4279159903526306,0.7040601199234936,nan,nan,nan,2.1702443397941806e-08,1.0,0.00591248000273481,706531
32,9.265289616235493e-08,4.8814495743810864e-08,2.1381765840918602e-07,0.000245288614869902,0.5759683000413995,2.1497366132830633e-08,0.0,0.0,7.351565933788606e-08,3.8603302776607507e-08,1.6922714607403577e-07,0.00024581602338002995,0.4279159903526306,2.13385673575317e-08,0.0,0.0,0.17937767654657363,0.1763910621404648,0.015628956723958254,0.4279159903526306,0.7310708056708379,nan,nan,nan,2.13385673575317e-08,1.0,0.03587674500886351,706531
33,9.256617105572666e-08,4.876695931287893e-08,2.1358108283134483e-07,0.0002452886217629145,0.5759683094526592,2.1659854167553834e-08,0.0,0.0,7.344031693889974e-08,3.855243146944076e-08,1.6900164823141495e-07,0.00024581602338002995,0.4279159903526306,2.1751134227088187e-08,0.0,0.0,0.17919305637478827,0.17620592638850213,0.015628956723958254,0.4279159903526306,0.6715639449772632,nan,nan,nan,2.1751134227088187e-08,1.0,0.00695020699640736,706531
34,9.263783789193487e-08,4.8812435543847017e-08,2.1379426958614395e-07,0.0002452886118063409,0.5759683157268324,2.1330947487884162e-08,0.0,0.0,7.369273546942168e-08,3.8695749715600414e-08,1.6966151150654696e-07,0.00024581602338002995,0.4279159903526306,2.1293659280274824e-08,0.0,0.0,0.17954936251044273,0.17657551765441892,0.015628956723958254,0.4279159903526306,0.6715616997045802,nan,nan,nan,2.1293659280274824e-08,1.0,0.008006713062059134,706531
