sample_id,candidate_rank,flat_idx,is_anchor,label_selected,kx,ky,feat_abs_kx,feat_abs_ky,feat_radius2,feat_is_task_mode,feat_direct_coupling,feat_pool_coupling,feat_outside_pool_coupling,feat_task_coupling_mean,feat_single_ref_leakage,feat_alpha_total,feat_alpha_l2,feat_alpha_max,feat_mean_abs_q,feat_num_components,feat_budget,feat_pool_size,feat_task_size
11,6,243,0,0,3,-1,3.0,1.0,10.0,1,0.1870358872909839,0.18703588729098364,1.4252869905221306,0.11849309058992973,0.7163525001370609,1.6123228778131147,0.8136901086574246,0.48403140583973164,4.5,4,4,7,49
12,0,0,1,1,0,0,0.0,0.0,0.0,1,0.0,1.203270365840705,0.0,0.024556538078381734,0.6810753523964606,1.203270365840705,0.8668332125890014,0.7188316670659036,2.0,2,4,5,49
12,1,1,0,1,1,0,1.0,0.0,1.0,1,0.3594158335329518,0.3594158335329518,0.8438545323077531,0.03476061971103479,0.6810753523964606,1.203270365840705,0.8668332125890014,0.7188316670659036,2.0,2,4,5,49
12,2,15,0,1,-1,0,1.0,0.0,1.0,1,0.3594158335329518,0.3594158335329518,0.8438545323077531,0.0347606197110348,0.6810753523964606,1.203270365840705,0.8668332125890014,0.7188316670659036,2.0,2,4,5,49
12,3,33,0,1,1,2,1.0,2.0,5.0,1,0.24221934938740067,0.24221934938740075,0.9610510164533043,0.07063369421333274,0.6810753523964606,1.203270365840705,0.8668332125890014,0.7188316670659036,2.0,2,4,5,49
12,4,239,0,0,-1,-2,1.0,2.0,5.0,1,0.24221934938740067,0.24221934938740075,0.9610510164533043,0.07063369421333274,0.6810753523964606,1.203270365840705,0.8668332125890014,0.7188316670659036,2.0,2,4,5,49
13,0,0,1,1,0,0,0.0,0.0,0.0,1,0.0,1.3704685774073653,0.0,0.027968746477701333,0.9803882127312418,1.3704685774073653,0.8277659230824054,0.6340125377596928,4.333333333333333,3,4,5,49
13,1,18,0,1,2,1,2.0,1.0,5.0,1,0.14531842992331995,0.1453184299233201,1.2251501474840454,0.06500478140211598,0.9803882127312418,1.3704685774073653,0.8277659230824054,0.6340125377596928,4.333333333333333,3,4,5,49
13,2,35,0,1,3,2,3.0,2.0,13.0,1,0.5399158587803627,0.539915858780363,0.8305527186270025,0.14663743446334046,0.9803882127312418,1.3704685774073653,0.8277659230824054,0.6340125377596928,4.333333333333333,3,4,5,49
13,3,237,0,1,-3,-2,3.0,2.0,13.0,1,0.5399158587803627,0.539915858780363,0.8305527186270025,0.14663743446334046,0.9803882127312418,1.3704685774073653,0.8277659230824054,0.6340125377596928,4.333333333333333,3,4,5,49
13,4,254,0,0,-2,-1,2.0,1.0,5.0,1,0.14531842992331995,0.1453184299233201,1.2251501474840454,0.06500478140211598,0.9803882127312418,1.3704685774073653,0.8277659230824054,0.6340125377596928,4.333333333333333,3,4,5,49
14,0,0,1,1,0,0,0.0,0.0,0.0,1,0.0,1.8616392755925548,0.3242982811465691,0.044610970545696405,0.9281467652826393,2.1859375567391237,1.1348468360834194,0.7182333242577623,3.0,4,4,7,49
14,1,2,0,1,2,0,2.0,0.0,4.0,1,0.35911666212888116,0.5212658027021657,1.664671754036958,0.08211813094215999,0.9281467652826393,2.1859375567391237,1.1348468360834194,0.7182333242577623,3.0,4,4,7,49
14,2,14,0,1,-2,0,2.0,0.0,4.0,1,0.35911666212888116,0.5212658027021657,1.664671754036958,0.08211813094215999,0.9281467652826393,2.1859375567391237,1.1348468360834194,0.7182333242577623,3.0,4,4,7,49
14,3,31,0,1,-1,1,1.0,1.0,2.0,1,0.3264105086639365,0.3264105086639364,1.859527048075187,0.05670399896249754,0.9281467652826393,2.1859375567391237,1.1348468360834194,0.7182333242577623,3.0,4,4,7,49
14,4,48,0,0,0,3,0.0,3.0,9.0,1,0.24529246700345966,0.40744160757674397,1.7784959491623795,0.12147113143874375,0.9281467652826393,2.1859375567391237,1.1348468360834194,0.7182333242577623,3.0,4,4,7,49
14,5,208,0,0,0,-3,0.0,3.0,9.0,1,0.24529246700345966,0.40744160757674397,1.7784959491623795,0.12147113143874375,0.9281467652826393,2.1859375567391237,1.1348468360834194,0.7182333242577623,3.0,4,4,7,49
14,6,241,0,0,1,-1,1.0,1.0,2.0,1,0.3264105086639365,0.3264105086639364,1.859527048075187,0.056703998962497545,0.9281467652826393,2.1859375567391237,1.1348468360834194,0.7182333242577623,3.0,4,4,7,49
15,0,0,1,1,0,0,0.0,0.0,0.0,1,0.0,0.7526934252484493,0.0,0.015361090311192843,0.4614945064756608,0.7526934252484493,0.5546787265317253,0.48678853771946456,3.5,2,4,5,49
15,1,29,0,1,-3,1,3.0,1.0,10.0,1,0.13295244376449236,0.13295244376449222,0.619740981483957,0.10972136148212702,0.4614945064756608,0.7526934252484493,0.5546787265317253,0.48678853771946456,3.5,2,4,5,49
15,2,33,0,1,1,2,1.0,2.0,5.0,1,0.24339426885973228,0.24339426885973214,0.509299156388717,0.05870095331886172,0.4614945064756608,0.7526934252484493,0.5546787265317253,0.48678853771946456,3.5,2,4,5,49
15,3,239,0,1,-1,-2,1.0,2.0,5.0,1,0.24339426885973228,0.24339426885973214,0.509299156388717,0.05870095331886173,0.4614945064756608,0.7526934252484493,0.5546787265317253,0.48678853771946456,3.5,2,4,5,49
15,4,243,0,0,3,-1,3.0,1.0,10.0,1,0.13295244376449236,0.13295244376449222,0.619740981483957,0.10972136148212702,0.4614945064756608,0.7526934252484493,0.5546787265317253,0.48678853771946456,3.5,2,4,5,49
