epoch,train_loss_total,train_loss_rho,train_loss_spectral,train_loss_energy,train_loss_leakage,train_loss_residual,train_loss_selection_entropy,train_loss_selection_coverage,val_loss_total,val_loss_rho,val_loss_spectral,val_loss_energy,val_loss_leakage,val_loss_residual,val_loss_selection_entropy,val_loss_selection_coverage,val_density_rel_l2,val_lowfreq_spectral_rel_l2,val_lowpass_energy_rel_l2,val_commutator_leakage,val_leakage_error_correlation,val_latent_step_norm,val_selection_entropy,val_selection_coverage_deficit,val_residual_lowfreq_norm,val_runtime_seconds,val_parameter_count
0,2.7846561173897787e-08,1.5346065564502072e-08,6.20428003709381e-08,1.1480134114543417e-05,0.5435554196960047,1.8387074143956882e-09,0.0,0.0,2.0528249766726958e-08,1.134490856813386e-08,4.557921240433416e-08,1.1690654446283588e-05,0.40094058215618134,1.3499621420720587e-09,0.0,0.0,0.09725816436111927,0.09167133867740632,0.0033921743743121624,0.40094058215618134,0.4014546112926963,nan,nan,nan,1.3499621420720587e-09,1.1713539650081657,706531
1,2.731144012700856e-08,1.507709265038521e-08,6.083848484643951e-08,1.148013440175227e-05,0.543555432244351,1.3330016096783258e-09,0.0,0.0,2.0289533164685736e-08,1.1233972418978055e-08,4.507379536278222e-08,1.1690654446283588e-05,0.40094058215618134,8.160337960916308e-10,0.0,0.0,0.09636643379926682,0.09072071611881256,0.0033921743743121624,0.40094058215618134,0.375839495120045,nan,nan,nan,8.160337960916308e-10,0.006311397009994835,706531
2,2.7112910092491323e-08,1.4976387755669557e-08,6.036906647092397e-08,1.1480133875202706e-05,0.543555432244351,1.254186135063743e-09,0.0,0.0,2.025453849086034e-08,1.1210539385686502e-08,4.496297467682098e-08,1.1690654446283588e-05,0.40094058215618134,1.0280751527869114e-09,0.0,0.0,0.09647809565067292,0.09083166010677815,0.0033921743743121624,0.40094058215618134,0.3544083504785547,nan,nan,nan,1.0280751527869114e-09,0.007256162061821669,706531
3,2.7259428585735853e-08,1.5043056578178948e-08,6.069097804434502e-08,1.1480134114543417e-05,0.5435554557725003,1.5635207631516467e-09,0.0,0.0,2.049752856336795e-08,1.1337036420755453e-08,4.554236099352238e-08,1.1690654446283588e-05,0.40094058215618134,1.0404144490383516e-09,0.0,0.0,0.09701334014534951,0.09140971675515175,0.0033921743743121624,0.40094058215618134,0.3742943949316171,nan,nan,nan,1.0404144490383516e-09,0.008134206000249833,706531
4,2.7379160365781948e-08,1.5123477768354048e-08,6.103942689306725e-08,1.148013416241156e-05,0.543555432244351,9.55945349194976e-10,0.0,0.0,2.0391801136554477e-08,1.1292866641809951e-08,4.533756925440002e-08,1.1690654446283588e-05,0.40094058215618134,6.284223696972902e-10,0.0,0.0,0.09644921645522117,0.09079827666282654,0.0033921743743121624,0.40094058215618134,0.3585128312108922,nan,nan,nan,6.284223696972902e-10,0.16316943103447556,706531
5,2.7524215234483275e-08,1.520381738635323e-08,6.139255429173461e-08,1.1480134449620413e-05,0.543555432244351,8.377302068415074e-10,0.0,0.0,2.0437991299360192e-08,1.1312200509649983e-08,4.542424747455698e-08,1.1690654446283588e-05,0.40094058215618134,8.188166533695806e-10,0.0,0.0,0.09671210572123527,0.09107573628425598,0.0033921743743121624,0.40094058215618134,0.3552682974070449,nan,nan,nan,8.188166533695806e-10,0.006797912996262312,706531
6,2.759704399504938e-08,1.523702876152368e-08,6.155773079578801e-08,1.1480134306015985e-05,0.5435554479297838,9.693766578917979e-10,0.0,0.0,2.0605777084625743e-08,1.1400493216129348e-08,4.582785706475079e-08,1.1690654446283588e-05,0.40094058215618134,7.942384250281265e-10,0.0,0.0,0.09699448198080063,0.09138649217784404,0.0033921743743121624,0.40094058215618134,0.3618770409712685,nan,nan,nan,7.942384250281265e-10,0.007298143988009542,706531
7,2.76192562154165e-08,1.5251370786167602e-08,6.160813183585464e-08,1.1480134210279702e-05,0.5435554228330913,9.251772096967826e-10,0.0,0.0,2.056962511431948e-08,1.1380443920572247e-08,4.5729796838145376e-08,1.1690654446283588e-05,0.40094058215618134,8.644288618242513e-10,0.0,0.0,0.09708326235413552,0.09146659187972546,0.0033921743743121624,0.40094058215618134,0.37538253164570545,nan,nan,nan,8.644288618242513e-10,0.005414358980488032,706531
8,2.7784119145741515e-08,1.5337812189910125e-08,6.200804978256632e-08,1.1480134353884128e-05,0.5435554416556108,8.939438487699572e-10,0.0,0.0,2.0534133060579052e-08,1.1362478735676973e-08,4.565944156098567e-08,1.1690654446283588e-05,0.40094058215618134,7.953079861344747e-10,0.0,0.0,0.09687486365437509,0.09125380478799343,0.0033921743743121624,0.40094058215618134,0.3519029490431509,nan,nan,nan,7.953079861344747e-10,0.007782086962834001,706531
9,2.7840221823800293e-08,1.536727844390833e-08,6.214055048303635e-08,1.148013397093899e-05,0.5435554228330913,8.966533188451595e-10,0.0,0.0,2.065746640411703e-08,1.1427416790610323e-08,4.594150482262194e-08,1.1690654446283588e-05,0.40094058215618134,8.349749780478533e-10,0.0,0.0,0.09716815203428268,0.09155910164117813,0.0033921743743121624,0.40094058215618134,0.3634137391138397,nan,nan,nan,8.349749780478533e-10,0.007263922947458923,706531
