epoch,train_loss_total,train_loss_rho,train_loss_spectral,train_loss_energy,train_loss_leakage,train_loss_selection_entropy,train_loss_selection_coverage,val_loss_total,val_loss_rho,val_loss_spectral,val_loss_energy,val_loss_leakage,val_loss_selection_entropy,val_loss_selection_coverage,val_density_rel_l2,val_lowfreq_spectral_rel_l2,val_lowpass_energy_rel_l2,val_commutator_leakage,val_leakage_error_correlation,val_latent_step_norm,val_selection_entropy,val_selection_coverage_deficit,val_runtime_seconds,val_parameter_count,sel_ood_alpha_val_loss_total,sel_ood_alpha_val_loss_rho,sel_ood_alpha_val_loss_spectral,sel_ood_alpha_val_loss_energy,sel_ood_alpha_val_loss_leakage,sel_ood_alpha_val_loss_selection_entropy,sel_ood_alpha_val_loss_selection_coverage,sel_ood_alpha_val_density_rel_l2,sel_ood_alpha_val_lowfreq_spectral_rel_l2,sel_ood_alpha_val_lowpass_energy_rel_l2,sel_ood_alpha_val_commutator_leakage,sel_ood_alpha_val_leakage_error_correlation,sel_ood_alpha_val_latent_step_norm,sel_ood_alpha_val_selection_entropy,sel_ood_alpha_val_selection_coverage_deficit,sel_ood_alpha_val_runtime_seconds,sel_ood_alpha_val_parameter_count,sel_ood_structure_val_loss_total,sel_ood_structure_val_loss_rho,sel_ood_structure_val_loss_spectral,sel_ood_structure_val_loss_energy,sel_ood_structure_val_loss_leakage,sel_ood_structure_val_loss_selection_entropy,sel_ood_structure_val_loss_selection_coverage,sel_ood_structure_val_density_rel_l2,sel_ood_structure_val_lowfreq_spectral_rel_l2,sel_ood_structure_val_lowpass_energy_rel_l2,sel_ood_structure_val_commutator_leakage,sel_ood_structure_val_leakage_error_correlation,sel_ood_structure_val_latent_step_norm,sel_ood_structure_val_selection_entropy,sel_ood_structure_val_selection_coverage_deficit,sel_ood_structure_val_runtime_seconds,sel_ood_structure_val_parameter_count
10,0.039082715777974376,1.0093233009612097e-07,4.302024314328216e-07,0.00120477777244033,0.38841443626504196,0.6416044392083821,0.8809816586343866,0.028590921312570572,7.051409944835996e-08,3.0056484234819436e-07,0.0009886363986879587,0.2839297205209732,0.7510969340801239,0.6092894375324249,0.23615742623806,0.22773556932806968,0.026465555652976036,0.2839297205209732,0.7366320563176625,0.024236444383859634,0.7510969340801239,0.6092894375324249,0.009204706992022693,621441,0.01679702868892087,4.019319395827855e-08,1.724783452851221e-07,0.0006900328266460241,0.1665889455212487,0.9437389837370979,0.38949065738254124,0.19555856304036248,0.18950477523936166,0.02160961687978771,0.1665889455212487,nan,0.022198921276463404,0.9437389837370979,0.38949065738254124,0.005621214979328215,621441,0.02029089443385601,4.112255661918122e-08,1.7637787645223094e-07,0.0005957779746192197,0.20171608527501425,0.9245004057884216,0.3716660737991333,0.19759698907534284,0.19139590213696164,0.020342520748575527,0.20171608527501425,0.861394892060412,0.023779415835936863,0.9245004057884216,0.3716660737991333,0.006139428005553782,621441
11,0.03866105261994036,1.0068738133309364e-07,4.291760120622712e-07,0.000939777869988527,0.384727816832693,0.5741264663244549,0.7277848281358418,0.02805475704371929,7.034967808294823e-08,2.9987062788450203e-07,0.0005464364367071539,0.27945248037576675,0.6609801054000854,0.4875134825706482,0.23588596507906914,0.22747583910822866,0.02030391152948141,0.27945248037576675,0.7244888128250987,0.024414378218352795,0.6609801054000854,0.4875134825706482,0.007805158034898341,621441,0.016382955842547946,4.01093139935761e-08,1.72124711323502e-07,0.0003184843654809002,0.16319132844607034,0.8325947059525384,0.25499502817789715,0.1953544391526116,0.18931069937017228,0.015481229043669172,0.16319132844607034,nan,0.022131208330392838,0.8325947059525384,0.25499502817789715,0.007856170006562024,621441,0.01985626978178819,4.103711503944396e-08,1.7601857393856335e-07,0.0003777091042138636,0.19780599077542624,0.8100683689117432,0.2372728188832601,0.19739207873741785,0.1912015249331792,0.01731591174999873,0.19780599077542624,0.8618761996772945,0.023817318802078564,0.8100683689117432,0.2372728188832601,0.006272758007980883,621441
12,0.038419742235227636,1.004194079936688e-07,4.28018610495871e-07,0.000727784164298914,0.3827387055284099,0.5128059951882613,0.6455469507920114,0.027829329948872328,7.019936276719818e-08,2.99230762834668e-07,0.00041208510810974985,0.27746693044900894,0.5823723077774048,0.41348996758461,0.2356310620903969,0.22723019197583197,0.01752647990360856,0.27746693044900894,0.7269253161376397,0.024304204620420933,0.5823723077774048,0.41348996758461,0.010175396979320794,621441,0.016182062526543934,4.002332766440809e-08,1.71761188185984e-07,0.0003075867627760292,0.1612041840950648,0.7316673066880968,0.16755686865912545,0.1951448122660319,0.18911081966426638,0.014634242902199427,0.1612041840950648,nan,0.0218079737904999,0.7316673066880968,0.16755686865912545,0.0052729249582625926,621441,0.01961532235145569,4.0950794755190145e-08,1.7565406551511842e-07,0.00029443358653225005,0.1955630580584208,0.7054087320963541,0.1513237158457438,0.1971847116947174,0.19100404928127923,0.014773418505986532,0.1955630580584208,0.861304733438936,0.0235304261247317,0.7054087320963541,0.1513237158457438,0.0054127409821376204,621441
13,0.03822463672412069,1.0018202501489788e-07,4.269852106038965e-07,0.0005862763194416306,0.38107067346572876,0.4586643482509412,0.5748088736283151,0.027663336601108313,7.005419888628239e-08,2.9859062777859435e-07,0.00029537965019699186,0.2760404124855995,0.511126384139061,0.33901819586753845,0.23538911044597627,0.22698669731616974,0.015106902457773685,0.2760404124855995,0.7295863747316098,0.024208569899201393,0.511126384139061,0.33901819586753845,0.007856276002712548,621441,0.016035982511109777,3.9943159101262104e-08,1.7141000007035876e-07,0.00021163393830647692,0.15993530220455593,0.631015313996209,0.10335466596815321,0.19495023174418344,0.18891772892740036,0.012444846176852783,0.15993530220455593,nan,0.02157813434799512,0.631015313996209,0.10335466596815321,0.005100501992274076,621441,0.019459609563151996,4.08697088024231e-08,1.752988036211415e-07,0.00021697178696437427,0.19416086872418722,0.6013520558675131,0.08986039956410725,0.19699084063371022,0.19081157147884367,0.012988172471523285,0.19416086872418722,0.8607962175664237,0.023347274710734684,0.6013520558675131,0.08986039956410725,0.017296115052886307,621441
14,0.03798690967653927,9.996770457046534e-08,4.260108650406006e-07,0.00040697861511848475,0.379051998257637,0.4228998924556531,0.44712919937936885,0.0273608579300344,6.990417134034033e-08,2.979101765276937e-07,0.00022494179575005546,0.2731565088033676,0.44363903999328613,0.16043543815612793,0.23514694422483445,0.22673496082425115,0.013146932236850262,0.2731565088033676,0.7160606015887994,0.02395333442837,0.44363903999328613,0.16043543815612793,0.08847232698462903,621441,0.015954828924602933,3.9865769944450825e-08,1.7106557316361028e-07,0.00015806211053536067,0.15923090279102325,0.541736556424035,0.06465143627590603,0.19476331472396852,0.18872887144486108,0.01101913975758685,0.15923090279102325,nan,0.021452468302514818,0.541736556424035,0.06465143627590603,0.008511225983966142,621441,0.019375956306854885,4.079155857539263e-08,1.7495050030902348e-07,0.00016883319282593826,0.19342060883839926,0.5097258488337199,0.05442631244659424,0.19680500129858655,0.1906234527627627,0.011667324230074883,0.19342060883839926,0.8604934345963069,0.023266339674592018,0.5097258488337199,0.05442631244659424,0.005077711015474051,621441
15,0.03763019646468915,9.973879294396906e-08,4.2494995442977694e-07,0.00035525486639112627,0.37558832137208237,0.3561915990553404,0.1731909764440436,0.02716114465147257,6.97591229226191e-08,2.9725365635613343e-07,0.0001649385885684751,0.27127937227487564,0.3703978508710861,0.07364451885223389,0.23490901216864585,0.2264879859983921,0.011454974301159382,0.27127937227487564,0.7049349852052295,0.02399053331464529,0.3703978508710861,0.07364451885223389,0.03548828500788659,621441,0.015908877261810832,3.9787758667999796e-08,1.707167914193835e-07,0.00012954528614904525,0.15882843070560032,0.4731343918376499,0.04162030749850803,0.1945748060941696,0.1885374418563313,0.010093583984093534,0.15882843070560032,nan,0.02134076112674342,0.4731343918376499,0.04162030749850803,0.012516736926045269,621441,0.019329146792491276,4.07134355858337e-08,1.7460074275277293e-07,0.00013595950440503657,0.1930182675520579,0.4402477244536082,0.03414221604665121,0.19661908249060311,0.19043432076772052,0.01056264340877533,0.1930182675520579,0.8592785918901039,0.023201901465654373,0.4402477244536082,0.03414221604665121,0.00541242997860536,621441
16,0.03752806096484786,9.950121138720198e-08,4.238355272359752e-07,0.0002578273400247685,0.3747618339563671,0.30631011410763387,0.109858280734012,0.027126474771648645,6.962148013656133e-08,2.9661500633437754e-07,0.00012120353130740114,0.27102015167474747,0.3421517089009285,0.06213364005088806,0.23468861728906631,0.2262516900897026,0.009995424188673496,0.27102015167474747,0.7059328829081504,0.023769723251461983,0.3421517089009285,0.06213364005088806,0.013351584027986974,621441,0.0158864123125871,3.971782902567611e-08,1.7039569557810967e-07,0.00010084048052602966,0.15866119497352177,0.44037433796458775,0.032651159498426646,0.1944067042734888,0.18836145020193523,0.009064868040796783,0.15866119497352177,nan,0.020999125722381804,0.44037433796458775,0.032651159498426646,0.10126669000601396,621441,0.019306642934679985,4.064220959776321e-08,1.742731683407328e-07,0.00010424827632959932,0.1928566594918569,0.40697938203811646,0.0263974666595459,0.1964504326383273,0.19025735358397167,0.009376157696048418,0.1928566594918569,0.8594801181210531,0.022879889855782192,0.40697938203811646,0.0263974666595459,0.007100049057044089,621441
17,0.03739044972156223,9.929080958595716e-08,4.2284259985822966e-07,0.00020606807237000843,0.37348924969371994,0.2996454113408139,0.14566357512223094,0.027145284693688154,6.948087438729544e-08,2.9596045436619534e-07,8.902567788027227e-05,0.27127260714769363,0.3364991694688797,0.07944828271865845,0.23446191996335983,0.22600745782256126,0.008824656251817942,0.27127260714769363,0.7113765124007096,0.02363374549895525,0.3364991694688797,0.07944828271865845,0.04753827501554042,621441,0.0158739872276783,3.964391521233463e-08,1.7005292344644354e-07,7.089308807432342e-05,0.1585968318912718,0.4287211464511024,0.030141141679551866,0.19422901107205287,0.18817327386803098,0.007979580770350166,0.1585968318912718,nan,0.02079520353840457,0.4287211464511024,0.030141141679551866,0.011810540978331119,621441,0.019295599311590195,4.0568410260751385e-08,1.7393050200098514e-07,8.000236994121224e-05,0.19279471039772034,0.3941514889399211,0.024178187052408855,0.19627572794755302,0.19007204125324884,0.008489115163683891,0.19279471039772034,0.8573478328258238,0.022677261382341385,0.3941514889399211,0.024178187052408855,0.00987122900551185,621441
18,0.0373006494421708,9.907702073968195e-08,4.218129980041627e-07,0.00017752688597140245,0.37264833638542577,0.2859163284301758,0.17872802207344457,0.027094219345599413,6.934619989351631e-08,2.9530606582284236e-07,8.827232159092091e-05,0.27076347917318344,0.3170091137290001,0.07189342379570007,0.23424982130527494,0.22576706111431122,0.009034659713506699,0.27076347917318344,0.7087091836105227,0.023589528165757656,0.3170091137290001,0.07189342379570007,0.007855553994886577,621441,0.015866159771879513,3.957499059323608e-08,1.6972503323763198e-07,6.601156201213598e-05,0.15852832628620994,0.4107240074210697,0.02675628662109375,0.19406473735968272,0.1879941385653284,0.00798729620873928,0.15852832628620994,nan,0.020695882125033274,0.4107240074210697,0.02675628662109375,0.03709604300092906,621441,0.019290496905644734,4.0498334167674933e-08,1.7359624848722888e-07,8.642459579277784e-05,0.1927308440208435,0.37593807776769,0.021319468816121418,0.19611130009094876,0.18989211668570838,0.008940606688459715,0.1927308440208435,0.8562732512961092,0.022590263436237972,0.37593807776769,0.021319468816121418,0.006987892964389175,621441
19,0.03721700216594495,9.88646084764648e-08,4.2074763266435567e-07,0.00014671915529393837,0.3718734807089755,0.2704545855522156,0.20804604731108012,0.027040676679462194,6.921223949518662e-08,2.9466025353031e-07,6.19341208221158e-05,0.27028072625398636,0.2959287390112877,0.07449442148208618,0.23403584361076357,0.22552733644843104,0.0074468739330768585,0.27028072625398636,0.7067294035840638,0.023236628621816635,0.2959287390112877,0.07449442148208618,0.009901140059810132,621441,0.015856843234764204,3.9505073188037286e-08,1.6939660617430894e-07,5.412959621430168e-05,0.15845893323421478,0.38981645305951435,0.022614479064941406,0.1938976350757811,0.18781453089581596,0.007001341579274999,0.15845893323421478,nan,0.02026738640334871,0.38981645305951435,0.022614479064941406,0.006995937030296773,621441,0.01927788555622101,4.042799754226204e-08,1.7326436344925847e-07,5.512575080501847e-05,0.19266733527183533,0.35489322741826373,0.017890214920043945,0.1959458515048027,0.18971330672502518,0.0071230850492914515,0.19266733527183533,0.8551465507626078,0.02217338482538859,0.35489322741826373,0.017890214920043945,0.005632605985738337,621441
20,0.03715068043062562,9.867440291755931e-08,4.19790566004514e-07,0.00013682895357640902,0.37123004386299535,0.24780461270558207,0.196256863443475,0.02699849149212241,6.908110350423158e-08,2.940077763469162e-07,6.227786252566148e-05,0.2698581889271736,0.2775859013199806,0.07240214943885803,0.2338307462632656,0.2252877287566662,0.00769167672842741,0.2698581889271736,0.7044755686052309,0.023066721856594086,0.2775859013199806,0.07240214943885803,0.006956540048122406,621441,0.01585016234053506,3.943732096445274e-08,1.6906788541998847e-07,4.5886863517807797e-05,0.15840860704580942,0.37244392434755963,0.019639068179660372,0.19373675502008864,0.18763489905330868,0.006704492287503349,0.15840860704580942,nan,0.020079086638159223,0.37244392434755963,0.019639068179660372,0.04519825999159366,621441,0.019273425762852032,4.035976293910911e-08,1.7293167312952087e-07,5.5483877076767385e-05,0.1926220158735911,0.33779285351435345,0.015455047289530436,0.19578643292188644,0.1895342250665029,0.007265914852420489,0.1926220158735911,0.853705986661614,0.021982700874408085,0.33779285351435345,0.015455047289530436,0.008042556990403682,621441
21,0.037093792551834336,9.846920920758269e-08,4.187528804179333e-07,0.0001092129467379939,0.3707164212277061,0.23413568264559695,0.21674580950486033,0.0269864066503942,6.895604087731044e-08,2.9339017260099354e-07,4.831636761082336e-05,0.26976528763771057,0.2649802789092064,0.08078566193580627,0.23363141864538195,0.22505792379379272,0.0067089947406202555,0.26976528763771057,0.706368080625566,0.022871353663504124,0.2649802789092064,0.08078566193580627,0.008555490989238024,621441,0.015845868943466082,3.937006059433972e-08,1.687462479872516e-07,4.1180282803705064e-05,0.15837508936723074,0.3603992495271895,0.017844888899061415,0.19357688675324122,0.1874594564239184,0.006233670334849093,0.15837508936723074,nan,0.0198275295810567,0.3603992495271895,0.017844888899061415,0.0054765630047768354,621441,0.019267693782846134,4.029160412718132e-08,1.726043403020109e-07,4.19021113581645e-05,0.19259186585744223,0.3254622171322505,0.013979117075602213,0.19562698751688004,0.18935831288496652,0.006321578286588192,0.19259186585744223,0.8525014864032486,0.02174782690902551,0.3254622171322505,0.013979117075602213,0.010825930978171527,621441
22,0.03706076452018399,9.828453185814635e-08,4.1778169564790194e-07,0.00010086663123250841,0.3704028286431965,0.219367946449079,0.2253432399348209,0.026951817329972982,6.882907399585747e-08,2.927451490108979e-07,4.358115256763995e-05,0.2694288492202759,0.24745036661624908,0.07521459460258484,0.23343388885259628,0.22482137009501457,0.0064164341893047094,0.2694288492202759,0.7044887651326337,0.02273885067552328,0.24745036661624908,0.07521459460258484,0.00998933898517862,621441,0.01584068892730607,3.930354589935329e-08,1.6842045782697016e-07,3.552186596304333e-05,0.15833460291226706,0.3429651657740275,0.015266736348470053,0.19341931475533378,0.18728148407406275,0.0058507440197798945,0.15833460291226706,nan,0.01967355443371667,0.3429651657740275,0.015266736348470053,0.007760393957141787,621441,0.019263165071606636,4.022491258600288e-08,1.7227562902159357e-07,3.705901569143558e-05,0.1925562620162964,0.30859575668970746,0.011904557545979818,0.19547156592210135,0.18918142318725586,0.005989821317295234,0.1925562620162964,0.8511547849673753,0.021594475954771042,0.30859575668970746,0.011904557545979818,0.005835738964378834,621441
